Date,CL,CO,XB,HO,NG,QS,CAP,BAP,DAE
2015-02-11,75.94549244859896,36.6259453238837,26.95822904810984,42.138795487526004,451.8998524741939,45.27949129550393,17.546221113851505,21.16623619127086,6.465050745883819
2015-02-12,79.63080811410227,38.22740908758806,27.871860061080408,44.45235264014031,438.3283159679971,45.27949129550393,17.240057260097686,22.00501560980949,6.802039726647618
2015-02-13,82.07213536930911,41.22261537367957,28.40815971878967,45.79263625164477,453.03081384971,48.01559867501421,17.301681294559323,22.82001618795059,7.096181985097237
2015-02-16,,41.142207151234125,,,,48.20074879843968,,,
2015-02-17,83.23837450396196,41.89938457926172,27.77752722226509,45.932007164452834,445.7603478642478,47.46014830473771,17.36232716974379,23.20354587178164,7.096181985097237
2015-02-18,81.07694464107198,40.55924753850494,27.489287992551613,45.5138944260286,457.39309344098757,47.52186501254619,17.546221113851505,23.059722240345014,6.961366783307821
2015-02-19,79.55305883845877,40.34482561198385,28.2334692765391,46.3129543261283,457.87779117335197,46.760692282907954,17.60686698903595,22.748296137074163,6.943031915864467
2015-02-20,78.27797071790496,40.351526297187604,28.661460860053044,49.053915611354014,476.78100273555464,47.85102078752484,18.462756356558526,22.82001618795059,6.985878638178629
2015-02-23,76.18275245031282,39.467035850288156,28.75754060329084,51.518457919510425,465.1482571588146,47.7275873719079,18.340486446912454,22.748296137074163,6.906264133558263
2015-02-24,75.92085016686386,39.30621940539726,28.303345453439338,47.128274166055625,468.8642731069401,47.66587066409933,18.279840571727995,22.915898608908343,6.9307759884290645
2015-02-25,78.55527901802735,41.29632291092118,30.024046309607577,48.86344203051633,467.5717458206351,47.70701513597174,18.340486446912454,23.20354587178164,7.139126754830884
2015-02-26,74.21078231610855,40.237614648723195,29.83013991870942,49.61139926258645,435.74326139538795,48.20074879843968,18.218216537266354,23.059722240345014,7.157461622274238
2015-02-27,76.6603389671904,41.93288800528064,30.878282572212928,53.399965242419675,441.7212000945459,48.85906034839703,18.585026266204608,23.778840397528327,7.408757158409701
2015-03-02,76.39843668374148,39.535774375841804,29.61998358069648,51.06234706491292,430.0843730981908,49.17455148280342,17.890173855598754,23.32450665826286,7.274052482802257
2015-03-03,77.83119623437425,40.518524561872155,30.441156371686105,52.47465804715661,432.31609334406676,49.23764970968468,18.205740015873918,23.61157515400768,7.3047161653223505
2015-03-04,79.38720391839483,40.206434975767905,30.063354441230793,51.44112778812005,441.402382916564,48.564601956284434,18.33216876598415,23.4917719017835,7.310790121604282
2015-03-05,78.20094063453755,40.15995354805028,29.463867080508322,50.79178940547932,452.8798013239286,48.88009309069083,18.585026266204608,22.846059165354845,7.078118409191419
2015-03-06,76.42924871708841,39.661938251075426,29.3795641704067,50.56722654814938,452.5609841459463,48.985256802159604,18.269460105929483,22.176232675283643,6.894430215181262
2015-03-09,77.03008336735373,38.86511377591565,29.267160290271285,49.77719818260312,426.89620131836676,48.43840550252194,17.573596265322735,21.6736714287331,6.69849614157043
2015-03-10,74.39565451619015,37.444110128547486,28.38666322921014,49.06563153829259,435.5042651238903,47.21850644948402,17.70002501543297,20.62108694433542,6.429086790355533
2015-03-11,74.21078231610855,38.207733583908905,28.51311759436256,49.25231632330184,450.1698553110783,46.903015315077695,17.76374510548852,20.788734945850415,6.423012834073592
2015-03-12,72.48530844867982,37.902284201764346,28.24928070904456,48.13491318984082,435.8230823018728,46.903015315077695,17.952882515653442,20.788734945850415,6.39852107487224
2015-03-13,69.08057876384278,36.3019950474852,27.512410828156565,46.346527060984386,434.7072221789343,44.063595105420525,17.70002501543297,20.48712164632119,6.325045797268176
2015-03-16,67.60160116318963,35.48524996044651,26.98629822252252,45.95692403139997,432.9537277000314,42.885761536970115,17.70002501543297,19.736150461452773,6.159677439140634
2015-03-17,66.95454846290393,35.531731388164154,27.0097156975507,45.82976193146615,455.11152156980495,42.82266331008886,18.07931126576369,19.42496821206539,6.012726883932507
2015-03-18,68.80327046372041,37.12538033848363,28.086919548848915,47.95634513461462,465.47307985423106,43.62190751725159,18.269460105929483,19.6163472092286,6.018898807251249
2015-03-19,67.72484929657737,36.14263015245327,27.699750628382304,46.59814568425769,448.4163608321754,43.8112021978954,17.70002501543297,19.01847922209076,5.871948252043119
2015-03-20,70.43630823110826,36.73360830486341,28.066624403824456,46.922814875578084,444.1123289294143,44.23185704377056,17.826453765543228,19.13789971632058,5.92093177044583
2015-03-23,71.7672927972104,37.132020542443264,28.161855468939226,46.82541411818196,435.6636737128817,44.40011898212067,17.76374510548852,19.520657710647008,5.975989245130471
2015-03-24,71.8580417448991,36.59416402171044,28.09628653886019,46.17066458235251,444.1123289294143,44.02152962083299,17.826453765543228,19.712036707810203,5.994407048049886
2015-03-25,74.42926192941457,37.50387196418446,28.670795259552563,46.76048027991791,434.0695878229696,44.12669333230183,17.826453765543228,20.429707947172226,6.220906837144017
2015-03-26,77.78697299389945,39.303367237253546,29.376441840402983,48.364887200359405,425.9397497844201,45.89344368497735,17.573596265322735,21.482292431569864,6.514807947560269
2015-03-27,73.9150178925115,37.457390536466804,28.069746733828186,46.73883566716315,412.8682454871437,45.51485432368976,17.194310014992052,20.71677644291704,6.36785739235214
2015-03-30,73.62764622483029,37.377708088950875,28.11033702387713,46.83894200115365,421.47630929266705,44.37908623982684,17.194310014992052,20.14263945142741,6.263816399264796
2015-03-31,71.99416516643231,36.59416402171044,27.788737033489557,46.47910031410687,420.83867493670226,44.2949552706518,17.384458855157806,19.831839960034365,6.171923318741312
2015-04-01,75.76024649551674,37.17357704393647,28.74956794108817,47.53766998753708,407.38935273508366,45.119145755172525,16.815023764661323,20.380266611236873,6.324742584439412
2015-04-02,74.32338815711107,35.77387142844674,27.65214832603683,45.785179319956015,424.2791992208373,43.44963169678443,17.194310014992052,19.665176228062546,6.21474791143214
2015-04-06,78.86083554154996,37.837623428959525,28.926976262262432,48.01116901884001,414.42678877081414,45.54180754210623,16.688595014551076,20.237248534602,6.373629105775977
2015-04-07,81.64380327067265,38.475628779275745,29.215853528599265,48.54181448495544,419.1184127946348,45.68973916753302,16.878743854716895,20.64227572763192,6.446958887780818
2015-04-08,76.25936570780503,36.16448694904852,27.305181609403956,46.20969569284827,409.57877727953314,44.71761705758544,16.688595014551076,19.784167267822742,6.135258427738879
2015-04-09,76.81898421855252,36.828533334071565,27.619178638030977,46.9906969686181,395.3475177406106,44.6542177895454,16.625886354496426,20.094230457967136,6.208588209743729
2015-04-10,78.10459431081014,37.67486696204209,28.374341491878916,48.06015167725069,392.688930793779,44.6542177895454,16.56216626444087,20.45158495878544,6.239191172100415
2015-04-13,78.51296457540963,37.7139285141022,28.33195189301428,48.52820819095246,392.688930793779,45.87993697165313,16.435737514330626,20.68994841984353,6.318582882751002
2015-04-14,80.60019037225167,38.039441447937065,28.824927227958668,49.02891981026135,395.660292675532,46.13353404381341,16.56216626444087,21.023657265324896,6.410293996778399
2015-04-15,85.28888600283861,39.26988033783266,30.394912371093664,51.399136225576726,408.1712900723872,47.40151940461452,16.941452514771566,21.643402264076,6.563015489433825
2015-04-16,85.77288039051213,41.652635013503584,30.385492460234843,51.921617915290355,419.743962664477,48.373641514562024,17.51088760526806,22.19182891527847,6.679169864129501
2015-04-17,84.30577240287681,41.30759130363869,30.299143277362457,51.224975662338906,411.924589291443,48.8385694801891,17.51088760526806,21.929438417345708,6.64856690177281
2015-04-20,85.27376117822385,41.30759130363869,30.32426303965256,51.0807489459075,396.59861748029635,48.52157313998879,17.447167515212488,21.548056879652727,6.5752371197679675
2015-04-21,83.57978082136658,40.41568586493126,29.642889487531985,50.43036809256611,402.6977287112626,48.16231062109518,17.952882515653442,21.00001160998794,6.3980723664442545
2015-04-22,82.91539464631592,40.83885267891653,30.214364079633118,50.90930964147025,407.5457402025443,48.26797606782861,17.952882515653442,20.95233891777632,6.391912664755851
2015-04-23,85.24812832760477,42.21902751837615,31.33062351640211,52.35429806458446,395.81668014299316,49.51482833928301,17.826453765543228,21.691074956287597,6.624123641104531
2015-04-24,84.37704423142736,42.49896864147409,31.523731689007718,52.47403345181049,395.81668014299316,49.641626875363144,17.384458855157806,21.738747648499213,6.630283342792939
2015-04-27,84.14081803585383,42.20600700102271,31.541001525582217,52.28626659456967,389.4047939771042,49.43029598189625,17.25803010504761,21.548056879652727,6.611902010770393
2015-04-28,84.2441669964172,42.08231208616552,31.42796259527648,52.155646172141225,393.627255598543,49.57822760732309,17.447167515212488,21.548056879652727,6.58745875010211
2015-04-29,86.48831585436592,42.86354312736912,31.680730203321264,53.01284269432767,407.5457402025443,50.19108719837694,17.826453765543228,21.166675341959778,6.624123641104531
2015-04-30,88.03855026281735,43.47550744297858,32.17998547883815,53.78023767609458,430.2219229843433,50.65601516400404,18.33216876598415,21.166675341959778,6.6363452714386755
2015-05-01,87.32987167609676,42.837393990516745,32.18313251179291,53.82640097023705,426.22985660404635,50.698281342697356,18.39678004611042,20.69314792938796,6.514912577964545
2015-05-04,87.00506065718307,42.830948400087834,32.00375163337194,53.731358894061195,433.1392022622527,51.05754386159106,18.268583061732915,19.93550406927308,6.387359676739312
2015-05-05,89.17538882901505,43.52062657598091,32.46793899419818,54.70350355894589,426.84402066255313,52.28326304369878,18.268583061732915,20.219620516816146,6.466339500574892
2015-05-06,89.95788810185248,43.68176633670357,32.046236578261116,54.74695136519772,426.22985660404635,52.49459393716561,18.460365750361657,19.580547920809263,6.308476999058516
2015-05-07,87.01982479440639,42.24439967105732,31.317698449235532,53.2697259526355,419.7811339897197,51.2266085763645,18.33216876598415,18.775551319437184,6.059491404359162
2015-05-08,87.68421096945701,42.147715814623645,31.341301196396188,53.052486921376335,442.19812212523516,50.360151913150446,19.485941625381763,18.799038279100717,6.047348135011739
2015-05-11,87.47751304833022,41.838327474036134,31.256331306617835,52.82710142644498,430.2219229843433,49.87409085817669,19.357744641004253,18.91760954320871,6.029181804068019
2015-05-12,89.6921336318322,43.09521760767304,32.08872152315029,54.27988744799051,444.8083193738907,49.87409085817669,19.55055290550802,19.69874036298717,6.211330844279213
2015-05-13,89.3230302012486,43.06298965552852,32.107603720878835,54.448247697216374,450.64287792971015,51.94513361415179,19.870532578514286,19.461976656701253,6.168780828485883
2015-05-14,88.40765369340099,42.92118666609253,32.375101522032914,54.46182513667006,461.85137199746765,51.92400052480508,19.55055290550802,18.72819857817999,6.0777548814576665
2015-05-15,88.12713508615747,43.06298965552852,32.36408690669128,54.44010123354417,463.0797001144825,51.6492703632982,19.67874988988553,18.633493095665624,6.035204865664329
2015-05-18,87.74326751835041,42.71492777236752,32.11704481974308,53.951313413211075,462.15845402672124,51.459072559178054,19.9987295628918,18.159965683093816,5.804482748063481
2015-05-19,84.53944974088422,41.26466992586345,31.391653723672235,52.38719238814517,452.6389111198588,50.148821019683595,19.9987295628918,17.544380046750472,5.482734683434421
2015-05-20,85.98269952952836,41.91567455918308,32.11704481974308,52.843394353789385,447.57205763717343,50.106554840990206,19.93514385864055,17.402321822978934,5.683050054589352
2015-05-21,88.51932037017556,42.888958713948035,32.766907124899795,53.92687402219438,452.7924521344854,51.52247182721808,20.06334084301807,17.04698685258505,5.725600070382692
2015-05-22,87.06149230083811,42.13482463376588,32.31845492884733,53.01990106668746,443.2729092276226,50.677148253350694,19.742335594136783,16.620812181270423,5.585903899810049
2015-05-25,,42.23150849019949,,,,51.2266085763645,,,
2015-05-26,84.59776286365765,41.071302212996194,31.4435797674257,51.59970089983075,433.2927432768797,49.472562160589604,19.742335594136783,15.37335156559125,5.585903899810049
2015-05-27,83.83969226760217,40.001334201797604,30.59702790259684,50.41574817946831,432.21795617449186,48.71177094410901,19.29415893675301,14.939979277605532,5.0394567791764535
2015-05-28,84.08752303938948,40.33650490410078,31.23587559241193,50.79048550839039,415.4819855801689,48.2468429784819,18.460365750361657,15.129390242634251,5.221605819387647
2015-05-29,87.9070325810539,42.257290851915165,32.82040668513061,53.09593472762814,405.65536064405256,50.12768793033691,18.844956703494187,17.04698685258505,5.768052940021248
2015-06-01,87.76124977412019,41.45226837726414,32.49422336373381,52.46140875996457,403.21990632123635,49.81095864686803,19.03479707970243,17.138513315938916,5.768052940021248
2015-06-02,89.30654752761794,41.84200148007134,32.853820586346856,52.981556656203814,410.6784851848607,50.338840785982796,18.844956703494187,17.2300397792928,5.856562603889706
2015-06-03,86.94486605529112,40.76224911327765,32.543548646481625,51.51915131442119,400.93666789359634,49.451998792270004,18.780999785306406,15.674089902276995,5.626361909281976
2015-06-04,84.55402802157754,39.631384208410886,31.51408226139027,50.21469664270071,399.7189407321882,47.88946766049032,18.210463467504116,14.278128283203767,5.207145379668067
2015-06-05,86.20137373992905,40.44918481758004,32.30010450904888,50.914581508321056,394.2391685058523,47.86835237492575,17.702868878712035,13.912022429788287,5.2189529655630045
2015-06-08,84.75812395128472,40.05306264751374,31.94209842458901,50.51153497092101,411.74399645109276,48.29065808621753,18.08356482030609,14.026613561907329,5.030031591243985
2015-06-09,87.67378008995975,41.45226837726414,33.049530579184974,52.229929329700994,433.2064376709093,49.620921076786686,19.09875399789024,15.49103697556925,5.372451582197216
2015-06-10,89.5543782994053,41.97617189251319,34.15218931932143,52.99244980586328,440.05615295382944,50.25437964372445,19.161695726900465,15.902906060661667,5.555516393912348
2015-06-11,88.59221177364252,41.5992169242243,34.02012485260958,52.314351239561866,430.0099038722134,50.25437964372445,19.03479707970243,16.040195755692473,5.461055706752833
2015-06-12,87.41137103747907,40.806972584091575,33.74963136657322,51.44834584163468,418.5937117340128,49.43088350670542,18.844956703494187,16.040195755692473,5.354787433698378
2015-06-15,86.76992668697062,40.001950109440656,33.39958097287904,50.93364452022512,439.7517211634774,48.64961794081556,19.03479707970243,14.781523831650047,5.154058473484417
2015-06-16,87.42594931817239,40.698358440686356,33.80373006378046,51.33124448279552,440.51280063935735,48.797424939767716,19.03479707970243,14.735760599973126,5.089069520718682
2015-06-17,87.3530579147056,40.806972584091575,33.421856907023255,52.00934304909692,434.5763807274936,49.451998792270004,19.09875399789024,14.621535573707483,4.988752270955279
2015-06-18,88.12570679145459,41.05614620719787,33.57460616972614,52.156400569499624,422.7035409037654,49.6631516479159,18.90789843250442,14.758825268738299,4.976944685060334
2015-06-19,86.90113121321093,40.26390186706515,32.75517002085127,50.84105274811974,428.639960815629,48.22731222952379,18.97185535069221,14.232365051526823,4.752600553056497
2015-06-22,87.00317917806458,40.46835201935753,32.295331094589436,50.90913493349135,416.0060415160206,48.16396637282999,18.90789843250442,14.392719415322816,4.6817550376868615
2015-06-23,87.91096326024704,41.17753848512139,33.04157488841918,52.047469072905045,414.94053024978854,49.2619612221887,19.03479707970243,14.918813526680852,4.811638482531187
2015-06-24,86.84467719546123,40.56418802824447,32.70584473810342,51.09159519028736,419.96365479059676,49.07192365210739,19.415493021296477,15.330682611773273,5.018224005349045
2015-06-25,86.02334874015337,40.378905077729584,32.40830190346342,50.71578152703587,433.81530125161316,48.16396637282999,19.92308761008854,15.513735538481022,5.24256813735288
2015-06-26,85.92248384213298,40.417239481284405,32.59446506738258,50.72939796411022,422.09467732306075,48.48069565629885,19.479449939484265,15.674089902276995,5.402017777278133
2015-06-29,84.04927859318495,39.618606073892565,32.304877923508364,50.015896661415596,426.96558596869346,47.678314804844454,19.73324723388032,15.49103697556925,5.354787433698378
2015-06-30,85.6919355038009,40.62807870083582,33.24842284832934,51.37754036884817,431.0754151384456,48.45958037073428,19.79618896289053,16.24594724531197,5.5849881283061045
2015-07-01,82.07520844621662,39.27887683565375,32.557302123561705,50.00196306705245,422.12627738574736,48.144088311028945,19.03479707970243,15.415073290627952,5.228183288368727
2015-07-02,82.03198063277937,39.316882521996895,33.0034481313342,50.01827426035434,428.04180912058143,48.31235074287182,18.844956703494187,15.589994123193023,5.245130838551172
2015-07-03,,38.208383336988106,,,,46.69282483638458,,,
2015-07-06,75.69190132864746,35.814025097369175,31.209130005529005,46.456997056100676,418.0309092616309,45.11536453785806,17.76581060772227,14.584199335943955,4.741054506386653
2015-07-07,75.40371590573235,36.01038781014212,31.626073729156413,46.52224182930834,411.9636972259031,43.57996984729232,17.57597023151404,14.409278503378905,4.780659209219433
2015-07-08,74.42388546782102,36.13707343128603,32.43075889226618,46.628264585770864,407.26160789821427,44.10578994680106,18.08356482030609,14.540469127802684,4.871287819820744
2015-07-09,76.05213310729131,37.12522127620814,33.17866183620491,47.193719286904305,413.4805002348355,45.15743014581878,18.65410113810839,15.415073290627952,5.23380226222601
2015-07-10,75.99449602270829,37.20123264889445,32.714669988121464,47.29974204336679,420.15443347413554,45.15743014581878,18.97185535069221,15.196422249921653,5.273497593669386
2015-07-13,75.21639538083753,36.64381591586147,31.46708351547749,46.723413213365376,434.4123817580955,45.15743014581878,19.225652645088264,14.890310792932803,5.1771593806001865
2015-07-14,76.42677415708084,37.06187846563616,31.322694443871104,46.90283633968661,430.7720545366586,44.52644602640816,19.35255129228628,15.021501417356587,5.188487956925356
2015-07-15,74.0780629603229,36.13707343128603,30.15784777630497,45.38045829817358,442.6031180063278,44.042691534860055,19.35255129228628,15.043191600594668,5.12622610144225
2015-07-16,73.35759940303525,36.42845035991687,30.77109574335235,45.296183799446986,432.89557874916306,43.72719947515473,19.161695726900465,15.240152458062907,5.228183288368727
2015-07-17,73.32878086074368,36.16874483657194,31.288625112368504,45.23909462289025,435.3224635634549,43.05414974778345,18.90789843250442,15.240152458062907,5.245130838551172
2015-07-20,72.26249479595792,35.88370218899824,31.316205047394416,45.08413828652193,428.1934894214747,43.01208413982272,18.90789843250442,15.021501417356587,5.211145109575682
2015-07-21,72.5650894900187,36.13073915022882,31.16370423019218,45.627844729919495,437.14262717417256,43.01208413982272,19.288594374098462,14.955731184312134,5.245130838551172
2015-07-22,70.18239779815227,35.55431957402423,30.298992149672973,45.44570307138131,439.41783168757024,43.28551059156735,19.60634858668231,15.086921808735918,5.199816533250521
2015-07-23,69.12659429397185,35.009571403105646,30.04752803620122,44.98083406227639,427.13172731522235,42.970018531862046,19.66929031569251,14.97777120921533,5.188487956925356
2015-07-24,68.68429823140981,34.59784313438809,29.65978659671888,44.31751220133144,421.06451527949434,42.107673568667565,19.35255129228628,14.73708014360581,5.114897525117086
2015-07-27,67.61422711230806,33.86940081281092,29.5332433654234,43.37690005425377,423.0363591911061,41.245328605473,19.542391668494503,14.124857229628129,4.9732450067472325
2015-07-28,68.45601639266815,33.76171803483862,29.25419931692569,43.61613088934866,427.8901288196878,41.68701748906049,19.987044528276346,14.168587437769396,4.956297456564781
2015-07-29,69.61169320129794,33.81239228329619,29.565690347806854,43.450300424112434,437.7493483777458,41.70805029304081,20.113943175474354,13.86247598078054,4.8996545749389595
2015-07-30,69.22646759842132,33.76805231589583,29.654919549361356,43.447581891895425,419.85107287234905,41.539787861198,19.35255129228628,13.797055589401216,4.876997422288632
2015-07-31,67.22900150943144,33.07128139960459,29.867447283972993,43.06155031708319,411.9636972259031,41.11913178159091,19.161695726900465,13.403483716129845,4.791987785544595
2015-08-03,64.44681659976693,30.987509080575606,28.224063474612198,41.478823563657805,411.8138377507392,39.59542791354211,19.09878209177459,12.835199976827916,4.532172695230686
2015-08-04,65.26007065028433,31.281615083561675,28.404414313177988,41.939548817223404,421.4048441612365,39.51193729063537,19.598096656265454,13.108905356005923,4.604068429888688
2015-08-05,64.41828136992426,31.03131210229692,28.156642600382025,41.695635447688666,419.3068115089405,39.51193729063537,19.97258257963357,13.17186095982669,4.598497173697481
2015-08-06,63.719168238777776,30.987509080575606,27.774029139125716,42.00459238243266,421.55470363640103,38.78139434020099,20.03549621475942,13.045613091202151,4.64828474886655
2015-08-07,62.59202665999065,30.4180697981983,27.35601971889854,41.83385302375837,419.3068115089405,39.031866208921365,19.785838932513993,12.87728259970277,4.598497173697481
2015-08-10,64.14719668641852,31.544433213889647,28.552740236484414,43.14827507069557,425.90062841615776,40.033753683802736,20.03549621475942,13.21394358270153,4.675875731908736
2015-08-11,61.46488508120346,30.774751546500543,28.547683670917117,42.35691169398283,426.20034736648563,39.198847454734896,19.97258257963357,12.961447845452465,4.626176589377615
2015-08-12,61.77877260947328,31.075115124018232,29.724177926233875,43.00734734607547,439.2381217057555,39.198847454734896,20.53481077925026,13.129778336951846,4.747771466566734
2015-08-13,60.25213781288814,30.799781844627034,28.891530129491066,42.51410030990521,417.6583572821365,39.72066384790228,19.97258257963357,12.919365222577623,4.697983891397667
2015-08-14,60.637363415764874,30.68088792852627,28.43306818472579,42.221404266463544,419.7563899344324,39.616300569268816,19.84775393851088,13.256026205576386,4.686929811653202
2015-08-17,59.73850367571934,30.49941826710931,27.881902537894028,42.137389661401585,408.81664824745883,39.699791192175596,19.661010291391268,13.21394358270153,4.631659412930876
2015-08-18,60.80857479482099,30.543221288830676,27.75717392056817,42.24037530631626,405.220020843522,39.32408338909507,19.661010291391268,13.424356697075776,4.686929811653202
2015-08-19,58.211868879134215,29.51072149111357,26.28065677492703,41.1400549948595,407.0183345454905,38.656158405840806,19.598096656265454,13.17186095982669,4.604068429888688
2015-08-20,58.69696778646031,29.172812466406178,25.866018398411388,40.53298171957305,412.8628540768876,38.4683045043005,19.84775393851088,13.319318470380155,4.642713492675338
2015-08-21,57.46109261767477,28.44693382073842,26.039627149554132,39.6332124008449,401.02395553892956,36.96547329197847,19.223610732897306,12.835199976827916,4.581960270399758
2015-08-24,54.321685579725084,26.71358567548002,24.794026498151442,37.749659158326615,397.12760918466466,35.775731915556754,18.84912480952917,12.372291125204624,4.394040914743853
2015-08-25,55.84166998271432,27.03897955112419,24.247917416886896,37.81199257498551,402.37269081540563,35.921840505643615,18.84912480952917,12.288125879454928,4.355307419319247
2015-08-26,54.833082201291546,26.9951765294029,22.837135623620217,37.424441332280324,403.5715666167181,35.46264207965631,18.787209803532324,11.72017880113602,4.250337878065808
2015-08-27,60.45844503852254,29.761024472378313,24.554682394634252,40.54382231377462,395.32929548269675,37.2159451606988,18.84912480952917,12.64599650438262,4.493527632444038
2015-08-28,64.2370978534302,31.31916053075139,25.650271600874806,42.72278174828498,406.8684750703264,39.86677243798917,18.84912480952917,13.992640436377688,4.791987785544595
2015-08-31,69.89087161408149,33.88476608871501,27.64930052179987,45.357046139260156,402.9721287160616,40.55557007697011,18.787209803532324,14.939331120570198,5.123610177878551
2015-09-01,64.50700162592359,30.538807189611127,25.7403534175331,42.06964678058936,394.36098942078917,39.79153947979705,18.664018216403257,13.914696883321088,4.806798461122735
2015-09-02,65.7002604095787,31.118033960358385,26.286293845420037,42.904160973017554,386.4796076929121,38.94491098022688,18.540826629274164,14.488492056180595,4.87785168201169
2015-09-03,66.4105334950876,31.22894972496958,26.505776652577293,43.16011420775593,397.7178742308108,40.906611162157795,18.601929656490192,14.713747646897437,5.101761093964353
2015-09-04,65.41615117537502,30.569617124225363,26.157186311798117,42.55222527525235,387.5012682872669,40.059982662587586,18.355546482232032,14.406521317200665,4.937892964607897
2015-09-07,,29.3495437135024,,,,38.84166360223057,,,
2015-09-08,65.25989109656308,30.514159241919756,25.86023898446773,42.49356932562473,395.52860152862286,39.72959105299923,18.664018216403257,14.447506686690636,4.9324743917971725
2015-09-09,62.717113450441026,29.31873377888816,25.078216209386483,41.0218382258792,386.9174622333502,39.027508882623984,18.41763504214511,14.344879321487753,4.87785168201169
2015-09-10,65.23148017314271,30.125954065780633,25.703465550783992,41.98432903567656,391.58791066468444,39.027508882623984,18.601929656490192,14.836703755367333,5.025289300264674
