Date,CL-CO,XB-HO,XB-CL,HO-CL,NG-CL,CAP-BAP,BAP-DAE,CAP-DAE
2015-05-21,-6.690000000000005,-2.1461999999999932,20.412,22.558199999999992,-45.07340000000001,-13.728540000000002,-5.709479999999996,-19.438019999999998
2015-05-22,-6.720000000000006,-1.9614000000000118,20.42459999999999,22.386000000000003,-44.3842,-13.413540000000001,-5.74896,-19.1625
2015-05-26,-6.609999999999999,-1.768199999999993,20.073000000000008,21.8412,-43.2788,-12.494999999999997,-6.667500000000004,-19.1625
2015-05-27,-6.1100000000000065,-1.776600000000002,19.1244,20.901000000000003,-42.4784,-12.783539999999997,-5.145000000000003,-17.928539999999998
2015-05-28,-6.3500000000000085,-1.2558000000000078,19.641999999999996,20.897800000000004,-42.8824,-12.862499999999997,-5.971560000000004,-18.83406
2015-05-29,-6.719999999999992,-1.4867999999999881,20.148400000000002,21.63519999999999,-45.2696,-14.4375,-6.36552,-20.80302
2015-06-01,-6.460000000000001,-2.0202000000000027,19.565199999999997,21.5854,-44.75,-14.385,-5.7880199999999995,-20.17302
2015-06-02,-6.390000000000001,-2.1966000000000037,19.524599999999992,21.721199999999996,-45.491800000000005,-14.0175,-6.116039999999998,-20.133539999999996
2015-06-03,-6.109999999999999,-1.3691999999999922,19.463000000000008,20.8322,-44.709,-12.705,-6.536459999999998,-19.241459999999996
2015-06-04,-5.669999999999995,-1.129800000000003,18.890399999999993,20.020199999999996,-43.6064,-12.2325,-6.195,-18.427500000000002
2015-06-05,-5.560000000000002,-0.9155999999999977,18.929999999999993,19.84559999999999,-45.125600000000006,-12.862499999999999,-6.851459999999999,-19.71396
2015-06-08,-5.6299999999999955,-0.9449999999999932,19.173600000000008,20.1186,-43.8738,-13.0725,-6.273959999999999,-19.34646
2015-06-09,-5.990000000000002,-1.2852000000000032,19.66219999999999,20.947399999999995,-44.9672,-14.188020000000002,-6.2084399999999995,-20.39646
2015-06-10,-6.159999999999997,-1.033200000000008,20.067399999999992,21.1006,-45.754400000000004,-14.385000000000002,-6.58896,-20.97396
2015-06-11,-6.020000000000003,-0.7770000000000152,19.96399999999999,20.741000000000007,-45.4288,-14.043539999999998,-6.142500000000002,-20.18604
2015-06-12,-5.859999999999992,-0.705600000000004,19.8054,20.511000000000003,-44.6134,-13.702499999999999,-5.591460000000005,-19.293960000000006
2015-06-15,-5.699999999999996,-0.40739999999999554,19.6346,20.041999999999994,-44.1428,-12.757500000000002,-5.4864599999999975,-18.24396
2015-06-16,-5.8600000000000065,-0.3318000000000154,19.55639999999999,19.888200000000005,-44.56439999999999,-12.836039999999999,-5.381460000000001,-18.2175
2015-06-17,-6.0,-1.024799999999999,19.358199999999997,20.382999999999996,-44.738200000000006,-12.941040000000001,-5.355,-18.29604
