Lookback Period (days),0.0,0.02,0.04,0.08,0.16,0.32,0.64
30,-1.28775,-1.23444,-1.04658,-0.85573,-0.44897,-0.24068,-0.59845
60,-0.27022,-0.28765,-0.34688,-0.22661,-0.29146,-0.07607,0.12193
90,-0.21061,-0.18922,-0.22152,-0.20525,-0.10635,0.08567,0.28259
120,-0.05516,-0.03921,-0.05864,-0.08594,-0.08823,0.08164,0.43753
150,0.05397,0.07093,0.11232,0.09001,0.11464,0.25626,0.34366
200,0.06977,0.08489,0.15695,0.17524,0.22447,0.35703,0.52947
250,0.01638,0.03708,0.10658,0.05693,0.0619,0.24804,0.46759
