Lookback Period (days),0.0,0.02,0.04,0.08,0.16,0.32,0.64
30,-1.11968,-1.0858,-1.07563,-0.95422,-0.49466,-0.2892,-0.68784
60,-0.24874,-0.22987,-0.24624,-0.15269,-0.18954,-0.141,0.10092
90,-0.31695,-0.28296,-0.29265,-0.28946,-0.14833,0.04953,0.1995
120,-0.16671,-0.13699,-0.06266,-0.12317,-0.02883,0.11231,0.37129
150,0.08844,0.11986,0.1347,0.11304,0.07848,0.33342,0.39922
200,0.32405,0.27917,0.27775,0.23122,0.18947,0.37964,0.40839
250,0.16744,0.20186,0.17505,0.12957,0.08709,0.26285,0.36107
