Lookback Period (days),0.0,0.02,0.04,0.08,0.16,0.32,0.64
30,-1.27703,-1.22557,-1.03925,-0.8508,-0.4473,-0.24036,-0.59824
60,-0.25966,-0.27737,-0.3371,-0.21759,-0.2865,-0.07428,0.12215
90,-0.20012,-0.17941,-0.2123,-0.19687,-0.09927,0.08811,0.28282
120,-0.04475,-0.02932,-0.04897,-0.07693,-0.08116,0.08534,0.43815
150,0.06405,0.08093,0.12211,0.09871,0.12133,0.25989,0.34451
200,0.07952,0.09463,0.16641,0.18396,0.23174,0.36079,0.53033
250,0.02563,0.04617,0.11527,0.06501,0.0685,0.25182,0.46851
