Date,Strategy,F1_raw,F1_continuous,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cumulative_PnL,Equity,MA33,MAA48,Crossover,Position,F1_cont_daily_change,Daily PnL,MTM,Cum_PnL
5/29/2015,"MA_Crossover(33,48)",6010.25,6119,1,1,-85.25,-85.25,6119,10627,10627,6186.969697,6151.588542,1,1,-85.25,-85.25,6119,10627
6/1/2015,"MA_Crossover(33,48)",6021.5,6130.25,1,1,11.25,11.25,6130.25,10638.25,10638.25,6187.583333,6154.614583,1,1,11.25,11.25,6130.25,10638.25
6/2/2015,"MA_Crossover(33,48)",6035.5,6144.25,1,1,14,14,6144.25,10652.25,10652.25,6190.037879,6153.885417,1,1,14,14,6144.25,10652.25
6/3/2015,"MA_Crossover(33,48)",6006.5,6115.25,1,1,-29,-29,6115.25,10623.25,10623.25,6191.363636,6150.947917,1,1,-29,-29,6115.25,10623.25
6/4/2015,"MA_Crossover(33,48)",5910.75,6019.5,1,1,-95.75,-95.75,6019.5,10527.5,10527.5,6186.55303,6145.505208,1,1,-95.75,-95.75,6019.5,10527.5
6/5/2015,"MA_Crossover(33,48)",5931,6039.75,1,1,20.25,20.25,6039.75,10547.75,10547.75,6182.310606,6140.973958,1,1,20.25,20.25,6039.75,10547.75
6/8/2015,"MA_Crossover(33,48)",5941.75,6050.5,1,1,10.75,10.75,6050.5,10558.5,10558.5,6180.931818,6135.6875,1,1,10.75,10.75,6050.5,10558.5
6/9/2015,"MA_Crossover(33,48)",5960.25,6069,1,1,18.5,18.5,6069,10577,10577,6181.484848,6133.286458,1,1,18.5,18.5,6069,10577
6/10/2015,"MA_Crossover(33,48)",6026.5,6135.25,1,1,66.25,66.25,6135.25,10643.25,10643.25,6185.318182,6131.651042,1,1,66.25,66.25,6135.25,10643.25
6/11/2015,"MA_Crossover(33,48)",5865,5973.75,1,1,-161.5,-161.5,5973.75,10481.75,10481.75,6183.166667,6127.494792,1,1,-161.5,-161.5,5973.75,10481.75
6/12/2015,"MA_Crossover(33,48)",5893,6001.75,1,1,28,28,6001.75,10509.75,10509.75,6179.166667,6123.859375,1,1,28,28,6001.75,10509.75
6/15/2015,"MA_Crossover(33,48)",5784,5892.75,1,1,-109,-109,5892.75,10400.75,10400.75,6170.636364,6119.307292,1,1,-109,-109,5892.75,10400.75
6/16/2015,"MA_Crossover(33,48)",5737.5,5838.25,1,1,-54.5,-54.5,5838.25,10346.25,10346.25,6158.954545,6112.088542,1,1,-54.5,-54.5,5838.25,10346.25
6/17/2015,"MA_Crossover(33,48)",5738,5836.75,1,1,-1.5,-1.5,5836.75,10344.75,10344.75,6146.393939,6106.057292,1,1,-1.5,-1.5,5836.75,10344.75
6/18/2015,"MA_Crossover(33,48)",5746.75,5846.75,1,1,10,10,5846.75,10354.75,10354.75,6128.098485,6100.5,1,1,10,10,5846.75,10354.75
6/19/2015,"MA_Crossover(33,48)",5651.5,5746.25,1,1,-100.5,-100.5,5746.25,10254.25,10254.25,6105.189394,6092.072917,1,1,-100.5,-100.5,5746.25,10254.25
6/22/2015,"MA_Crossover(33,48)",5645.75,5740.5,-1,1,-5.75,-5.75,5740.5,10248.5,10248.5,6079.916667,6084.666667,-1,1,-5.75,-5.75,5740.5,10248.5
6/23/2015,"MA_Crossover(33,48)",5771.25,5866,-1,-1,125.5,-125.5,-5866,10123,10123,6061.159091,6080.848958,-1,-1,125.5,-125.5,5866,10123
6/24/2015,"MA_Crossover(33,48)",5729.75,5824.5,-1,-1,-41.5,41.5,-5824.5,10164.5,10164.5,6040.80303,6075.994792,-1,-1,-41.5,41.5,5824.5,10164.5
6/25/2015,"MA_Crossover(33,48)",5759.5,5854.25,-1,-1,29.75,-29.75,-5854.25,10134.75,10134.75,6021.742424,6069.536458,-1,-1,29.75,-29.75,5854.25,10134.75
6/26/2015,"MA_Crossover(33,48)",5747.5,5842.25,-1,-1,-12,12,-5842.25,10146.75,10146.75,6002.984848,6062.796875,-1,-1,-12,12,5842.25,10146.75
6/29/2015,"MA_Crossover(33,48)",5785,5879.75,-1,-1,37.5,-37.5,-5879.75,10109.25,10109.25,5982.954545,6058.583333,-1,-1,37.5,-37.5,5879.75,10109.25
6/30/2015,"MA_Crossover(33,48)",5757.25,5852,-1,-1,-27.75,27.75,-5852,10137,10137,5963.159091,6054.734375,-1,-1,-27.75,27.75,5852,10137
7/1/2015,"MA_Crossover(33,48)",5767.25,5862,-1,-1,10,-10,-5862,10127,10127,5943.80303,6051.96875,-1,-1,10,-10,5862,10127
7/2/2015,"MA_Crossover(33,48)",5781,5875.75,-1,-1,13.75,-13.75,-5875.75,10113.25,10113.25,5924.590909,6048.739583,-1,-1,13.75,-13.75,5875.75,10113.25
7/3/2015,"MA_Crossover(33,48)",5747.5,5842.25,-1,-1,-33.5,33.5,-5842.25,10146.75,10146.75,5905.757576,6042.958333,-1,-1,-33.5,33.5,5842.25,10146.75
7/6/2015,"MA_Crossover(33,48)",5579.5,5674.25,-1,-1,-168,168,-5674.25,10314.75,10314.75,5886.439394,6032.833333,-1,-1,-168,168,5674.25,10314.75
7/7/2015,"MA_Crossover(33,48)",5332,5426.75,-1,-1,-247.5,247.5,-5426.75,10562.25,10562.25,5859.515152,6016.354167,-1,-1,-247.5,247.5,5426.75,10562.25
7/8/2015,"MA_Crossover(33,48)",5513.5,5608.25,-1,-1,181.5,-181.5,-5608.25,10380.75,10380.75,5837.060606,6003.041667,-1,-1,181.5,-181.5,5608.25,10380.75
7/9/2015,"MA_Crossover(33,48)",5617.5,5712.25,-1,-1,104,-104,-5712.25,10276.75,10276.75,5820.575758,5987.770833,-1,-1,104,-104,5712.25,10276.75
7/10/2015,"MA_Crossover(33,48)",5578.25,5673,-1,-1,-39.25,39.25,-5673,10316,10316,5804.55303,5970.494792,-1,-1,-39.25,39.25,5673,10316
7/13/2015,"MA_Crossover(33,48)",5573.5,5668.25,-1,-1,-4.75,4.75,-5668.25,10320.75,10320.75,5789.128788,5951.614583,-1,-1,-4.75,4.75,5668.25,10320.75
7/14/2015,"MA_Crossover(33,48)",5556,5646.5,-1,-1,-21.75,21.75,-5646.5,10342.5,10342.5,5772.780303,5934.234375,-1,-1,-21.75,21.75,5646.5,10342.5
7/15/2015,"MA_Crossover(33,48)",5521.5,5612,-1,-1,-34.5,34.5,-5612,10377,10377,5757.969697,5915.901042,-1,-1,-34.5,34.5,5612,10377
7/16/2015,"MA_Crossover(33,48)",5549.75,5640.25,-1,-1,28.25,-28.25,-5640.25,10348.75,10348.75,5743.674242,5898.427083,-1,-1,28.25,-28.25,5640.25,10348.75
7/17/2015,"MA_Crossover(33,48)",5470,5554,-1,-1,-86.25,86.25,-5554,10435,10435,5726.537879,5879.75,-1,-1,-86.25,86.25,5554,10435
7/20/2015,"MA_Crossover(33,48)",5468.75,5552.75,-1,-1,-1.25,1.25,-5552.75,10436.25,10436.25,5710.242424,5859.390625,-1,-1,-1.25,1.25,5552.75,10436.25
7/21/2015,"MA_Crossover(33,48)",5442.5,5526.5,-1,-1,-26.25,26.25,-5526.5,10462.5,10462.5,5696.05303,5839.223958,-1,-1,-26.25,26.25,5526.5,10462.5
7/22/2015,"MA_Crossover(33,48)",5350,5434,-1,-1,-92.5,92.5,-5434,10555,10555,5678.44697,5817.223958,-1,-1,-92.5,92.5,5434,10555
7/23/2015,"MA_Crossover(33,48)",5261.5,5345.5,-1,-1,-88.5,88.5,-5345.5,10643.5,10643.5,5657.833333,5793.192708,-1,-1,-88.5,88.5,5345.5,10643.5
7/24/2015,"MA_Crossover(33,48)",5253,5337,-1,-1,-8.5,8.5,-5337,10652,10652,5636.401515,5769.942708,-1,-1,-8.5,8.5,5337,10652
7/27/2015,"MA_Crossover(33,48)",5177,5261,-1,-1,-76,76,-5261,10728,10728,5610.659091,5748.276042,-1,-1,-76,76,5261,10728
7/28/2015,"MA_Crossover(33,48)",5289,5373,-1,-1,112,-112,-5373,10616,10616,5593.204545,5728.869792,-1,-1,112,-112,5373,10616
7/29/2015,"MA_Crossover(33,48)",5319,5403,-1,-1,30,-30,-5403,10586,10586,5575.810606,5709.380208,-1,-1,30,-30,5403,10586
7/30/2015,"MA_Crossover(33,48)",5253.5,5337.5,-1,-1,-65.5,65.5,-5337.5,10651.5,10651.5,5559.734848,5690.463542,-1,-1,-65.5,65.5,5337.5,10651.5
7/31/2015,"MA_Crossover(33,48)",5221,5305,-1,-1,-32.5,32.5,-5305,10684,10684,5544.083333,5672.005208,-1,-1,-32.5,32.5,5305,10684
8/3/2015,"MA_Crossover(33,48)",5211,5295,-1,-1,-10,10,-5295,10694,10694,5528.113636,5653.848958,-1,-1,-10,10,5295,10694
8/4/2015,"MA_Crossover(33,48)",5230.25,5314.25,-1,-1,19.25,-19.25,-5314.25,10674.75,10674.75,5512.462121,5635.822917,-1,-1,19.25,-19.25,5314.25,10674.75
8/5/2015,"MA_Crossover(33,48)",5172,5256,-1,-1,-58.25,58.25,-5256,10733,10733,5497.931818,5618.359375,-1,-1,-58.25,58.25,5256,10733
8/6/2015,"MA_Crossover(33,48)",5178,5262,-1,-1,6,-6,-5262,10727,10727,5483.757576,5600.786458,-1,-1,6,-6,5262,10727
8/7/2015,"MA_Crossover(33,48)",5166,5250,-1,-1,-12,12,-5250,10739,10739,5465.416667,5582.671875,-1,-1,-12,12,5250,10739
8/10/2015,"MA_Crossover(33,48)",5298.25,5382.25,-1,-1,132.25,-132.25,-5382.25,10606.75,10606.75,5452.340909,5567.916667,-1,-1,132.25,-132.25,5382.25,10606.75
8/11/2015,"MA_Crossover(33,48)",5111.75,5195.75,-1,-1,-186.5,186.5,-5195.75,10793.25,10793.25,5432.712121,5551.270833,-1,-1,-186.5,186.5,5195.75,10793.25
8/12/2015,"MA_Crossover(33,48)",5177.75,5261.75,-1,-1,66,-66,-5261.75,10727.25,10727.25,5415.44697,5535.578125,-1,-1,66,-66,5261.75,10727.25
8/13/2015,"MA_Crossover(33,48)",5178,5262,-1,-1,0.25,-0.25,-5262,10727,10727,5397.05303,5519.666667,-1,-1,0.25,-0.25,5262,10727
8/14/2015,"MA_Crossover(33,48)",5157.75,5241.75,-1,-1,-20.25,20.25,-5241.75,10747.25,10747.25,5378.886364,5502.947917,-1,-1,-20.25,20.25,5241.75,10747.25
8/17/2015,"MA_Crossover(33,48)",5107.25,5191.25,-1,-1,-50.5,50.5,-5191.25,10797.75,10797.75,5358.886364,5483.796875,-1,-1,-50.5,50.5,5191.25,10797.75
8/18/2015,"MA_Crossover(33,48)",5037,5116.5,-1,-1,-74.75,74.75,-5116.5,10872.5,10872.5,5336.340909,5466.546875,-1,-1,-74.75,74.75,5116.5,10872.5
8/19/2015,"MA_Crossover(33,48)",4998.5,5077.5,-1,-1,-39,39,-5077.5,10911.5,10911.5,5313.643939,5447.911458,-1,-1,-39,39,5077.5,10911.5
8/20/2015,"MA_Crossover(33,48)",5125.5,5203.5,-1,-1,126,-126,-5203.5,10785.5,10785.5,5299.886364,5434.192708,-1,-1,126,-126,5203.5,10785.5
8/21/2015,"MA_Crossover(33,48)",5063.25,5142.75,-1,-1,-60.75,60.75,-5142.75,10846.25,10846.25,5291.742424,5420.145833,-1,-1,-60.75,60.75,5142.75,10846.25
8/24/2015,"MA_Crossover(33,48)",4965.5,5045,-1,-1,-97.75,97.75,-5045,10944,10944,5275.136364,5404.052083,-1,-1,-97.75,97.75,5045,10944
8/25/2015,"MA_Crossover(33,48)",5092,5171.5,-1,-1,126.5,-126.5,-5171.5,10817.5,10817.5,5259.212121,5390.411458,-1,-1,126.5,-126.5,5171.5,10817.5
8/26/2015,"MA_Crossover(33,48)",4961,5040.5,-1,-1,-131,131,-5040.5,10948.5,10948.5,5240.507576,5376.026042,-1,-1,-131,131,5040.5,10948.5
8/27/2015,"MA_Crossover(33,48)",5168,5247.5,-1,-1,207,-207,-5247.5,10741.5,10741.5,5228.219697,5366.072917,-1,-1,207,-207,5247.5,10741.5
8/28/2015,"MA_Crossover(33,48)",5147,5226.5,-1,-1,-21,21,-5226.5,10762.5,10762.5,5215.825758,5353.067708,-1,-1,-21,21,5226.5,10762.5
9/1/2015,"MA_Crossover(33,48)",5084.75,5164.25,-1,-1,-62.25,62.25,-5164.25,10824.75,10824.75,5202.590909,5339.630208,-1,-1,-62.25,62.25,5164.25,10824.75
9/2/2015,"MA_Crossover(33,48)",5139,5218.5,-1,-1,54.25,-54.25,-5218.5,10770.5,10770.5,5190.143939,5326.703125,-1,-1,54.25,-54.25,5218.5,10770.5
9/3/2015,"MA_Crossover(33,48)",5265.5,5345,-1,-1,126.5,-126.5,-5345,10644,10644,5183.94697,5316.661458,-1,-1,126.5,-126.5,5345,10644
9/4/2015,"MA_Crossover(33,48)",5134.25,5213.75,-1,-1,-131.25,131.25,-5213.75,10775.25,10775.25,5173.810606,5303.104167,-1,-1,-131.25,131.25,5213.75,10775.25
9/7/2015,"MA_Crossover(33,48)",5166,5245.5,-1,-1,31.75,-31.75,-5245.5,10743.5,10743.5,5165.431818,5290.786458,-1,-1,31.75,-31.75,5245.5,10743.5
9/8/2015,"MA_Crossover(33,48)",5365.5,5445,-1,-1,199.5,-199.5,-5445,10544,10544,5165.901515,5282.416667,-1,-1,199.5,-199.5,5445,10544
9/9/2015,"MA_Crossover(33,48)",5381.75,5461.25,-1,-1,16.25,-16.25,-5461.25,10527.75,10527.75,5169.545455,5274.098958,-1,-1,16.25,-16.25,5461.25,10527.75
9/10/2015,"MA_Crossover(33,48)",5417,5496.5,-1,-1,35.25,-35.25,-5496.5,10492.5,10492.5,5174.515152,5267.213542,-1,-1,35.25,-35.25,5496.5,10492.5
9/11/2015,"MA_Crossover(33,48)",5390.5,5470,-1,-1,-26.5,26.5,-5470,10519,10519,5180.984848,5263.276042,-1,-1,-26.5,26.5,5470,10519
9/14/2015,"MA_Crossover(33,48)",5330.5,5410,-1,-1,-60,60,-5410,10579,10579,5182.242424,5263.244792,-1,-1,-60,60,5410,10579
9/15/2015,"MA_Crossover(33,48)",5357.25,5442.5,-1,-1,32.5,-32.5,-5442.5,10546.5,10546.5,5183.401515,5259.989583,-1,-1,32.5,-32.5,5442.5,10546.5
9/16/2015,"MA_Crossover(33,48)",5389,5474.5,-1,-1,32,-32,-5474.5,10514.5,10514.5,5187.507576,5255.229167,-1,-1,32,-32,5474.5,10514.5
9/17/2015,"MA_Crossover(33,48)",5405,5489,-1,-1,14.5,-14.5,-5489,10500,10500,5193.083333,5251.619792,-1,-1,14.5,-14.5,5489,10500
9/18/2015,"MA_Crossover(33,48)",5271,5361.5,-1,-1,-127.5,127.5,-5361.5,10627.5,10627.5,5194.901515,5245.317708,-1,-1,-127.5,127.5,5361.5,10627.5
9/21/2015,"MA_Crossover(33,48)",5283,5373.5,-1,-1,12,-12,-5373.5,10615.5,10615.5,5196.5,5239.630208,-1,-1,12,-12,5373.5,10615.5
9/22/2015,"MA_Crossover(33,48)",5093.25,5183.75,-1,-1,-189.75,189.75,-5183.75,10805.25,10805.25,5194.113636,5230.708333,-1,-1,-189.75,189.75,5183.75,10805.25
9/23/2015,"MA_Crossover(33,48)",5072,5162.5,-1,-1,-21.25,21.25,-5162.5,10826.5,10826.5,5190.901515,5220.755208,-1,-1,-21.25,21.25,5162.5,10826.5
9/24/2015,"MA_Crossover(33,48)",5066,5156.5,-1,-1,-6,6,-5156.5,10832.5,10832.5,5187.871212,5212.338542,-1,-1,-6,6,5156.5,10832.5
9/25/2015,"MA_Crossover(33,48)",5040.5,5131,-1,-1,-25.5,25.5,-5131,10858,10858,5180.060606,5203.416667,-1,-1,-25.5,25.5,5131,10858
9/28/2015,"MA_Crossover(33,48)",4982,5072.5,-1,-1,-58.5,58.5,-5072.5,10916.5,10916.5,5176.128788,5193.822917,-1,-1,-58.5,58.5,5072.5,10916.5
9/29/2015,"MA_Crossover(33,48)",4988.25,5078.75,-1,-1,6.25,-6.25,-5078.75,10910.25,10910.25,5170.386364,5186.286458,-1,-1,6.25,-6.25,5078.75,10910.25
9/30/2015,"MA_Crossover(33,48)",5179,5269.5,-1,-1,190.75,-190.75,-5269.5,10719.5,10719.5,5170.416667,5184.567708,-1,-1,190.75,-190.75,5269.5,10719.5
10/1/2015,"MA_Crossover(33,48)",5111.5,5202,-1,-1,-67.5,67.5,-5202,10787,10787,5169.015152,5181.619792,-1,-1,-67.5,67.5,5202,10787
10/2/2015,"MA_Crossover(33,48)",5114.25,5204.75,-1,-1,2.75,-2.75,-5204.75,10784.25,10784.25,5169.227273,5180.3125,-1,-1,2.75,-2.75,5204.75,10784.25
10/5/2015,"MA_Crossover(33,48)",5191.5,5282,-1,-1,77.25,-77.25,-5282,10707,10707,5173.909091,5178.28125,-1,-1,77.25,-77.25,5282,10707
10/6/2015,"MA_Crossover(33,48)",5198,5288.5,1,-1,6.5,-6.5,-5288.5,10700.5,10700.5,5179.954545,5175.760417,1,-1,6.5,-6.5,5288.5,10700.5
10/7/2015,"MA_Crossover(33,48)",5200.5,5291,1,1,2.5,2.5,5291,10703,10703,5182.227273,5174.65625,1,1,2.5,2.5,5291,10703
10/8/2015,"MA_Crossover(33,48)",5150.5,5241,1,1,-50,-50,5241,10653,10653,5184.871212,5173.1875,1,1,-50,-50,5241,10653
10/9/2015,"MA_Crossover(33,48)",5313.25,5403.75,1,1,162.75,162.75,5403.75,10815.75,10815.75,5195.409091,5175.317708,1,1,162.75,162.75,5403.75,10815.75
10/12/2015,"MA_Crossover(33,48)",5331.75,5422.25,1,1,18.5,18.5,5422.25,10834.25,10834.25,5202.674242,5177.432292,1,1,18.5,18.5,5422.25,10834.25
10/13/2015,"MA_Crossover(33,48)",5290.25,5380.75,1,1,-41.5,-41.5,5380.75,10792.75,10792.75,5212.651515,5179.895833,1,1,-41.5,-41.5,5380.75,10792.75
10/14/2015,"MA_Crossover(33,48)",5319.5,5410,1,1,29.25,29.25,5410,10822,10822,5217.242424,5182.84375,1,1,29.25,29.25,5410,10822
10/15/2015,"MA_Crossover(33,48)",5325.5,5416,1,1,6,6,5416,10828,10828,5222.651515,5186.166667,1,1,6,6,5416,10828
10/16/2015,"MA_Crossover(33,48)",5304.25,5394.75,1,1,-21.25,-21.25,5394.75,10806.75,10806.75,5229.30303,5186.291667,1,1,-21.25,-21.25,5394.75,10806.75
10/19/2015,"MA_Crossover(33,48)",5208.5,5299,1,1,-95.75,-95.75,5299,10711,10711,5231.409091,5188.307292,1,1,-95.75,-95.75,5299,10711
10/20/2015,"MA_Crossover(33,48)",5209.25,5291,1,1,-8,-8,5291,10703,10703,5229.704545,5188.963542,1,1,-8,-8,5291,10703
10/21/2015,"MA_Crossover(33,48)",5186.75,5267.25,1,1,-23.75,-23.75,5267.25,10679.25,10679.25,5231.295455,5189.145833,1,1,-23.75,-23.75,5267.25,10679.25
10/22/2015,"MA_Crossover(33,48)",5246.5,5326.5,1,1,59.25,59.25,5326.5,10738.5,10738.5,5233.734848,5190.994792,1,1,59.25,59.25,5326.5,10738.5
10/23/2015,"MA_Crossover(33,48)",5188.25,5273.25,1,1,-53.25,-53.25,5273.25,10685.25,10685.25,5228.363636,5192.682292,1,1,-53.25,-53.25,5273.25,10685.25
10/26/2015,"MA_Crossover(33,48)",5207.5,5292.5,1,1,19.25,19.25,5292.5,10704.5,10704.5,5223.083333,5196.234375,1,1,19.25,19.25,5292.5,10704.5
10/27/2015,"MA_Crossover(33,48)",5236,5321,1,1,28.5,28.5,5321,10733,10733,5217.598485,5201.182292,1,1,28.5,28.5,5321,10733
10/28/2015,"MA_Crossover(33,48)",5218.75,5303.75,1,1,-17.25,-17.25,5303.75,10715.75,10715.75,5212.393939,5203.125,1,1,-17.25,-17.25,5303.75,10715.75
10/29/2015,"MA_Crossover(33,48)",5147,5232,1,1,-71.75,-71.75,5232,10644,10644,5206.833333,5204.869792,1,1,-71.75,-71.75,5232,10644
10/30/2015,"MA_Crossover(33,48)",5131,5216,-1,1,-16,-16,5216,10628,10628,5199.977273,5208.317708,-1,1,-16,-16,5216,10628
11/2/2015,"MA_Crossover(33,48)",5142.75,5227.75,-1,-1,11.75,-11.75,-5227.75,10616.25,10616.25,5192.515152,5209.375,-1,-1,11.75,-11.75,5227.75,10616.25
11/3/2015,"MA_Crossover(33,48)",5144.5,5229.5,-1,-1,1.75,-1.75,-5229.5,10614.5,10614.5,5184.621212,5213.197917,-1,-1,1.75,-1.75,5229.5,10614.5
11/4/2015,"MA_Crossover(33,48)",5149.75,5234.75,-1,-1,5.25,-5.25,-5234.75,10609.25,10609.25,5180.94697,5212.817708,-1,-1,5.25,-5.25,5234.75,10609.25
11/5/2015,"MA_Crossover(33,48)",5024.5,5109.5,-1,-1,-125.25,125.25,-5109.5,10734.5,10734.5,5173.113636,5210.265625,-1,-1,-125.25,125.25,5109.5,10734.5
11/6/2015,"MA_Crossover(33,48)",4997,5082,-1,-1,-27.5,27.5,-5082,10762,10762,5170.19697,5208.4375,-1,-1,-27.5,27.5,5082,10762
11/9/2015,"MA_Crossover(33,48)",4975.25,5060.25,-1,-1,-21.75,21.75,-5060.25,10783.75,10783.75,5167.265152,5205.026042,-1,-1,-21.75,21.75,5060.25,10783.75
11/10/2015,"MA_Crossover(33,48)",4940.5,5025.5,-1,-1,-34.75,34.75,-5025.5,10818.5,10818.5,5163.462121,5198.255208,-1,-1,-34.75,34.75,5025.5,10818.5
11/11/2015,"MA_Crossover(33,48)",4957.5,5042.5,-1,-1,17,-17,-5042.5,10801.5,10801.5,5160.94697,5194.572917,-1,-1,17,-17,5042.5,10801.5
11/12/2015,"MA_Crossover(33,48)",4836.5,4921.5,-1,-1,-121,121,-4921.5,10922.5,10922.5,5156.537879,5187.708333,-1,-1,-121,121,4921.5,10922.5
11/13/2015,"MA_Crossover(33,48)",4828.75,4913.75,-1,-1,-7.75,7.75,-4913.75,10930.25,10930.25,5151.704545,5176.526042,-1,-1,-7.75,7.75,4913.75,10930.25
11/16/2015,"MA_Crossover(33,48)",4694,4779,-1,-1,-134.75,134.75,-4779,11065,11065,5137.007576,5162.197917,-1,-1,-134.75,134.75,4779,11065
11/17/2015,"MA_Crossover(33,48)",4697,4771,-1,-1,-8,8,-4771,11073,11073,5124.44697,5147.197917,-1,-1,-8,8,4771,11073
11/18/2015,"MA_Crossover(33,48)",4626.25,4699.75,-1,-1,-71.25,71.25,-4699.75,11144.25,11144.25,5109.659091,5131.276042,-1,-1,-71.25,71.25,4699.75,11144.25
11/19/2015,"MA_Crossover(33,48)",4646.5,4720,-1,-1,20.25,-20.25,-4720,11124,11124,5093.143939,5117.026042,-1,-1,20.25,-20.25,4720,11124
11/20/2015,"MA_Crossover(33,48)",4597,4678,-1,-1,-42,42,-4678,11166,11166,5074.931818,5101.1875,-1,-1,-42,42,4678,11166
11/23/2015,"MA_Crossover(33,48)",4508.5,4589.5,-1,-1,-88.5,88.5,-4589.5,11254.5,11254.5,5053.962121,5082.84375,-1,-1,-88.5,88.5,4589.5,11254.5
11/24/2015,"MA_Crossover(33,48)",4624.5,4705.5,-1,-1,116,-116,-4705.5,11138.5,11138.5,5038.022727,5066.583333,-1,-1,116,-116,4705.5,11138.5
11/25/2015,"MA_Crossover(33,48)",4563.75,4644.75,-1,-1,-60.75,60.75,-4644.75,11199.25,11199.25,5015.310606,5051.848958,-1,-1,-60.75,60.75,4644.75,11199.25
11/26/2015,"MA_Crossover(33,48)",4654,4735,-1,-1,90.25,-90.25,-4735,11109,11109,4994.772727,5038.744792,-1,-1,90.25,-90.25,4735,11109
11/27/2015,"MA_Crossover(33,48)",4592,4673,-1,-1,-62,62,-4673,11171,11171,4973.613636,5028.302083,-1,-1,-62,62,4673,11171
11/30/2015,"MA_Crossover(33,48)",4602.25,4683.25,-1,-1,10.25,-10.25,-4683.25,11160.75,11160.75,4951.878788,5018.515625,-1,-1,10.25,-10.25,4683.25,11160.75
12/1/2015,"MA_Crossover(33,48)",4645.75,4726.75,-1,-1,43.5,-43.5,-4726.75,11117.25,11117.25,4931.280303,5009.760417,-1,-1,43.5,-43.5,4726.75,11117.25
12/2/2015,"MA_Crossover(33,48)",4571.5,4652.5,-1,-1,-74.25,74.25,-4652.5,11191.5,11191.5,4909.075758,4999.989583,-1,-1,-74.25,74.25,4652.5,11191.5
12/3/2015,"MA_Crossover(33,48)",4562.5,4643.5,-1,-1,-9,9,-4643.5,11200.5,11200.5,4889.5,4991.25,-1,-1,-9,9,4643.5,11200.5
12/4/2015,"MA_Crossover(33,48)",4611.5,4692.5,-1,-1,49,-49,-4692.5,11151.5,11151.5,4871.386364,4983.401042,-1,-1,49,-49,4692.5,11151.5
12/7/2015,"MA_Crossover(33,48)",4556.75,4637.75,-1,-1,-54.75,54.75,-4637.75,11206.25,11206.25,4852.295455,4970.4375,-1,-1,-54.75,54.75,4637.75,11206.25
12/8/2015,"MA_Crossover(33,48)",4591.75,4672.75,-1,-1,35,-35,-4672.75,11171.25,11171.25,4832.454545,4959.609375,-1,-1,35,-35,4672.75,11171.25
12/9/2015,"MA_Crossover(33,48)",4584.5,4665.5,-1,-1,-7.25,7.25,-4665.5,11178.5,11178.5,4814.159091,4948.572917,-1,-1,-7.25,7.25,4665.5,11178.5
12/10/2015,"MA_Crossover(33,48)",4590,4671,-1,-1,5.5,-5.5,-4671,11173,11173,4795.44697,4936.041667,-1,-1,5.5,-5.5,4671,11173
12/11/2015,"MA_Crossover(33,48)",4701,4782,-1,-1,111,-111,-4782,11062,11062,4779.234848,4925.6875,-1,-1,111,-111,4782,11062
12/14/2015,"MA_Crossover(33,48)",4663.5,4744.5,-1,-1,-37.5,37.5,-4744.5,11099.5,11099.5,4762.409091,4914.5,-1,-1,-37.5,37.5,4744.5,11099.5
12/15/2015,"MA_Crossover(33,48)",4564.5,4640,-1,-1,-104.5,104.5,-4640,11204,11204,4744.757576,4902.291667,-1,-1,-104.5,104.5,4640,11204
12/16/2015,"MA_Crossover(33,48)",4612,4686,-1,-1,46,-46,-4686,11158,11158,4729.030303,4887.682292,-1,-1,46,-46,4686,11158
12/17/2015,"MA_Crossover(33,48)",4550.5,4624.5,-1,-1,-61.5,61.5,-4624.5,11219.5,11219.5,4711.083333,4871.40625,-1,-1,-61.5,61.5,4624.5,11219.5
12/18/2015,"MA_Crossover(33,48)",4690,4763.5,-1,-1,139,-139,-4763.5,11080.5,11080.5,4697.310606,4858.901042,-1,-1,139,-139,4763.5,11080.5
12/21/2015,"MA_Crossover(33,48)",4741,4814.5,-1,-1,51,-51,-4814.5,11029.5,11029.5,4684.924242,4846.848958,-1,-1,51,-51,4814.5,11029.5
12/22/2015,"MA_Crossover(33,48)",4665,4738.5,-1,-1,-76,76,-4738.5,11105.5,11105.5,4674.030303,4833.088542,-1,-1,-76,76,4738.5,11105.5
12/23/2015,"MA_Crossover(33,48)",4722.5,4796,-1,-1,57.5,-57.5,-4796,11048,11048,4665.712121,4820.96875,-1,-1,57.5,-57.5,4796,11048
12/24/2015,"MA_Crossover(33,48)",4697,4770.5,-1,-1,-25.5,25.5,-4770.5,11073.5,11073.5,4657.280303,4810.3125,-1,-1,-25.5,25.5,4770.5,11073.5
12/29/2015,"MA_Crossover(33,48)",4735.25,4808.75,-1,-1,38.25,-38.25,-4808.75,11035.25,11035.25,4651.060606,4800.4375,-1,-1,38.25,-38.25,4808.75,11035.25
12/30/2015,"MA_Crossover(33,48)",4742.75,4816.25,-1,-1,7.5,-7.5,-4816.25,11027.75,11027.75,4644.55303,4791.1875,-1,-1,7.5,-7.5,4816.25,11027.75
12/31/2015,"MA_Crossover(33,48)",4712.5,4786,-1,-1,-30.25,30.25,-4786,11058,11058,4640.795455,4780.0625,-1,-1,-30.25,30.25,4786,11058
