Date,Strategy,F1_raw,F1_continuous,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cumulative_PnL,Equity
1/3/2006,"CTA(8,21)",4584,4584,,0,,,0,,
1/4/2006,"CTA(8,21)",4675.5,4675.5,,0,91.5,0,0,0,0
1/5/2006,"CTA(8,21)",4638,4638,,0,-37.5,0,0,0,0
1/6/2006,"CTA(8,21)",4634,4634,,0,-4,0,0,0,0
1/9/2006,"CTA(8,21)",4693,4693,,0,59,0,0,0,0
1/10/2006,"CTA(8,21)",4689,4689,,0,-4,0,0,0,0
1/11/2006,"CTA(8,21)",4681,4681,,0,-8,0,0,0,0
1/12/2006,"CTA(8,21)",4659,4659,,0,-22,0,0,0,0
1/13/2006,"CTA(8,21)",4747,4747,,0,88,0,0,0,0
1/16/2006,"CTA(8,21)",4711,4711,,0,-36,0,0,0,0
1/17/2006,"CTA(8,21)",4663,4663,,0,-48,0,0,0,0
1/18/2006,"CTA(8,21)",4703,4699,,0,36,0,0,0,0
1/19/2006,"CTA(8,21)",4695,4690,,0,-9,0,0,0,0
1/20/2006,"CTA(8,21)",4636,4671,,0,-19,0,0,0,0
1/23/2006,"CTA(8,21)",4703,4738,,0,67,0,0,0,0
1/24/2006,"CTA(8,21)",4743,4778,,0,40,0,0,0,0
1/25/2006,"CTA(8,21)",4872,4907,,0,129,0,0,0,0
1/26/2006,"CTA(8,21)",4859,4894,,0,-13,0,0,0,0
1/27/2006,"CTA(8,21)",4929,4964,,0,70,0,0,0,0
1/30/2006,"CTA(8,21)",4915,4950,,0,-14,0,0,0,0
1/31/2006,"CTA(8,21)",4912,4947,,0,-3,0,0,0,0
2/1/2006,"CTA(8,21)",4937,4972,,0,25,0,0,0,0
2/2/2006,"CTA(8,21)",5065.5,5100.5,,0,128.5,0,0,0,0
2/3/2006,"CTA(8,21)",5092,5127,,0,26.5,0,0,0,0
2/6/2006,"CTA(8,21)",5129.5,5164.5,,0,37.5,0,0,0,0
2/7/2006,"CTA(8,21)",5035,5070,,0,-94.5,0,0,0,0
2/8/2006,"CTA(8,21)",5041,5076,,0,6,0,0,0,0
2/9/2006,"CTA(8,21)",5081,5116,,0,40,0,0,0,0
2/10/2006,"CTA(8,21)",4894,4929,,0,-187,0,0,0,0
2/13/2006,"CTA(8,21)",4934,4969,,0,40,0,0,0,0
2/14/2006,"CTA(8,21)",4988,5019,,0,50,0,0,0,0
2/15/2006,"CTA(8,21)",4834,4863,,0,-156,0,0,0,0
2/16/2006,"CTA(8,21)",4848,4876,,0,13,0,0,0,0
2/17/2006,"CTA(8,21)",4864,4918,,0,42,0,0,0,0
2/20/2006,"CTA(8,21)",4966,5020,,0,102,0,0,0,0
2/21/2006,"CTA(8,21)",5015,5069,,0,49,0,0,0,0
2/22/2006,"CTA(8,21)",5035.5,5089.5,,0,20.5,0,0,0,0
2/23/2006,"CTA(8,21)",4959,5013,,0,-76.5,0,0,0,0
2/24/2006,"CTA(8,21)",4922,4976,,0,-37,0,0,0,0
2/27/2006,"CTA(8,21)",4734,4788,,0,-188,0,0,0,0
2/28/2006,"CTA(8,21)",4881,4935,,0,147,0,0,0,0
3/1/2006,"CTA(8,21)",4940,4994,,0,59,0,0,0,0
3/2/2006,"CTA(8,21)",5056,5110,,0,116,0,0,0,0
3/3/2006,"CTA(8,21)",5046,5100,,0,-10,0,0,0,0
3/6/2006,"CTA(8,21)",4953,5007,,0,-93,0,0,0,0
3/7/2006,"CTA(8,21)",4844,4898,,0,-109,0,0,0,0
3/8/2006,"CTA(8,21)",4800,4854,,0,-44,0,0,0,0
