Date,Strategy,F1_raw,F1_continuous,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cumulative_PnL,Equity
2006-01-03,"CTA(14,15)",4584.0000,4584.0000,,0.0000,,,0.0000,,
2006-01-04,"CTA(14,15)",4675.5000,4675.5000,,0.0000,91.5000,0.0000,0.0000,0.0000,0.0000
2006-01-05,"CTA(14,15)",4638.0000,4638.0000,,0.0000,-37.5000,-0.0000,0.0000,0.0000,0.0000
2006-01-06,"CTA(14,15)",4634.0000,4634.0000,,0.0000,-4.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-09,"CTA(14,15)",4693.0000,4693.0000,,0.0000,59.0000,0.0000,0.0000,0.0000,0.0000
2006-01-10,"CTA(14,15)",4689.0000,4689.0000,,0.0000,-4.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-11,"CTA(14,15)",4681.0000,4681.0000,,0.0000,-8.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-12,"CTA(14,15)",4659.0000,4659.0000,,0.0000,-22.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-13,"CTA(14,15)",4747.0000,4747.0000,,0.0000,88.0000,0.0000,0.0000,0.0000,0.0000
2006-01-16,"CTA(14,15)",4711.0000,4711.0000,,0.0000,-36.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-17,"CTA(14,15)",4663.0000,4663.0000,,0.0000,-48.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-18,"CTA(14,15)",4703.0000,4699.0000,,0.0000,36.0000,0.0000,0.0000,0.0000,0.0000
2006-01-19,"CTA(14,15)",4695.0000,4690.0000,,0.0000,-9.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-20,"CTA(14,15)",4636.0000,4671.0000,,0.0000,-19.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-23,"CTA(14,15)",4703.0000,4738.0000,,0.0000,67.0000,0.0000,0.0000,0.0000,0.0000
2006-01-24,"CTA(14,15)",4743.0000,4778.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-01-25,"CTA(14,15)",4872.0000,4907.0000,,0.0000,129.0000,0.0000,0.0000,0.0000,0.0000
2006-01-26,"CTA(14,15)",4859.0000,4894.0000,,0.0000,-13.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-27,"CTA(14,15)",4929.0000,4964.0000,,0.0000,70.0000,0.0000,0.0000,0.0000,0.0000
2006-01-30,"CTA(14,15)",4915.0000,4950.0000,,0.0000,-14.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-31,"CTA(14,15)",4912.0000,4947.0000,,0.0000,-3.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-01,"CTA(14,15)",4937.0000,4972.0000,,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000
2006-02-02,"CTA(14,15)",5065.5000,5100.5000,,0.0000,128.5000,0.0000,0.0000,0.0000,0.0000
2006-02-03,"CTA(14,15)",5092.0000,5127.0000,,0.0000,26.5000,0.0000,0.0000,0.0000,0.0000
2006-02-06,"CTA(14,15)",5129.5000,5164.5000,,0.0000,37.5000,0.0000,0.0000,0.0000,0.0000
2006-02-07,"CTA(14,15)",5035.0000,5070.0000,,0.0000,-94.5000,-0.0000,0.0000,0.0000,0.0000
2006-02-08,"CTA(14,15)",5041.0000,5076.0000,,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000
2006-02-09,"CTA(14,15)",5081.0000,5116.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-02-10,"CTA(14,15)",4894.0000,4929.0000,,0.0000,-187.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-13,"CTA(14,15)",4934.0000,4969.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-02-14,"CTA(14,15)",4988.0000,5019.0000,,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000
2006-02-15,"CTA(14,15)",4834.0000,4863.0000,,0.0000,-156.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-16,"CTA(14,15)",4848.0000,4876.0000,,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000
2006-02-17,"CTA(14,15)",4864.0000,4918.0000,,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000
2006-02-20,"CTA(14,15)",4966.0000,5020.0000,,0.0000,102.0000,0.0000,0.0000,0.0000,0.0000
2006-02-21,"CTA(14,15)",5015.0000,5069.0000,,0.0000,49.0000,0.0000,0.0000,0.0000,0.0000
2006-02-22,"CTA(14,15)",5035.5000,5089.5000,,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000
2006-02-23,"CTA(14,15)",4959.0000,5013.0000,,0.0000,-76.5000,-0.0000,0.0000,0.0000,0.0000
2006-02-24,"CTA(14,15)",4922.0000,4976.0000,,0.0000,-37.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-27,"CTA(14,15)",4734.0000,4788.0000,,0.0000,-188.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-28,"CTA(14,15)",4881.0000,4935.0000,,0.0000,147.0000,0.0000,0.0000,0.0000,0.0000
2006-03-01,"CTA(14,15)",4940.0000,4994.0000,,0.0000,59.0000,0.0000,0.0000,0.0000,0.0000
