Date,Strategy,F1_raw,F1_continuous,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cumulative_PnL,Equity
2006-01-03,"CTA(10,19)",4584.0000,4584.0000,,0.0000,,,0.0000,,
2006-01-04,"CTA(10,19)",4675.5000,4675.5000,,0.0000,91.5000,0.0000,0.0000,0.0000,0.0000
2006-01-05,"CTA(10,19)",4638.0000,4638.0000,,0.0000,-37.5000,-0.0000,0.0000,0.0000,0.0000
2006-01-06,"CTA(10,19)",4634.0000,4634.0000,,0.0000,-4.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-09,"CTA(10,19)",4693.0000,4693.0000,,0.0000,59.0000,0.0000,0.0000,0.0000,0.0000
2006-01-10,"CTA(10,19)",4689.0000,4689.0000,,0.0000,-4.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-11,"CTA(10,19)",4681.0000,4681.0000,,0.0000,-8.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-12,"CTA(10,19)",4659.0000,4659.0000,,0.0000,-22.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-13,"CTA(10,19)",4747.0000,4747.0000,,0.0000,88.0000,0.0000,0.0000,0.0000,0.0000
2006-01-16,"CTA(10,19)",4711.0000,4711.0000,,0.0000,-36.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-17,"CTA(10,19)",4663.0000,4663.0000,,0.0000,-48.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-18,"CTA(10,19)",4703.0000,4699.0000,,0.0000,36.0000,0.0000,0.0000,0.0000,0.0000
2006-01-19,"CTA(10,19)",4695.0000,4690.0000,,0.0000,-9.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-20,"CTA(10,19)",4636.0000,4671.0000,,0.0000,-19.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-23,"CTA(10,19)",4703.0000,4738.0000,,0.0000,67.0000,0.0000,0.0000,0.0000,0.0000
2006-01-24,"CTA(10,19)",4743.0000,4778.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-01-25,"CTA(10,19)",4872.0000,4907.0000,,0.0000,129.0000,0.0000,0.0000,0.0000,0.0000
2006-01-26,"CTA(10,19)",4859.0000,4894.0000,,0.0000,-13.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-27,"CTA(10,19)",4929.0000,4964.0000,,0.0000,70.0000,0.0000,0.0000,0.0000,0.0000
2006-01-30,"CTA(10,19)",4915.0000,4950.0000,,0.0000,-14.0000,-0.0000,0.0000,0.0000,0.0000
2006-01-31,"CTA(10,19)",4912.0000,4947.0000,,0.0000,-3.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-01,"CTA(10,19)",4937.0000,4972.0000,,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000
2006-02-02,"CTA(10,19)",5065.5000,5100.5000,,0.0000,128.5000,0.0000,0.0000,0.0000,0.0000
2006-02-03,"CTA(10,19)",5092.0000,5127.0000,,0.0000,26.5000,0.0000,0.0000,0.0000,0.0000
2006-02-06,"CTA(10,19)",5129.5000,5164.5000,,0.0000,37.5000,0.0000,0.0000,0.0000,0.0000
2006-02-07,"CTA(10,19)",5035.0000,5070.0000,,0.0000,-94.5000,-0.0000,0.0000,0.0000,0.0000
2006-02-08,"CTA(10,19)",5041.0000,5076.0000,,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000
2006-02-09,"CTA(10,19)",5081.0000,5116.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-02-10,"CTA(10,19)",4894.0000,4929.0000,,0.0000,-187.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-13,"CTA(10,19)",4934.0000,4969.0000,,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
2006-02-14,"CTA(10,19)",4988.0000,5019.0000,,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000
2006-02-15,"CTA(10,19)",4834.0000,4863.0000,,0.0000,-156.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-16,"CTA(10,19)",4848.0000,4876.0000,,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000
2006-02-17,"CTA(10,19)",4864.0000,4918.0000,,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000
2006-02-20,"CTA(10,19)",4966.0000,5020.0000,,0.0000,102.0000,0.0000,0.0000,0.0000,0.0000
2006-02-21,"CTA(10,19)",5015.0000,5069.0000,,0.0000,49.0000,0.0000,0.0000,0.0000,0.0000
2006-02-22,"CTA(10,19)",5035.5000,5089.5000,,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000
2006-02-23,"CTA(10,19)",4959.0000,5013.0000,,0.0000,-76.5000,-0.0000,0.0000,0.0000,0.0000
2006-02-24,"CTA(10,19)",4922.0000,4976.0000,,0.0000,-37.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-27,"CTA(10,19)",4734.0000,4788.0000,,0.0000,-188.0000,-0.0000,0.0000,0.0000,0.0000
2006-02-28,"CTA(10,19)",4881.0000,4935.0000,,0.0000,147.0000,0.0000,0.0000,0.0000,0.0000
2006-03-01,"CTA(10,19)",4940.0000,4994.0000,,0.0000,59.0000,0.0000,0.0000,0.0000,0.0000
2006-03-02,"CTA(10,19)",5056.0000,5110.0000,,0.0000,116.0000,0.0000,0.0000,0.0000,0.0000
2006-03-03,"CTA(10,19)",5046.0000,5100.0000,,0.0000,-10.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-06,"CTA(10,19)",4953.0000,5007.0000,,0.0000,-93.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-07,"CTA(10,19)",4844.0000,4898.0000,,0.0000,-109.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-08,"CTA(10,19)",4800.0000,4854.0000,,0.0000,-44.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-09,"CTA(10,19)",4893.0000,4947.0000,,0.0000,93.0000,0.0000,0.0000,0.0000,0.0000
2006-03-10,"CTA(10,19)",4905.0000,4959.0000,,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000
2006-03-13,"CTA(10,19)",4962.0000,5016.0000,,0.0000,57.0000,0.0000,0.0000,0.0000,0.0000
2006-03-14,"CTA(10,19)",4974.5000,5018.5000,,0.0000,2.5000,0.0000,0.0000,0.0000,0.0000
2006-03-15,"CTA(10,19)",5008.5000,5052.5000,,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000
2006-03-16,"CTA(10,19)",4981.0000,5027.5000,,0.0000,-25.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-17,"CTA(10,19)",5189.0000,5264.5000,,0.0000,237.0000,0.0000,0.0000,0.0000,0.0000
2006-03-20,"CTA(10,19)",5164.0000,5239.5000,,0.0000,-25.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-21,"CTA(10,19)",5161.0000,5236.5000,,0.0000,-3.0000,-0.0000,0.0000,0.0000,0.0000
2006-03-22,"CTA(10,19)",5163.0000,5238.5000,,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000
2006-03-23,"CTA(10,19)",5290.0000,5365.5000,,0.0000,127.0000,0.0000,0.0000,0.0000,0.0000
2006-03-24,"CTA(10,19)",5304.0000,5379.5000,,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000
2006-03-27,"CTA(10,19)",5360.5000,5436.0000,,0.0000,56.5000,0.0000,0.0000,0.0000,0.0000
2006-03-28,"CTA(10,19)",5365.5000,5441.0000,,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000
2006-03-29,"CTA(10,19)",5391.0000,5466.5000,,0.0000,25.5000,0.0000,0.0000,0.0000,0.0000
2006-03-30,"CTA(10,19)",5466.0000,5541.5000,,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000
2006-03-31,"CTA(10,19)",5440.0000,5515.5000,,0.0000,-26.0000,-0.0000,0.0000,0.0000,0.0000
2006-04-03,"CTA(10,19)",5661.5000,5737.0000,,0.0000,221.5000,0.0000,0.0000,0.0000,0.0000
2006-04-04,"CTA(10,19)",5588.0000,5663.5000,,0.0000,-73.5000,-0.0000,0.0000,0.0000,0.0000
2006-04-05,"CTA(10,19)",5742.5000,5818.0000,,0.0000,154.5000,0.0000,0.0000,0.0000,0.0000
2006-04-06,"CTA(10,19)",5802.5000,5878.0000,,0.0000,60.0000,0.0000,0.0000,0.0000,0.0000
2006-04-07,"CTA(10,19)",5751.0000,5826.5000,,0.0000,-51.5000,-0.0000,0.0000,0.0000,0.0000
2006-04-10,"CTA(10,19)",5937.5000,6013.0000,,0.0000,186.5000,0.0000,0.0000,0.0000,0.0000
2006-04-11,"CTA(10,19)",6010.0000,6085.5000,,0.0000,72.5000,0.0000,0.0000,0.0000,0.0000
2006-04-12,"CTA(10,19)",6168.0000,6243.5000,,0.0000,158.0000,0.0000,0.0000,0.0000,0.0000
2006-04-13,"CTA(10,19)",6259.0000,6334.5000,,0.0000,91.0000,0.0000,0.0000,0.0000,0.0000
2006-04-18,"CTA(10,19)",6555.0000,6630.5000,,0.0000,296.0000,0.0000,0.0000,0.0000,0.0000
2006-04-19,"CTA(10,19)",6479.0000,6554.5000,,0.0000,-76.0000,-0.0000,0.0000,0.0000,0.0000
2006-04-20,"CTA(10,19)",6370.0000,6445.5000,,0.0000,-109.0000,-0.0000,0.0000,0.0000,0.0000
2006-04-21,"CTA(10,19)",6857.0000,6932.5000,,0.0000,487.0000,0.0000,0.0000,0.0000,0.0000
2006-04-24,"CTA(10,19)",6884.0000,6959.5000,,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000
2006-04-25,"CTA(10,19)",7327.0000,7402.5000,,0.0000,443.0000,0.0000,0.0000,0.0000,0.0000
2006-04-26,"CTA(10,19)",7427.0000,7502.5000,,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2006-04-27,"CTA(10,19)",7182.0000,7257.5000,,0.0000,-245.0000,-0.0000,0.0000,0.0000,0.0000
2006-04-28,"CTA(10,19)",7118.0000,7193.5000,,0.0000,-64.0000,-0.0000,0.0000,0.0000,0.0000
2006-05-02,"CTA(10,19)",7269.0000,7344.5000,,0.0000,151.0000,0.0000,0.0000,0.0000,0.0000
2006-05-03,"CTA(10,19)",7226.0000,7301.5000,,0.0000,-43.0000,-0.0000,0.0000,0.0000,0.0000
2006-05-04,"CTA(10,19)",7776.0000,7851.5000,,0.0000,550.0000,0.0000,0.0000,0.0000,0.0000
2006-05-05,"CTA(10,19)",7769.0000,7844.5000,,0.0000,-7.0000,-0.0000,0.0000,0.0000,0.0000
2006-05-08,"CTA(10,19)",7748.0000,7823.5000,,0.0000,-21.0000,-0.0000,0.0000,0.0000,0.0000
2006-05-09,"CTA(10,19)",7942.0000,8017.5000,,0.0000,194.0000,0.0000,0.0000,0.0000,0.0000
2006-05-10,"CTA(10,19)",8237.0000,8312.5000,,0.0000,295.0000,0.0000,0.0000,0.0000,0.0000
2006-05-11,"CTA(10,19)",8796.0000,8871.5000,,0.0000,559.0000,0.0000,0.0000,0.0000,0.0000
2006-05-12,"CTA(10,19)",8634.0000,8709.5000,,0.0000,-162.0000,-0.0000,0.0000,0.0000,0.0000
