S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate,n_days
116,119,0.1713,302.5109,-5206.5,5675.68,0.5074,4728
83,120,0.1713,302.5332,-6050.74,5676.1,0.5078,4728
9,37,0.1712,302.3702,-5628.07,5673.04,0.5032,4728
21,23,0.1711,302.2103,-6516.91,5670.04,0.5025,4728
6,106,0.1711,302.2188,-7902.78,5670.2,0.5008,4728
7,118,0.171,302.0909,-7313.68,5667.8,0.503,4728
21,55,0.171,302.1239,-5881.5,5668.42,0.5025,4728
21,101,0.1708,301.7988,-5070.52,5662.32,0.5063,4728
11,42,0.1708,301.6666,-6089.33,5659.84,0.5004,4728
84,113,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
88,108,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
83,114,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
81,117,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
80,119,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
79,120,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
82,116,0.1707,301.6272,-5756.74,5659.1,0.5078,4728
7,42,0.1707,301.5493,-5712.66,5657.64,0.5023,4728
8,114,0.1706,301.4033,-6578.08,5654.9,0.5023,4728
20,56,0.1706,301.3244,-6180.0,5653.42,0.503,4728
6,109,0.1705,301.1805,-8091.76,5650.72,0.5021,4728
25,29,0.1704,300.9353,-6170.5,5646.12,0.5038,4728
8,46,0.1704,300.9822,-6124.3,5647.0,0.5021,4728
11,95,0.1704,300.9993,-5880.02,5647.32,0.5006,4728
9,43,0.1704,301.0963,-6577.98,5649.14,0.503,4728
78,121,0.1704,300.9641,-5769.18,5646.66,0.5076,4728
85,118,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
88,114,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
87,115,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
80,125,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
82,122,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
83,121,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
84,119,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
81,124,0.1703,300.9076,-6050.74,5645.6,0.5078,4728
9,112,0.1703,300.9002,-6104.08,5645.46,0.5019,4728
18,59,0.1703,300.7626,-6424.0,5642.88,0.5017,4728
10,36,0.1702,300.6251,-5889.81,5640.3,0.5032,4728
1,117,0.1702,300.6027,-7974.74,5639.88,0.5055,4728
14,84,0.1701,300.3927,-6114.9,5635.94,0.5006,4728
6,43,0.1701,300.4322,-6252.62,5636.68,0.5019,4728
18,26,0.1701,300.4173,-6353.39,5636.4,0.503,4728
63,118,0.17,300.349,-5742.72,5635.12,0.5085,4728
103,111,0.17,300.2712,-5751.18,5633.66,0.5074,4728
6,32,0.1699,300.1721,-5904.0,5631.8,0.5013,4728
3,91,0.1699,300.0964,-7713.1,5630.38,0.5013,4728
100,114,0.1697,299.7116,-5751.18,5623.16,0.5074,4728
101,113,0.1697,299.7116,-5751.18,5623.16,0.5074,4728
4,52,0.1697,299.7585,-6610.81,5624.04,0.5042,4728
99,115,0.1697,299.7116,-5751.18,5623.16,0.5074,4728
101,114,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
96,120,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
14,64,0.1695,299.3683,-5740.0,5616.72,0.5017,4728
92,125,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
95,121,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
6,112,0.1695,299.3491,-8045.62,5616.36,0.5025,4728
16,123,0.1695,299.4664,-4334.78,5618.56,0.5085,4728
99,116,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
100,115,0.1695,299.4717,-5637.18,5618.66,0.5074,4728
2,102,0.1694,299.234,-7532.08,5614.2,0.5038,4728
98,107,0.1693,299.0123,-6012.8,5610.04,0.508,4728
3,79,0.1691,298.733,-6349.98,5604.8,0.5008,4728
16,29,0.1691,298.7383,-5533.89,5604.9,0.5023,4728
5,64,0.1691,298.7746,-7500.66,5605.58,0.4979,4728
90,117,0.169,298.4793,-6127.8,5600.04,0.5078,4728
66,114,0.1688,298.2171,-5790.72,5595.12,0.5087,4728
107,108,0.1688,298.1648,-5780.2,5594.14,0.5074,4728
106,109,0.1688,298.1648,-5780.2,5594.14,0.5074,4728
104,111,0.1688,298.1648,-5780.2,5594.14,0.5074,4728
105,110,0.1688,298.1648,-5780.2,5594.14,0.5074,4728
103,112,0.1688,298.1648,-5780.2,5594.14,0.5074,4728
7,48,0.1687,298.0668,-6321.5,5592.3,0.503,4728
5,51,0.1686,297.8194,-5975.69,5587.66,0.5021,4728
92,122,0.1686,297.8727,-5751.18,5588.66,0.5082,4728
95,110,0.1685,297.6531,-6012.8,5584.54,0.5078,4728
11,37,0.1685,297.732,-6156.59,5586.02,0.5008,4728
65,115,0.1685,297.6308,-5801.72,5584.12,0.5085,4728
96,109,0.1685,297.6531,-6012.8,5584.54,0.5078,4728
97,108,0.1685,297.6531,-6012.8,5584.54,0.5078,4728
8,9,0.1685,297.6574,-7578.35,5584.62,0.4992,4728
91,115,0.1685,297.6531,-6012.8,5584.54,0.5078,4728
12,26,0.1684,297.3941,-5176.25,5579.68,0.5015,4728
11,118,0.1683,297.2726,-5762.94,5577.4,0.503,4728
9,113,0.1682,297.053,-6059.18,5573.28,0.5021,4728
84,125,0.1682,297.1202,-6127.8,5574.54,0.5076,4728
86,122,0.1682,297.1202,-6127.8,5574.54,0.5076,4728
83,126,0.1682,297.1202,-6127.8,5574.54,0.5076,4728
12,39,0.1681,297.0136,-6194.08,5572.54,0.5002,4728
7,104,0.168,296.7439,-7966.0,5567.48,0.5008,4728
10,28,0.168,296.8185,-5153.75,5568.88,0.5013,4728
23,106,0.1679,296.5754,-5030.52,5564.32,0.507,4728
14,72,0.1679,296.5626,-5308.5,5564.08,0.5021,4728
16,67,0.1678,296.3942,-5545.5,5560.92,0.5025,4728
99,106,0.1678,296.4539,-6012.8,5562.04,0.5078,4728
88,116,0.1678,296.4273,-6012.8,5561.54,0.5078,4728
16,73,0.1678,296.4987,-5327.46,5562.88,0.5034,4728
102,103,0.1678,296.4539,-6012.8,5562.04,0.5078,4728
101,104,0.1678,296.4539,-6012.8,5562.04,0.5078,4728
92,111,0.1678,296.4273,-6012.8,5561.54,0.5078,4728
99,103,0.1678,296.4273,-6012.8,5561.54,0.5078,4728
100,102,0.1678,296.4273,-6012.8,5561.54,0.5078,4728
91,112,0.1678,296.4273,-6012.8,5561.54,0.5078,4728
100,105,0.1678,296.4539,-6012.8,5562.04,0.5078,4728
14,81,0.1677,296.2706,-6021.24,5558.6,0.5015,4728
6,79,0.1676,296.1288,-6463.3,5555.94,0.5,4728
17,72,0.1675,295.8335,-5115.11,5550.4,0.5038,4728
11,74,0.1675,295.8634,-6390.5,5550.96,0.5,4728
81,125,0.1674,295.7642,-5840.74,5549.1,0.508,4728
3,23,0.1674,295.7717,-7953.36,5549.24,0.4998,4728
6,114,0.1674,295.6384,-7458.24,5546.74,0.503,4728
16,64,0.1674,295.7365,-5802.5,5548.58,0.5023,4728
40,79,0.1674,295.6864,-4869.5,5547.64,0.5066,4728
80,126,0.1674,295.7642,-5840.74,5549.1,0.508,4728
2,26,0.1673,295.5425,-8217.16,5544.94,0.4989,4728
6,121,0.1673,295.5766,-7441.9,5545.58,0.5034,4728
4,119,0.1673,295.5787,-7940.36,5545.62,0.5032,4728
4,118,0.1673,295.599,-7653.98,5546.0,0.5032,4728
11,99,0.1673,295.6214,-5681.42,5546.42,0.5015,4728
12,33,0.1671,295.1001,-6053.97,5536.64,0.5025,4728
92,114,0.1671,295.0948,-6012.8,5536.54,0.5076,4728
102,112,0.1671,295.2611,-5751.18,5539.66,0.5072,4728
95,120,0.1671,295.2611,-5751.18,5539.66,0.5072,4728
13,85,0.167,294.9615,-6309.3,5534.04,0.5004,4728
3,55,0.1668,294.7046,-6159.82,5529.22,0.5025,4728
7,39,0.1667,294.4999,-5297.49,5525.38,0.5021,4728
3,56,0.1666,294.243,-6343.98,5520.56,0.5023,4728
89,119,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
99,101,0.1665,294.1386,-6050.74,5518.6,0.508,4728
105,109,0.1665,294.1151,-5637.18,5518.16,0.5074,4728
6,98,0.1665,294.0597,-8218.36,5517.12,0.4994,4728
16,71,0.1665,294.1194,-5280.1,5518.24,0.5025,4728
93,114,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
102,104,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
10,107,0.1665,294.1034,-6064.4,5517.94,0.5017,4728
100,106,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
98,108,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
99,107,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
101,105,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
90,111,0.1665,294.1386,-6050.74,5518.6,0.508,4728
106,108,0.1665,294.1151,-5637.18,5518.16,0.5074,4728
98,102,0.1665,294.1386,-6050.74,5518.6,0.508,4728
92,115,0.1665,294.0554,-6127.8,5517.04,0.5078,4728
12,37,0.1665,294.0341,-5837.25,5516.64,0.5004,4728
97,103,0.1665,294.1386,-6050.74,5518.6,0.508,4728
7,11,0.1664,293.9499,-7116.63,5515.06,0.4992,4728
20,103,0.1664,293.8572,-5070.52,5513.32,0.5059,4728
20,78,0.1661,293.4041,-6080.52,5504.82,0.5017,4728
20,57,0.1661,293.3561,-5941.0,5503.92,0.5023,4728
1,126,0.166,293.2655,-7034.9,5502.22,0.5036,4728
1,115,0.166,293.2495,-8210.7,5501.92,0.5049,4728
14,112,0.1659,293.0331,-6337.48,5497.86,0.5021,4728
22,32,0.1659,292.9958,-6421.5,5497.16,0.5034,4728
1,120,0.1658,292.821,-7496.74,5493.88,0.5047,4728
7,116,0.1657,292.7123,-7423.64,5491.84,0.5027,4728
5,77,0.1657,292.7379,-5924.25,5492.32,0.4987,4728
6,78,0.1657,292.7709,-6463.3,5492.94,0.5002,4728
6,117,0.1657,292.6579,-7830.16,5490.82,0.5023,4728
8,106,0.1656,292.5726,-6901.76,5489.22,0.5008,4728
7,53,0.1655,292.3435,-6970.13,5484.92,0.5017,4728
20,113,0.1655,292.4106,-5055.5,5486.18,0.5068,4728
92,126,0.1654,292.2496,-5637.18,5483.16,0.5074,4728
9,115,0.1654,292.1335,-5593.48,5480.98,0.5021,4728
94,123,0.1654,292.2496,-5637.18,5483.16,0.5074,4728
17,28,0.1653,292.0215,-6068.91,5478.88,0.5025,4728
5,21,0.1652,291.7433,-6170.81,5473.66,0.4964,4728
88,120,0.1651,291.7103,-6127.8,5473.04,0.5076,4728
91,116,0.1651,291.7103,-6127.8,5473.04,0.5076,4728
91,122,0.165,291.3969,-5751.18,5467.16,0.5078,4728
117,118,0.1649,291.238,-5206.5,5464.18,0.5072,4728
111,125,0.1649,291.238,-5206.5,5464.18,0.5072,4728
110,126,0.1649,291.238,-5206.5,5464.18,0.5072,4728
6,19,0.1648,291.1677,-6337.11,5462.86,0.4968,4728
6,116,0.1647,290.979,-7830.16,5459.32,0.5025,4728
6,99,0.1646,290.8244,-8517.56,5456.42,0.4998,4728
10,117,0.1646,290.7434,-5453.94,5454.9,0.5023,4728
87,121,0.1644,290.3511,-6127.8,5447.54,0.5074,4728
94,112,0.1644,290.3245,-6127.8,5447.04,0.5076,4728
95,111,0.1644,290.3245,-6127.8,5447.04,0.5076,4728
85,124,0.1644,290.3511,-6127.8,5447.54,0.5074,4728
93,113,0.1644,290.3245,-6127.8,5447.04,0.5076,4728
93,118,0.1642,290.0377,-5811.68,5441.66,0.5078,4728
8,105,0.164,289.6412,-6790.76,5434.22,0.5011,4728
24,104,0.164,289.7371,-4619.32,5436.02,0.5066,4728
68,111,0.1639,289.5292,-5790.72,5432.12,0.5085,4728
7,65,0.1639,289.4887,-5565.25,5431.36,0.5008,4728
97,116,0.1638,289.2915,-5751.18,5427.66,0.508,4728
20,58,0.1638,289.332,-5921.5,5428.42,0.5025,4728
98,115,0.1638,289.2915,-5751.18,5427.66,0.508,4728
89,123,0.1637,289.1849,-5811.68,5425.66,0.5076,4728
7,50,0.1637,289.0964,-7744.55,5424.0,0.5013,4728
3,86,0.1637,289.2489,-6948.42,5426.86,0.5013,4728
8,73,0.1637,289.1412,-6319.4,5424.84,0.5004,4728
87,126,0.1637,289.1849,-5811.68,5425.66,0.5076,4728
118,121,0.1636,289.009,-4963.5,5422.36,0.5068,4728
115,124,0.1636,289.009,-4963.5,5422.36,0.5068,4728
89,118,0.1636,288.9653,-6127.8,5421.54,0.5074,4728
113,126,0.1636,289.009,-4963.5,5422.36,0.5068,4728
116,123,0.1636,289.009,-4963.5,5422.36,0.5068,4728
119,120,0.1636,289.009,-4963.5,5422.36,0.5068,4728
114,125,0.1636,289.009,-4963.5,5422.36,0.5068,4728
88,119,0.1636,288.9653,-6127.8,5421.54,0.5074,4728
75,126,0.1636,289.025,-5993.18,5422.66,0.5076,4728
85,123,0.1636,288.9653,-6127.8,5421.54,0.5074,4728
117,122,0.1636,289.009,-4963.5,5422.36,0.5068,4728
84,99,0.1634,288.7084,-6053.62,5416.72,0.5078,4728
19,56,0.1633,288.5197,-6630.0,5413.18,0.5019,4728
9,117,0.1633,288.4569,-5607.34,5412.0,0.5023,4728
23,103,0.1633,288.4483,-4707.0,5411.84,0.5059,4728
112,124,0.1633,288.5197,-5206.5,5413.18,0.507,4728
113,123,0.1633,288.5197,-5206.5,5413.18,0.507,4728
114,122,0.1633,288.5197,-5206.5,5413.18,0.507,4728
12,118,0.1633,288.394,-5509.0,5410.82,0.5036,4728
16,75,0.1633,288.3812,-5576.26,5410.58,0.503,4728
115,121,0.1633,288.5197,-5206.5,5413.18,0.507,4728
20,115,0.1632,288.2532,-4715.66,5408.18,0.5066,4728
98,113,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
94,118,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
99,112,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
100,111,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
93,119,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
95,117,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
97,114,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
96,115,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
90,123,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
89,124,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
104,110,0.1631,288.039,-5751.18,5404.16,0.5072,4728
92,120,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
101,110,0.1631,288.1722,-5811.68,5406.66,0.5076,4728
96,117,0.163,287.8791,-5751.18,5401.16,0.508,4728
102,110,0.163,287.8791,-5751.18,5401.16,0.508,4728
103,109,0.163,287.8791,-5751.18,5401.16,0.508,4728
95,118,0.163,287.8791,-5751.18,5401.16,0.508,4728
104,108,0.163,287.8791,-5751.18,5401.16,0.508,4728
105,107,0.163,287.8791,-5751.18,5401.16,0.508,4728
21,52,0.1628,287.6009,-6506.5,5395.94,0.5023,4728
7,98,0.1627,287.4868,-8183.18,5393.8,0.4994,4728
21,110,0.1626,287.2054,-4680.82,5388.52,0.5063,4728
5,65,0.1625,287.022,-7058.66,5385.08,0.4979,4728
7,18,0.1625,287.0103,-5677.78,5384.86,0.4968,4728
5,101,0.1625,287.0103,-8452.62,5384.86,0.4994,4728
5,100,0.1625,287.0103,-8452.62,5384.86,0.4994,4728
117,119,0.1623,286.7342,-5206.5,5379.68,0.5068,4728
116,120,0.1623,286.7342,-5206.5,5379.68,0.5068,4728
87,117,0.1622,286.5935,-6012.8,5377.04,0.5078,4728
83,122,0.1622,286.5935,-6012.8,5377.04,0.5078,4728
82,124,0.1622,286.5935,-6012.8,5377.04,0.5078,4728
86,118,0.1622,286.5935,-6012.8,5377.04,0.5078,4728
8,102,0.1622,286.4485,-6546.66,5374.32,0.5013,4728
84,121,0.1622,286.5935,-6012.8,5377.04,0.5078,4728
23,30,0.162,286.2428,-6579.88,5370.46,0.503,4728
2,89,0.162,286.2524,-7768.4,5370.64,0.5013,4728
7,56,0.1619,285.9827,-7052.47,5365.58,0.5002,4728
20,55,0.1619,286.0115,-5932.5,5366.12,0.5025,4728
15,84,0.1619,286.0541,-5792.92,5366.92,0.5004,4728
2,22,0.1618,285.8207,-8444.06,5362.54,0.4949,4728
99,117,0.1618,285.7993,-5780.2,5362.14,0.5074,4728
97,109,0.1618,285.9006,-6127.8,5364.04,0.5076,4728
9,116,0.1618,285.7311,-6026.48,5360.86,0.5021,4728
76,124,0.1617,285.6405,-6056.68,5359.16,0.5074,4728
18,61,0.1617,285.5584,-5836.72,5357.62,0.5025,4728
12,116,0.1617,285.7301,-5991.2,5360.84,0.5023,4728
99,111,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
23,32,0.1616,285.5318,-6377.5,5357.12,0.5042,4728
98,112,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
102,108,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
101,109,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
100,110,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
104,106,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
103,107,0.1616,285.4007,-5811.68,5354.66,0.5076,4728
97,105,0.1615,285.2344,-6222.8,5351.54,0.5076,4728
98,104,0.1615,285.2344,-6222.8,5351.54,0.5076,4728
10,11,0.1614,285.1224,-7289.45,5349.44,0.4943,4728
19,72,0.1613,284.8506,-5647.5,5344.34,0.503,4728
6,64,0.1611,284.5148,-6751.01,5338.04,0.4979,4728
103,113,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
102,114,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
94,117,0.1611,284.5479,-5811.68,5338.66,0.5074,4728
8,41,0.1611,284.5351,-6801.45,5338.42,0.5017,4728
91,121,0.1611,284.5479,-5811.68,5338.66,0.5074,4728
82,123,0.1611,284.5713,-6050.74,5339.1,0.5078,4728
90,122,0.1611,284.5479,-5811.68,5338.66,0.5074,4728
101,115,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
95,116,0.1611,284.5479,-5811.68,5338.66,0.5074,4728
100,116,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
96,121,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
84,120,0.1611,284.5713,-6050.74,5339.1,0.5078,4728
88,125,0.1611,284.5479,-5811.68,5338.66,0.5074,4728
95,122,0.1611,284.6268,-5780.2,5340.14,0.5072,4728
14,34,0.161,284.3261,-6063.33,5334.5,0.5006,4728
17,65,0.161,284.4615,-5882.5,5337.04,0.5023,4728
2,91,0.1609,284.259,-7772.9,5333.24,0.5023,4728
94,124,0.1608,284.0938,-5780.2,5330.14,0.507,4728
97,120,0.1608,284.0938,-5780.2,5330.14,0.507,4728
93,125,0.1608,284.0938,-5780.2,5330.14,0.507,4728
104,112,0.1608,284.0938,-5780.2,5330.14,0.507,4728
5,80,0.1607,283.9136,-5857.22,5326.76,0.4981,4728
35,87,0.1607,283.8091,-4637.84,5324.8,0.5055,4728
18,96,0.1606,283.7249,-6224.62,5323.22,0.5027,4728
2,120,0.1606,283.7846,-6681.64,5324.34,0.5042,4728
92,116,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
90,118,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
84,126,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
94,113,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
91,117,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
85,125,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
95,112,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
97,110,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
89,120,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
87,122,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
96,111,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
96,110,0.1605,283.5554,-6127.8,5320.04,0.5074,4728
88,121,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
86,124,0.1605,283.5021,-6127.8,5319.04,0.5078,4728
12,121,0.1604,283.3955,-5676.5,5317.04,0.5021,4728
6,110,0.1603,283.2388,-8433.38,5314.1,0.5019,4728
18,73,0.1603,283.1813,-5942.32,5313.02,0.5027,4728
9,114,0.1603,283.1418,-5835.18,5312.28,0.5019,4728
25,101,0.1602,283.0747,-4794.32,5311.02,0.5055,4728
2,118,0.1602,283.0384,-6681.64,5310.34,0.5044,4728
15,109,0.1602,283.0661,-6337.48,5310.86,0.5023,4728
5,55,0.1602,283.0608,-6271.29,5310.76,0.5004,4728
6,53,0.1601,282.7869,-6950.43,5305.62,0.5011,4728
1,118,0.1601,282.8007,-7974.74,5305.88,0.5049,4728
5,37,0.1601,282.7645,-6474.15,5305.2,0.5004,4728
17,120,0.1601,282.7304,-4342.5,5304.56,0.5078,4728
16,125,0.16,282.7037,-4587.28,5304.06,0.5078,4728
11,41,0.1599,282.4894,-6899.75,5300.04,0.4998,4728
5,62,0.1599,282.5182,-7059.66,5300.58,0.497,4728
77,122,0.1598,282.2293,-5890.18,5295.16,0.5076,4728
109,126,0.1598,282.2038,-5397.0,5294.68,0.5074,4728
15,62,0.1598,282.2059,-5974.5,5294.72,0.5011,4728
27,99,0.1597,282.1089,-4705.94,5292.9,0.5068,4728
22,108,0.1596,281.9458,-4961.0,5289.84,0.5063,4728
2,119,0.1596,281.9458,-6681.64,5289.84,0.5042,4728
20,54,0.1595,281.7411,-6262.5,5286.0,0.5019,4728
1,125,0.1595,281.7795,-7034.9,5286.72,0.5036,4728
10,122,0.1594,281.5834,-5391.3,5283.04,0.5023,4728
99,114,0.1594,281.5897,-5751.18,5283.16,0.5078,4728
90,125,0.1594,281.5897,-5751.18,5283.16,0.5078,4728
94,120,0.1594,281.5897,-5751.18,5283.16,0.5078,4728
93,121,0.1594,281.5897,-5751.18,5283.16,0.5078,4728
75,112,0.1594,281.5897,-6068.68,5283.16,0.508,4728
19,94,0.1593,281.4501,-6508.3,5280.54,0.5032,4728
86,117,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
95,106,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
94,107,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
96,105,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
87,116,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
90,112,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
89,113,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
15,70,0.1592,281.1644,-5259.16,5275.18,0.5025,4728
97,104,0.1592,281.2401,-6050.74,5276.6,0.5076,4728
22,98,0.1591,280.9693,-5011.32,5271.52,0.5061,4728
7,103,0.159,280.8073,-7966.0,5268.48,0.5006,4728
1,121,0.1589,280.6687,-7496.74,5265.88,0.5042,4728
10,110,0.1587,280.4001,-5855.0,5260.84,0.5017,4728
15,72,0.1587,280.4182,-5461.16,5261.18,0.5019,4728
13,118,0.1585,279.9311,-5918.8,5252.04,0.5025,4728
6,119,0.1584,279.7392,-7749.84,5248.44,0.5027,4728
11,35,0.1584,279.8554,-6014.99,5250.62,0.5017,4728
10,70,0.1583,279.5921,-6002.25,5245.68,0.5008,4728
17,121,0.1583,279.6081,-4379.86,5245.98,0.5076,4728
67,112,0.1582,279.429,-5790.72,5242.62,0.5085,4728
89,126,0.1582,279.3778,-5751.18,5241.66,0.508,4728
91,123,0.1582,279.3778,-5751.18,5241.66,0.508,4728
16,74,0.1581,279.2137,-5576.26,5238.58,0.5032,4728
7,17,0.1581,279.2776,-6935.11,5239.78,0.4951,4728
8,100,0.1581,279.1998,-6693.66,5238.32,0.5013,4728
10,108,0.158,279.1742,-5996.5,5237.84,0.5017,4728
12,125,0.158,279.1071,-5494.0,5236.58,0.5032,4728
19,101,0.158,279.1572,-4933.82,5237.52,0.504,4728
7,101,0.1579,278.9536,-7453.28,5233.7,0.5002,4728
7,100,0.1579,278.9802,-7453.28,5234.2,0.5,4728
79,126,0.1578,278.8416,-6050.74,5231.6,0.5074,4728
9,72,0.1578,278.7777,-5808.34,5230.4,0.4998,4728
18,64,0.1578,278.7318,-5293.3,5229.54,0.5019,4728
21,34,0.1577,278.5783,-6225.68,5226.66,0.5034,4728
2,124,0.1576,278.4771,-6520.22,5224.76,0.5034,4728
7,40,0.1576,278.395,-5621.65,5223.22,0.5019,4728
20,70,0.1576,278.3886,-6073.74,5223.1,0.5017,4728
8,47,0.1575,278.2681,-7024.71,5220.84,0.5019,4728
16,122,0.1574,278.0592,-4672.42,5216.92,0.5074,4728
98,118,0.1572,277.7511,-5780.2,5211.14,0.5072,4728
75,125,0.1571,277.4324,-5980.18,5205.16,0.5078,4728
7,58,0.1571,277.5614,-7155.5,5207.58,0.4977,4728
11,54,0.1571,277.5049,-5460.03,5206.52,0.4987,4728
16,30,0.157,277.3823,-6097.83,5204.22,0.5006,4728
8,40,0.157,277.281,-6584.05,5202.32,0.5023,4728
90,113,0.157,277.346,-6012.8,5203.54,0.5076,4728
10,112,0.157,277.3354,-6288.0,5203.34,0.5023,4728
19,76,0.1569,277.1073,-5959.28,5199.06,0.5023,4728
15,77,0.1569,277.1979,-5481.58,5200.76,0.5021,4728
32,74,0.1568,276.9964,-5781.86,5196.98,0.5038,4728
11,116,0.1568,277.0209,-6408.9,5197.44,0.5019,4728
6,67,0.1567,276.8504,-5861.25,5194.24,0.5002,4728
60,123,0.1567,276.8973,-6001.22,5195.12,0.5082,4728
61,121,0.1567,276.8973,-6001.22,5195.12,0.5082,4728
62,120,0.1567,276.8173,-6184.22,5193.62,0.5082,4728
16,124,0.1567,276.8674,-4497.28,5194.56,0.5076,4728
12,120,0.1566,276.6894,-5846.92,5191.22,0.5017,4728
6,73,0.1566,276.619,-5770.34,5189.9,0.4996,4728
6,17,0.1566,276.6894,-8223.5,5191.22,0.4947,4728
8,39,0.1565,276.3898,-6053.77,5185.6,0.5032,4728
20,111,0.1565,276.3707,-4844.6,5185.24,0.5053,4728
14,70,0.1564,276.2289,-5723.0,5182.58,0.5021,4728
4,53,0.1564,276.2268,-6755.81,5182.54,0.504,4728
12,34,0.1564,276.2737,-5500.69,5183.42,0.5015,4728
5,50,0.1564,276.3397,-6461.14,5184.66,0.5027,4728
79,105,0.1563,276.0231,-6044.62,5178.72,0.5078,4728
5,79,0.1563,276.1319,-6000.75,5180.76,0.4981,4728
2,123,0.1563,276.0519,-6520.22,5179.26,0.5034,4728
82,101,0.1563,276.0231,-6044.62,5178.72,0.5078,4728
17,119,0.1562,275.8547,-4342.5,5175.56,0.5072,4728
13,86,0.1562,275.9698,-6443.62,5177.72,0.4998,4728
10,116,0.1562,275.8409,-5439.04,5175.3,0.5021,4728
19,71,0.1562,275.876,-5664.88,5175.96,0.5027,4728
74,105,0.1561,275.7449,-5786.34,5173.5,0.5085,4728
20,114,0.1561,275.7545,-4963.5,5173.68,0.5068,4728
36,85,0.1561,275.6991,-4483.5,5172.64,0.5057,4728
83,100,0.156,275.5435,-6053.62,5169.72,0.5076,4728
8,15,0.156,275.5477,-7422.09,5169.8,0.4943,4728
73,106,0.156,275.5051,-5710.34,5169.0,0.5085,4728
9,121,0.156,275.6479,-5816.66,5171.68,0.5025,4728
19,59,0.156,275.6287,-5860.02,5171.32,0.5023,4728
21,109,0.156,275.6245,-5129.1,5171.24,0.5059,4728
94,108,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
92,110,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
85,119,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
