S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate,n_days
33,108,0.0133,23.5157,-5519.54,441.2,0.5027,4728
28,33,0.0133,23.4582,-9128.22,440.12,0.5015,4728
55,118,0.0133,23.4571,-6576.74,440.1,0.5068,4728
59,73,0.0132,23.2471,-6293.68,436.16,0.5042,4728
60,72,0.0132,23.2471,-6293.68,436.16,0.5042,4728
43,111,0.0131,23.1,-6047.44,433.4,0.5055,4728
48,86,0.0131,23.1139,-6119.68,433.66,0.5038,4728
52,117,0.0129,22.7088,-6627.28,426.06,0.5078,4728
52,84,0.0128,22.5873,-6609.56,423.78,0.5038,4728
41,119,0.0127,22.3986,-5992.6,420.24,0.5059,4728
24,85,0.0127,22.4903,-6158.38,421.96,0.4996,4728
70,100,0.0127,22.4284,-6838.54,420.8,0.5053,4728
39,99,0.0126,22.2835,-6306.26,418.08,0.503,4728
53,121,0.0126,22.3357,-6801.78,419.06,0.5063,4728
44,109,0.0124,21.9551,-6219.92,411.92,0.5053,4728
47,74,0.0123,21.8165,-5948.75,409.32,0.5034,4728
70,94,0.0123,21.7227,-6623.78,407.56,0.5055,4728
73,90,0.0123,21.7227,-6623.78,407.56,0.5055,4728
76,87,0.0123,21.7227,-6623.78,407.56,0.5055,4728
74,89,0.0123,21.7227,-6623.78,407.56,0.5055,4728
46,76,0.0123,21.8165,-5948.75,409.32,0.5034,4728
63,104,0.0123,21.6961,-6904.28,407.06,0.5059,4728
75,88,0.0123,21.7227,-6623.78,407.56,0.5055,4728
40,92,0.0121,21.4179,-5683.48,401.84,0.5032,4728
31,114,0.0121,21.3965,-5928.3,401.44,0.5036,4728
45,94,0.012,21.2217,-6628.18,398.16,0.5038,4728
42,91,0.012,21.1343,-5884.82,396.52,0.5032,4728
55,119,0.012,21.1386,-6258.24,396.6,0.5068,4728
40,89,0.0118,20.8859,-5251.48,391.86,0.5038,4728
41,87,0.0118,20.8859,-5251.48,391.86,0.5038,4728
58,101,0.0118,20.9073,-6544.58,392.26,0.5074,4728
70,96,0.0117,20.6322,-6558.24,387.1,0.5061,4728
50,120,0.0117,20.6568,-6025.28,387.56,0.5076,4728
41,109,0.0117,20.6706,-5848.02,387.82,0.5042,4728
65,103,0.0116,20.499,-6558.24,384.6,0.5059,4728
40,124,0.0116,20.5171,-5850.4,384.94,0.5055,4728
67,100,0.0116,20.499,-6558.24,384.6,0.5059,4728
51,118,0.0116,20.5235,-6352.28,385.06,0.5078,4728
69,97,0.0116,20.499,-6558.24,384.6,0.5059,4728
66,101,0.0116,20.499,-6558.24,384.6,0.5059,4728
40,126,0.0116,20.4158,-6014.3,383.04,0.5063,4728
78,91,0.0115,20.3231,-6897.54,381.3,0.5051,4728
49,84,0.0115,20.403,-6198.54,382.8,0.5036,4728
41,93,0.0114,20.1152,-5881.44,377.4,0.503,4728
41,122,0.0114,20.225,-6022.88,379.46,0.5055,4728
29,115,0.0114,20.0939,-6403.75,377.0,0.5021,4728
66,99,0.0113,19.9905,-7008.28,375.06,0.5057,4728
40,90,0.0112,19.8722,-5251.48,372.84,0.5038,4728
46,94,0.0111,19.6569,-6717.04,368.8,0.5034,4728
40,108,0.0111,19.5652,-6095.76,367.08,0.5042,4728
42,99,0.0111,19.5918,-6240.76,367.58,0.5034,4728
39,119,0.0111,19.6281,-6227.08,368.26,0.5047,4728
20,40,0.0111,19.6654,-8746.38,368.96,0.5006,4728
53,109,0.011,19.4117,-5665.64,364.2,0.5074,4728
32,119,0.011,19.4852,-6246.26,365.58,0.504,4728
41,99,0.0109,19.2646,-6310.4,361.44,0.5032,4728
41,123,0.0109,19.239,-6022.88,360.96,0.5059,4728
60,112,0.0109,19.2198,-6942.74,360.6,0.5059,4728
35,111,0.0108,19.1207,-6567.6,358.74,0.5038,4728
27,123,0.0105,18.5568,-6714.68,348.16,0.5027,4728
39,118,0.0105,18.6154,-6118.58,349.26,0.5047,4728
42,85,0.0104,18.3563,-5259.94,344.4,0.5036,4728
44,89,0.0104,18.4427,-5884.82,346.02,0.503,4728
21,39,0.0104,18.3329,-8519.38,343.96,0.5006,4728
36,99,0.0103,18.1112,-5444.52,339.8,0.5025,4728
39,90,0.0102,18.0195,-5705.75,338.08,0.5027,4728
41,88,0.0102,18.0877,-5251.48,339.36,0.5036,4728
45,107,0.0101,17.8745,-6273.48,335.36,0.5051,4728
44,81,0.0101,17.7743,-5571.5,333.48,0.5036,4728
72,92,0.0101,17.8607,-6524.24,335.1,0.5055,4728
61,74,0.0101,17.818,-6563.04,334.3,0.5042,4728
55,116,0.01,17.672,-6377.28,331.56,0.5061,4728
2,12,0.01,17.6826,-12086.69,331.76,0.4882,4728
39,93,0.0097,17.204,-5166.5,322.78,0.5036,4728
51,119,0.0097,17.1656,-6352.28,322.06,0.5078,4728
53,80,0.0096,17.0047,-6403.8,319.04,0.504,4728
45,77,0.0096,16.9919,-5909.75,318.8,0.5034,4728
27,124,0.0096,17.043,-6743.08,319.76,0.503,4728
37,110,0.0096,16.9674,-6507.0,318.34,0.5034,4728
46,75,0.0095,16.832,-5912.75,315.8,0.5032,4728
53,122,0.0095,16.768,-6702.24,314.6,0.5066,4728
42,123,0.0095,16.7744,-6199.12,314.72,0.5068,4728
35,109,0.0094,16.5538,-6138.76,310.58,0.5034,4728
68,88,0.0093,16.4599,-5910.52,308.82,0.5074,4728
37,124,0.0093,16.4802,-5995.64,309.2,0.5053,4728
43,81,0.0093,16.4248,-5454.68,308.16,0.5032,4728
69,87,0.0093,16.4599,-5910.52,308.82,0.5074,4728
71,93,0.0092,16.1796,-6623.78,303.56,0.5055,4728
39,88,0.0091,16.1263,-6030.75,302.56,0.503,4728
44,91,0.0091,16.0314,-6437.06,300.78,0.5034,4728
54,81,0.0091,16.1402,-6623.52,302.82,0.5038,4728
55,80,0.0091,16.1402,-6623.52,302.82,0.5038,4728
75,94,0.0091,16.0058,-6838.54,300.3,0.5051,4728
74,95,0.0091,16.0058,-6838.54,300.3,0.5051,4728
37,98,0.0091,16.0613,-5645.0,301.34,0.5025,4728
29,35,0.0091,16.0101,-9117.46,300.38,0.5015,4728
62,70,0.009,15.8129,-6461.16,296.68,0.5042,4728
43,91,0.009,15.9685,-5900.74,299.6,0.5027,4728
63,69,0.009,15.8129,-6461.16,296.68,0.5042,4728
39,100,0.009,15.9728,-6327.16,299.68,0.5027,4728
42,93,0.009,15.9685,-5900.74,299.6,0.5027,4728
42,92,0.009,15.8832,-5902.34,298.0,0.5025,4728
65,107,0.0088,15.6221,-6691.24,293.1,0.5059,4728
54,114,0.0088,15.5826,-6456.98,292.36,0.5072,4728
62,73,0.0087,15.3662,-6609.04,288.3,0.504,4728
40,86,0.0086,15.1243,-6030.75,283.76,0.5027,4728
43,102,0.0086,15.1914,-5997.82,285.02,0.5042,4728
40,109,0.0086,15.233,-6184.04,285.8,0.5038,4728
42,98,0.0085,15.0006,-6243.4,281.44,0.5032,4728
14,98,0.0084,14.7853,-8153.44,277.4,0.4964,4728
47,92,0.0083,14.6467,-6717.04,274.8,0.5032,4728
41,116,0.0082,14.4911,-6111.96,271.88,0.5057,4728
46,108,0.0082,14.4868,-6127.04,271.8,0.5053,4728
58,110,0.0082,14.554,-6355.78,273.06,0.5061,4728
42,118,0.0082,14.4314,-6165.08,270.76,0.5055,4728
3,10,0.0081,14.3418,-12934.14,269.08,0.4922,4728
41,92,0.008,14.2118,-5902.7,266.64,0.503,4728
42,90,0.008,14.2118,-5902.7,266.64,0.503,4728
57,79,0.0079,13.8994,-6436.56,260.78,0.5042,4728
42,117,0.0079,13.8717,-6165.08,260.26,0.5055,4728
50,115,0.0078,13.7971,-6145.58,258.86,0.5078,4728
14,97,0.0078,13.7726,-8153.44,258.4,0.4966,4728
39,91,0.0078,13.7438,-5251.48,257.86,0.5034,4728
50,117,0.0078,13.7129,-5711.56,257.28,0.5076,4728
41,97,0.0076,13.4411,-6327.16,252.18,0.503,4728
43,120,0.0076,13.4464,-6258.06,252.28,0.5057,4728
30,123,0.0075,13.1756,-6852.14,247.2,0.5038,4728
62,95,0.0075,13.2758,-6495.76,249.08,0.5072,4728
4,12,0.0075,13.1842,-10059.74,247.36,0.4958,4728
53,83,0.0075,13.2343,-6777.04,248.3,0.5036,4728
32,112,0.0074,13.1554,-5919.92,246.82,0.5038,4728
30,34,0.0073,12.9454,-9174.96,242.88,0.5013,4728
52,124,0.0073,12.891,-6755.98,241.86,0.5063,4728
61,96,0.0072,12.6981,-6586.6,238.24,0.5072,4728
56,115,0.0072,12.6618,-6357.78,237.56,0.5061,4728
52,113,0.0072,12.7791,-5831.58,239.76,0.5076,4728
35,113,0.0072,12.7173,-6534.74,238.6,0.5036,4728
33,116,0.0071,12.6096,-6246.26,236.58,0.504,4728
31,33,0.0071,12.4657,-9183.96,233.88,0.5011,4728
60,111,0.007,12.3708,-6838.74,232.1,0.5061,4728
38,99,0.0069,12.2003,-5495.44,228.9,0.503,4728
34,105,0.0068,12.0617,-5519.54,226.3,0.5025,4728
39,112,0.0068,11.9817,-6184.04,224.8,0.504,4728
4,13,0.0067,11.9124,-10506.1,223.5,0.4958,4728
43,116,0.0066,11.7131,-6195.08,219.76,0.5053,4728
46,88,0.0066,11.7152,-6352.54,219.8,0.5036,4728
52,120,0.0066,11.6491,-6764.78,218.56,0.5061,4728
42,84,0.0066,11.7248,-5453.75,219.98,0.5038,4728
57,115,0.0065,11.486,-6439.34,215.5,0.5068,4728
39,94,0.0064,11.3698,-5315.0,213.32,0.503,4728
57,75,0.0063,11.0884,-6403.8,208.04,0.504,4728
38,90,0.0063,11.1428,-6093.75,209.06,0.5027,4728
40,87,0.0063,11.0895,-6076.25,208.06,0.5027,4728
34,103,0.0063,11.0703,-5519.54,207.7,0.5025,4728
41,94,0.0062,11.0063,-5902.34,206.5,0.5023,4728
56,104,0.0062,10.9936,-6544.58,206.26,0.5072,4728
47,87,0.0062,10.9957,-6352.54,206.3,0.5036,4728
54,118,0.0062,10.9829,-6502.78,206.06,0.5059,4728
40,111,0.0061,10.7569,-5848.02,201.82,0.504,4728
39,92,0.0061,10.758,-5251.48,201.84,0.5036,4728
54,119,0.0059,10.4232,-6801.78,195.56,0.5061,4728
41,100,0.0059,10.3369,-6310.4,193.94,0.5032,4728
57,77,0.0059,10.4105,-6623.52,195.32,0.5036,4728
40,110,0.0058,10.3294,-6184.04,193.8,0.5038,4728
64,68,0.0057,10.1098,-6461.16,189.68,0.504,4728
65,67,0.0057,10.1098,-6461.16,189.68,0.504,4728
29,123,0.0057,10.0278,-6163.1,188.14,0.504,4728
58,114,0.0057,9.999,-6467.24,187.6,0.5066,4728
40,118,0.0055,9.7996,-5944.48,183.86,0.5055,4728
67,89,0.0055,9.7709,-6036.02,183.32,0.5072,4728
39,89,0.0055,9.6504,-6103.25,181.06,0.5025,4728
46,105,0.0054,9.5331,-6303.48,178.86,0.5047,4728
33,111,0.0054,9.5363,-5919.92,178.92,0.5036,4728
47,89,0.0054,9.4884,-6676.82,178.02,0.5032,4728
35,114,0.0054,9.5555,-6333.56,179.28,0.5038,4728
38,124,0.0054,9.611,-5729.02,180.32,0.5053,4728
58,74,0.0052,9.176,-6293.68,172.16,0.5042,4728
33,107,0.0051,8.9383,-5519.54,167.7,0.5025,4728
19,40,0.0048,8.4853,-8713.64,159.2,0.5004,4728
37,109,0.0048,8.4586,-6555.64,158.7,0.5027,4728
51,121,0.0048,8.4512,-6764.78,158.56,0.5061,4728
15,55,0.0047,8.3062,-8802.5,155.84,0.4966,4728
38,122,0.0047,8.2721,-5767.64,155.2,0.5049,4728
38,95,0.0047,8.2785,-5315.0,155.32,0.503,4728
29,116,0.0046,8.1079,-6383.25,152.12,0.5023,4728
36,109,0.0044,7.7338,-6488.74,145.1,0.504,4728
45,108,0.0043,7.5909,-6249.92,142.42,0.5051,4728
41,125,0.0043,7.56,-6308.5,141.84,0.5059,4728
36,111,0.0043,7.6591,-6555.64,143.7,0.5034,4728
68,80,0.0042,7.3361,-5798.0,137.64,0.5059,4728
67,81,0.0042,7.3361,-5798.0,137.64,0.5059,4728
73,74,0.0042,7.3361,-5798.0,137.64,0.5059,4728
50,116,0.0042,7.3436,-5711.56,137.78,0.5074,4728
47,104,0.0042,7.3479,-6123.48,137.86,0.5044,4728
54,82,0.004,7.1048,-6777.04,133.3,0.5038,4728
44,116,0.004,7.1432,-6149.82,134.02,0.5051,4728
70,86,0.0039,6.8127,-5910.52,127.82,0.507,4728
45,91,0.0038,6.7498,-6291.2,126.64,0.5032,4728
42,104,0.0038,6.6369,-5997.82,124.52,0.5036,4728
54,121,0.0038,6.7744,-6576.74,127.1,0.5066,4728
55,115,0.0038,6.7189,-6502.78,126.06,0.5059,4728
41,105,0.0036,6.2904,-6225.82,118.02,0.5034,4728
41,120,0.0035,6.1614,-5828.74,115.6,0.5057,4728
55,81,0.0034,5.9855,-6823.04,112.3,0.5038,4728
27,122,0.0034,5.9514,-6453.18,111.66,0.5023,4728
36,107,0.0034,5.9994,-6051.28,112.56,0.5034,4728
44,108,0.0033,5.8246,-6194.56,109.28,0.5047,4728
52,116,0.0033,5.8661,-6627.28,110.06,0.5076,4728
57,98,0.0032,5.6434,-5634.06,105.88,0.5063,4728
60,75,0.0032,5.6935,-6545.52,106.82,0.5042,4728
39,97,0.0031,5.5378,-5495.44,103.9,0.5027,4728
37,106,0.003,5.3331,-6051.28,100.06,0.5034,4728
56,117,0.003,5.3086,-6555.24,99.6,0.5066,4728
42,114,0.0029,5.1892,-5861.48,97.36,0.5057,4728
41,106,0.0029,5.0379,-6149.32,94.52,0.5036,4728
44,95,0.0028,4.8854,-6628.18,91.66,0.5032,4728
51,103,0.0028,4.9206,-6529.52,92.32,0.5059,4728
46,92,0.0027,4.8055,-6628.18,90.16,0.5032,4728
54,93,0.0027,4.7223,-5793.74,88.6,0.5051,4728
64,79,0.0027,4.7127,-6699.92,88.42,0.5055,4728
37,105,0.0026,4.5337,-6051.28,85.06,0.5032,4728
39,96,0.0026,4.5102,-5534.22,84.62,0.5027,4728
34,110,0.0026,4.5838,-6067.34,86.0,0.5034,4728
32,114,0.0025,4.4196,-5944.92,82.92,0.5038,4728
43,118,0.0025,4.4249,-6329.82,83.02,0.5055,4728
40,98,0.0024,4.2469,-6327.16,79.68,0.5032,4728
41,96,0.0024,4.2469,-6327.16,79.68,0.5032,4728
39,121,0.0023,4.0678,-5729.02,76.32,0.5051,4728
32,118,0.0021,3.7086,-6246.26,69.58,0.504,4728
40,91,0.002,3.6126,-5542.04,67.78,0.5036,4728
37,122,0.002,3.4751,-6069.64,65.2,0.5042,4728
56,90,0.0019,3.3365,-6498.74,62.6,0.5053,4728
58,87,0.0019,3.2737,-6699.92,61.42,0.5055,4728
61,72,0.0019,3.3408,-6461.16,62.68,0.504,4728
38,97,0.0019,3.3493,-5645.0,62.84,0.5027,4728
38,98,0.0019,3.3227,-5645.0,62.34,0.5025,4728
30,124,0.0018,3.2619,-6852.14,61.2,0.5036,4728
45,90,0.0018,3.1596,-6370.06,59.28,0.5032,4728
64,103,0.0017,3.0701,-6908.74,57.6,0.5057,4728
39,111,0.0017,3.0807,-6338.04,57.8,0.5036,4728
52,85,0.0017,3.0274,-6823.04,56.8,0.5034,4728
3,11,0.0015,2.6927,-12146.99,50.52,0.4932,4728
41,86,0.0015,2.568,-5452.66,48.18,0.5034,4728
40,107,0.0015,2.5893,-6326.26,48.58,0.5036,4728
46,91,0.0014,2.5594,-6676.82,48.02,0.503,4728
42,105,0.0014,2.455,-6210.78,46.06,0.5038,4728
45,93,0.0014,2.5594,-6676.82,48.02,0.503,4728
29,125,0.0013,2.3239,-6820.14,43.6,0.5038,4728
34,114,0.0013,2.2887,-6167.4,42.94,0.5036,4728
18,43,0.0012,2.1213,-9089.04,39.8,0.5,4728
42,103,0.0012,2.1597,-6225.82,40.52,0.5036,4728
49,121,0.0012,2.067,-6393.06,38.78,0.5076,4728
66,90,0.0012,2.1725,-6282.58,40.76,0.507,4728
46,89,0.0011,1.9529,-6291.2,36.64,0.5032,4728
60,73,0.0011,2.0083,-6461.16,37.68,0.5038,4728
59,74,0.0011,2.0083,-6461.16,37.68,0.5038,4728
58,113,0.001,1.6789,-6439.34,31.5,0.5068,4728
38,110,0.001,1.6832,-6393.26,31.58,0.5034,4728
35,103,0.001,1.6949,-5519.54,31.8,0.5021,4728
44,115,0.0009,1.6001,-6149.82,30.02,0.5051,4728
42,94,0.0009,1.5286,-6713.16,28.68,0.503,4728
29,122,0.0008,1.3666,-6226.2,25.64,0.5038,4728
49,123,0.0007,1.2291,-6025.28,23.06,0.5074,4728
59,83,0.0007,1.1854,-6529.1,22.24,0.5053,4728
43,103,0.0007,1.2557,-6319.28,23.56,0.504,4728
42,101,0.0006,1.1236,-6086.76,21.08,0.5034,4728
45,111,0.0005,0.8134,-6015.08,15.26,0.5053,4728
43,94,0.0004,0.7878,-6437.06,14.78,0.5027,4728
42,97,0.0004,0.694,-6511.82,13.02,0.5027,4728
38,96,0.0004,0.711,-5645.0,13.34,0.5027,4728
40,117,0.0004,0.7856,-6165.6,14.74,0.5047,4728
45,112,0.0003,0.5415,-6019.68,10.16,0.5051,4728
63,78,0.0003,0.5191,-6529.1,9.74,0.5053,4728
33,110,0.0002,0.3187,-6196.86,5.98,0.5034,4728
49,117,0.0001,0.1524,-6145.58,2.86,0.5076,4728
64,71,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
77,78,0.0,0.0171,-5761.25,0.32,0.5074,4728
58,78,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
65,70,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
63,72,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
67,68,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
66,69,-0.0,-0.0618,-6898.5,-1.16,0.5038,4728
43,82,0.0,0.0789,-5672.25,1.48,0.5034,4728
76,79,0.0,0.0171,-5761.25,0.32,0.5074,4728
29,126,-0.0002,-0.3944,-6820.14,-7.4,0.5036,4728
42,102,-0.0003,-0.5746,-6249.12,-10.78,0.5032,4728
38,109,-0.0005,-0.856,-6230.9,-16.06,0.5034,4728
43,110,-0.0005,-0.9711,-6194.56,-18.22,0.5044,4728
48,104,-0.0006,-1.1331,-6513.1,-21.26,0.5047,4728
31,120,-0.0006,-1.002,-6852.14,-18.8,0.5036,4728
67,74,-0.0007,-1.293,-6848.1,-24.26,0.5053,4728
66,75,-0.0007,-1.293,-6848.1,-24.26,0.5053,4728
41,121,-0.0007,-1.2994,-6295.22,-24.38,0.5055,4728
46,109,-0.0007,-1.212,-6347.58,-22.74,0.5055,4728
52,125,-0.0007,-1.3005,-6702.24,-24.4,0.5063,4728
70,72,-0.0009,-1.5499,-6587.42,-29.08,0.5055,4728
43,105,-0.0009,-1.5958,-6149.78,-29.94,0.504,4728
14,99,-0.0009,-1.5148,-7763.26,-28.42,0.4964,4728
69,73,-0.0009,-1.5499,-6587.42,-29.08,0.5055,4728
52,101,-0.0009,-1.6651,-6712.58,-31.24,0.5057,4728
60,84,-0.001,-1.7898,-6699.92,-33.58,0.5053,4728
37,115,-0.001,-1.7376,-6454.44,-32.6,0.5034,4728
61,83,-0.001,-1.7898,-6699.92,-33.58,0.5053,4728
42,116,-0.0012,-2.1927,-6229.98,-41.14,0.5051,4728
47,111,-0.0012,-2.2023,-6340.66,-41.32,0.5053,4728
44,107,-0.0012,-2.2002,-6248.12,-41.28,0.504,4728
38,123,-0.0013,-2.3079,-5767.64,-43.3,0.5049,4728
46,106,-0.0013,-2.246,-6303.48,-42.14,0.5042,4728
49,122,-0.0014,-2.3942,-6232.26,-44.92,0.5076,4728
37,101,-0.0014,-2.4187,-5606.22,-45.38,0.5025,4728
42,115,-0.0014,-2.5392,-6229.98,-47.64,0.5053,4728
33,119,-0.0015,-2.714,-6506.26,-50.92,0.5042,4728
40,97,-0.0016,-2.762,-6327.16,-51.82,0.5027,4728
44,92,-0.0016,-2.8366,-6437.06,-53.22,0.5027,4728
40,119,-0.0016,-2.7524,-5944.48,-51.64,0.5055,4728
54,107,-0.0017,-2.9624,-6360.42,-55.58,0.5068,4728
38,101,-0.0017,-3.0157,-6033.42,-56.58,0.5032,4728
41,103,-0.0018,-3.1404,-6240.76,-58.92,0.5034,4728
59,112,-0.0019,-3.4325,-6467.24,-64.4,0.5063,4728
37,99,-0.0019,-3.3131,-5645.0,-62.16,0.5025,4728
71,72,-0.0019,-3.3355,-6829.42,-62.58,0.5057,4728
70,73,-0.0019,-3.3355,-6829.42,-62.58,0.5057,4728
41,118,-0.0019,-3.4442,-6480.46,-64.62,0.5055,4728
50,104,-0.002,-3.5807,-6529.52,-67.18,0.5057,4728
49,106,-0.002,-3.5807,-6529.52,-67.18,0.5057,4728
56,80,-0.002,-3.4762,-6436.56,-65.22,0.504,4728
43,107,-0.0022,-3.8056,-6047.24,-71.4,0.5044,4728
58,97,-0.0022,-3.9506,-5814.06,-74.12,0.5061,4728
43,117,-0.0023,-4.023,-6329.82,-75.48,0.5051,4728
43,115,-0.0023,-4.0369,-6195.08,-75.74,0.5053,4728
66,67,-0.0023,-4.1147,-6373.04,-77.2,0.5038,4728
55,117,-0.0024,-4.3141,-6676.28,-80.94,0.5059,4728
42,120,-0.0024,-4.2362,-6329.82,-79.48,0.5053,4728
37,108,-0.0025,-4.3865,-6555.64,-82.3,0.503,4728
44,113,-0.0025,-4.3567,-6195.08,-81.74,0.5055,4728
44,117,-0.0026,-4.5742,-6426.66,-85.82,0.5051,4728
45,115,-0.0026,-4.5742,-6426.66,-85.82,0.5051,4728
37,118,-0.0027,-4.8257,-6568.88,-90.54,0.504,4728
53,120,-0.0028,-4.9537,-6801.78,-92.94,0.5057,4728
45,106,-0.0028,-4.8908,-6420.6,-91.76,0.5044,4728
42,113,-0.0029,-5.1477,-6297.92,-96.58,0.5053,4728
63,70,-0.003,-5.3129,-6623.52,-99.68,0.5038,4728
62,71,-0.003,-5.3129,-6623.52,-99.68,0.5038,4728
33,121,-0.0032,-5.6231,-6346.84,-105.5,0.5042,4728
49,119,-0.0033,-5.7691,-6145.58,-108.24,0.5078,4728
39,117,-0.0033,-5.767,-6230.54,-108.2,0.5038,4728
41,104,-0.0033,-5.8885,-6379.82,-110.48,0.5034,4728
42,106,-0.0033,-5.8597,-6319.28,-109.94,0.5036,4728
46,107,-0.0035,-6.187,-6364.42,-116.08,0.5049,4728
34,106,-0.0035,-6.1135,-5519.54,-114.7,0.5021,4728
33,120,-0.0035,-6.1827,-6346.84,-116.0,0.5042,4728
68,73,-0.0036,-6.3565,-6848.1,-119.26,0.5051,4728
43,121,-0.0036,-6.3842,-6351.62,-119.78,0.5061,4728
51,102,-0.0036,-6.4354,-6583.08,-120.74,0.5055,4728
70,71,-0.0038,-6.7029,-6848.1,-125.76,0.5051,4728
69,72,-0.0038,-6.7029,-6848.1,-125.76,0.5051,4728
64,77,-0.0038,-6.7296,-6848.1,-126.26,0.5053,4728
46,113,-0.0038,-6.6528,-6340.66,-124.82,0.5051,4728
52,121,-0.0039,-6.8298,-6456.98,-128.14,0.5059,4728
53,119,-0.0039,-6.8298,-6456.98,-128.14,0.5059,4728
36,110,-0.0039,-6.8703,-6534.74,-128.9,0.5036,4728
49,104,-0.004,-7.0302,-6319.74,-131.9,0.5053,4728
66,77,-0.004,-7.0931,-6829.42,-133.08,0.5055,4728
42,119,-0.004,-7.0878,-6299.82,-132.98,0.5051,4728
65,84,-0.0041,-7.2125,-6112.75,-135.32,0.5055,4728
31,113,-0.0041,-7.2253,-5928.3,-135.56,0.5034,4728
39,107,-0.0042,-7.4118,-6230.9,-139.06,0.5036,4728
40,106,-0.0042,-7.4076,-6379.82,-138.98,0.5032,4728
46,103,-0.0042,-7.4299,-6081.74,-139.4,0.5042,4728
53,94,-0.0043,-7.5568,-6031.12,-141.78,0.5049,4728
4,17,-0.0043,-7.5611,-12983.46,-141.86,0.4945,4728
49,102,-0.0043,-7.6357,-6587.1,-143.26,0.5042,4728
61,108,-0.0044,-7.8297,-6849.74,-146.9,0.5061,4728
47,107,-0.0045,-7.8745,-6347.58,-147.74,0.5053,4728
2,5,-0.0045,-7.9853,-9820.49,-149.82,0.4814,4728
49,105,-0.0046,-8.0663,-6266.18,-151.34,0.5053,4728
37,116,-0.0046,-8.158,-6743.9,-153.06,0.5036,4728
44,112,-0.0046,-8.061,-6195.08,-151.24,0.5053,4728
61,91,-0.0046,-8.1857,-6206.02,-153.58,0.5063,4728
48,107,-0.0046,-8.0663,-6266.18,-151.34,0.5053,4728
37,121,-0.0048,-8.4021,-6292.48,-157.64,0.5038,4728
29,117,-0.0048,-8.4682,-6723.72,-158.88,0.5021,4728
54,92,-0.0048,-8.4362,-6417.12,-158.28,0.5051,4728
39,120,-0.0049,-8.7006,-6153.08,-163.24,0.5047,4728
48,106,-0.0049,-8.626,-6266.18,-161.84,0.5053,4728
32,113,-0.0049,-8.6388,-5969.92,-162.08,0.5036,4728
62,80,-0.005,-8.7923,-6824.8,-164.96,0.5055,4728
40,123,-0.0051,-9.0577,-6096.28,-169.94,0.5055,4728
35,102,-0.0051,-9.014,-5720.96,-169.12,0.5021,4728
55,91,-0.0051,-8.949,-6179.74,-167.9,0.5051,4728
54,83,-0.0051,-8.9927,-6572.56,-168.72,0.5038,4728
54,117,-0.0052,-9.2709,-6502.78,-173.94,0.5057,4728
59,99,-0.0052,-9.2507,-6894.4,-173.56,0.5068,4728
34,112,-0.0053,-9.4031,-6138.76,-176.42,0.503,4728
38,119,-0.0053,-9.2848,-6458.54,-174.2,0.504,4728
52,122,-0.0053,-9.3349,-6755.98,-175.14,0.5059,4728
37,100,-0.0054,-9.4958,-5716.0,-178.16,0.5021,4728
41,107,-0.0055,-9.6973,-6438.78,-181.94,0.5036,4728
35,105,-0.0055,-9.7218,-5476.75,-182.4,0.5025,4728
19,41,-0.0055,-9.7218,-9347.24,-182.4,0.5,4728
34,35,-0.0055,-9.7016,-9861.86,-182.02,0.4975,4728
50,124,-0.0056,-9.9105,-6489.78,-185.94,0.5059,4728
39,123,-0.0056,-9.8519,-5872.18,-184.84,0.5055,4728
61,81,-0.0057,-10.0342,-6848.1,-188.26,0.5053,4728
37,117,-0.0057,-10.1568,-6676.9,-190.56,0.5038,4728
34,109,-0.0058,-10.2868,-6067.34,-193.0,0.503,4728
51,104,-0.0059,-10.4019,-6855.5,-195.16,0.5059,4728
73,82,-0.0059,-10.3497,-5910.52,-194.18,0.5074,4728
72,83,-0.0059,-10.3497,-5910.52,-194.18,0.5074,4728
61,109,-0.0059,-10.4414,-6838.74,-195.9,0.5059,4728
74,81,-0.0059,-10.3497,-5910.52,-194.18,0.5074,4728
48,108,-0.006,-10.5895,-6504.52,-198.68,0.5055,4728
37,125,-0.0061,-10.8358,-5995.64,-203.3,0.5049,4728
37,119,-0.0061,-10.8219,-6681.38,-203.04,0.5038,4728
39,122,-0.0061,-10.6972,-6036.04,-200.7,0.5053,4728
36,102,-0.0062,-10.9626,-5647.25,-205.68,0.5021,4728
60,110,-0.0062,-10.9211,-6607.74,-204.9,0.5061,4728
49,125,-0.0062,-10.9232,-6489.78,-204.94,0.5061,4728
40,112,-0.0063,-11.0618,-6186.88,-207.54,0.504,4728
59,96,-0.0063,-11.1524,-6021.18,-209.24,0.5063,4728
30,117,-0.0063,-11.0479,-5863.02,-207.28,0.5036,4728
35,112,-0.0064,-11.3475,-6534.74,-212.9,0.5034,4728
65,91,-0.0065,-11.5511,-6541.56,-216.72,0.507,4728
43,104,-0.0065,-11.5628,-6319.28,-216.94,0.5034,4728
44,94,-0.0066,-11.7248,-6830.82,-219.98,0.503,4728
45,114,-0.0066,-11.6896,-6426.66,-219.32,0.5049,4728
