date,USDMXN_Mexico
2007-04-27 00:00:00,10.9206
2007-04-30 00:00:00,10.9658
2007-05-01 00:00:00,10.936
2007-05-02 00:00:00,10.9153
2007-05-03 00:00:00,10.9151
2007-05-04 00:00:00,10.8809
2007-05-07 00:00:00,10.8332
2007-05-08 00:00:00,10.8458
2007-05-09 00:00:00,10.7923
2007-05-10 00:00:00,10.8495
2007-05-11 00:00:00,10.7981
2007-05-14 00:00:00,10.799
2007-05-15 00:00:00,10.8076
2007-05-16 00:00:00,10.7829
2007-05-17 00:00:00,10.8123
2007-05-18 00:00:00,10.8005
2007-05-21 00:00:00,10.7693
2007-05-22 00:00:00,10.795
2007-05-23 00:00:00,10.8012
2007-05-24 00:00:00,10.8388
2007-05-25 00:00:00,10.786
2007-05-28 00:00:00,10.7847
2007-05-29 00:00:00,10.8138
2007-05-30 00:00:00,10.7455
2007-05-31 00:00:00,10.7416
2007-06-01 00:00:00,10.7153
2007-06-04 00:00:00,10.7625
2007-06-05 00:00:00,10.808
2007-06-06 00:00:00,10.8632
2007-06-07 00:00:00,10.9523
2007-06-08 00:00:00,10.9115
2007-06-11 00:00:00,10.9133
2007-06-12 00:00:00,11.0163
2007-06-13 00:00:00,10.9223
2007-06-14 00:00:00,10.874
2007-06-15 00:00:00,10.7751
2007-06-18 00:00:00,10.7813
2007-06-19 00:00:00,10.7408
2007-06-20 00:00:00,10.8434
2007-06-21 00:00:00,10.8165
2007-06-22 00:00:00,10.8424
2007-06-25 00:00:00,10.848
2007-06-26 00:00:00,10.873
2007-06-27 00:00:00,10.817
2007-06-28 00:00:00,10.8048
2007-06-29 00:00:00,10.8084
2007-07-02 00:00:00,10.7578
2007-07-03 00:00:00,10.7745
2007-07-04 00:00:00,10.7568
2007-07-05 00:00:00,10.8015
2007-07-06 00:00:00,10.7692
2007-07-09 00:00:00,10.7632
2007-07-10 00:00:00,10.8438
2007-07-11 00:00:00,10.8023
2007-07-12 00:00:00,10.7588
2007-07-13 00:00:00,10.7607
2007-07-16 00:00:00,10.7825
2007-07-17 00:00:00,10.747
2007-07-18 00:00:00,10.7378
2007-07-19 00:00:00,10.7478
2007-07-20 00:00:00,10.7935
2007-07-23 00:00:00,10.7674
2007-07-24 00:00:00,10.8373
2007-07-25 00:00:00,10.8596
2007-07-26 00:00:00,10.9728
2007-07-27 00:00:00,11.0125
2007-07-30 00:00:00,10.9208
2007-07-31 00:00:00,10.986
2007-08-01 00:00:00,10.9439
2007-08-02 00:00:00,10.9448
2007-08-03 00:00:00,10.9985
2007-08-06 00:00:00,10.9592
2007-08-07 00:00:00,10.9527
2007-08-08 00:00:00,10.9244
2007-08-09 00:00:00,11.0065
2007-08-10 00:00:00,11.0025
2007-08-13 00:00:00,11.0283
2007-08-14 00:00:00,11.0917
2007-08-15 00:00:00,11.1951
2007-08-16 00:00:00,11.1906
2007-08-17 00:00:00,11.0823
2007-08-20 00:00:00,11.1219
2007-08-21 00:00:00,11.1422
2007-08-22 00:00:00,11.0493
2007-08-23 00:00:00,11.0685
2007-08-24 00:00:00,11.0063
2007-08-27 00:00:00,11.071
2007-08-28 00:00:00,11.1459
2007-08-29 00:00:00,11.077
2007-08-30 00:00:00,11.078
2007-08-31 00:00:00,11.0303
2007-09-03 00:00:00,11.0201
2007-09-04 00:00:00,11.0288
2007-09-05 00:00:00,11.0792
2007-09-06 00:00:00,11.0562
2007-09-07 00:00:00,11.1412
2007-09-10 00:00:00,11.1254
2007-09-11 00:00:00,11.0853
2007-09-12 00:00:00,11.1043
2007-09-13 00:00:00,11.1122
2007-09-14 00:00:00,11.1223
2007-09-17 00:00:00,11.1382
2007-09-18 00:00:00,10.9988
2007-09-19 00:00:00,10.9904
2007-09-20 00:00:00,10.9923
2007-09-21 00:00:00,10.9588
2007-09-24 00:00:00,10.9518
2007-09-25 00:00:00,10.9288
2007-09-26 00:00:00,10.92
2007-09-27 00:00:00,10.9175
2007-09-28 00:00:00,10.9355
2007-10-01 00:00:00,10.891
2007-10-02 00:00:00,10.9029
2007-10-03 00:00:00,10.9089
2007-10-04 00:00:00,10.8765
2007-10-05 00:00:00,10.8515
2007-10-08 00:00:00,10.8481
2007-10-09 00:00:00,10.8287
2007-10-10 00:00:00,10.8255
2007-10-11 00:00:00,10.8352
2007-10-12 00:00:00,10.8076
2007-10-15 00:00:00,10.8174
2007-10-16 00:00:00,10.8174
2007-10-17 00:00:00,10.8186
2007-10-18 00:00:00,10.7818
2007-10-19 00:00:00,10.8275
2007-10-22 00:00:00,10.8217
2007-10-23 00:00:00,10.8252
2007-10-24 00:00:00,10.8343
2007-10-25 00:00:00,10.8135
2007-10-26 00:00:00,10.7345
2007-10-29 00:00:00,10.7121
2007-10-30 00:00:00,10.7354
2007-10-31 00:00:00,10.6542
2007-11-01 00:00:00,10.7121
2007-11-02 00:00:00,10.6925
2007-11-05 00:00:00,10.725
2007-11-06 00:00:00,10.6991
2007-11-07 00:00:00,10.7925
2007-11-08 00:00:00,10.8085
2007-11-09 00:00:00,10.8905
2007-11-12 00:00:00,10.9478
2007-11-13 00:00:00,10.854
2007-11-14 00:00:00,10.9017
2007-11-15 00:00:00,10.939
2007-11-16 00:00:00,10.9313
2007-11-19 00:00:00,10.9931
2007-11-20 00:00:00,10.966
2007-11-21 00:00:00,10.9875
2007-11-22 00:00:00,10.9675
2007-11-23 00:00:00,10.9735
2007-11-26 00:00:00,11.0161
2007-11-27 00:00:00,10.9662
2007-11-28 00:00:00,10.9273
2007-11-29 00:00:00,10.9159
2007-11-30 00:00:00,10.9202
2007-12-03 00:00:00,10.9056
2007-12-04 00:00:00,10.8868
2007-12-05 00:00:00,10.845
2007-12-06 00:00:00,10.829
2007-12-07 00:00:00,10.8228
2007-12-10 00:00:00,10.8091
2007-12-11 00:00:00,10.8805
2007-12-12 00:00:00,10.8405
2007-12-13 00:00:00,10.8297
2007-12-14 00:00:00,10.8384
2007-12-17 00:00:00,10.8697
2007-12-18 00:00:00,10.8481
2007-12-19 00:00:00,10.8393
2007-12-20 00:00:00,10.8289
2007-12-21 00:00:00,10.824
2007-12-24 00:00:00,10.8155
2007-12-25 00:00:00,10.815
2007-12-26 00:00:00,10.8201
2007-12-27 00:00:00,10.8796
2007-12-28 00:00:00,10.9036
2007-12-31 00:00:00,10.8988
2008-01-01 00:00:00,10.8902
2008-01-02 00:00:00,10.915
