date,COMEX_Copper_Net_NonCommercial_Longs
2019-06-11 00:00:00,-30521.0
2019-06-18 00:00:00,-23952.0
2019-06-25 00:00:00,-26539.0
2019-07-02 00:00:00,-29216.0
2019-07-09 00:00:00,-39987.0
2019-07-16 00:00:00,-31943.0
2019-07-23 00:00:00,-24049.0
2019-07-30 00:00:00,-28755.0
2019-08-06 00:00:00,-58449.0
2019-08-13 00:00:00,-53600.0
2019-08-20 00:00:00,-48945.0
2019-08-27 00:00:00,-58480.0
2019-09-03 00:00:00,-58841.0
2019-09-10 00:00:00,-41186.0
2019-09-17 00:00:00,-36950.0
2019-09-24 00:00:00,-40739.0
2019-10-01 00:00:00,-46773.0
2019-10-08 00:00:00,-48093.0
2019-10-15 00:00:00,-47255.0
2019-10-22 00:00:00,-41573.0
2019-10-29 00:00:00,-25225.0
2019-11-05 00:00:00,-23311.0
2019-11-12 00:00:00,-26287.0
2019-11-19 00:00:00,-35106.0
2019-11-26 00:00:00,-38562.0
2019-12-03 00:00:00,-37707.0
2019-12-10 00:00:00,-17148.0
2019-12-17 00:00:00,169.0
2019-12-24 00:00:00,3467.0
2019-12-31 00:00:00,5144.0
2020-01-07 00:00:00,-3140.0
2020-01-14 00:00:00,3467.0
2020-01-21 00:00:00,5789.0
2020-01-28 00:00:00,-14390.0
2020-02-04 00:00:00,-34319.0
2020-02-11 00:00:00,-45659.0
2020-02-18 00:00:00,-42013.0
2020-02-25 00:00:00,-44219.0
2020-03-03 00:00:00,-38880.0
2020-03-10 00:00:00,-39066.0
2020-03-17 00:00:00,-38055.0
2020-03-24 00:00:00,-26447.0
2020-03-31 00:00:00,-24833.0
2020-04-07 00:00:00,-25576.0
2020-04-14 00:00:00,-24730.0
2020-04-21 00:00:00,-20922.0
2020-04-28 00:00:00,-16783.0
2020-05-05 00:00:00,-19157.0
2020-05-12 00:00:00,-15529.0
2020-05-19 00:00:00,-13416.0
2020-05-26 00:00:00,-9639.0
2020-06-02 00:00:00,-946.0
2020-06-09 00:00:00,12311.0
2020-06-16 00:00:00,9602.0
2020-06-23 00:00:00,16698.0
2020-06-30 00:00:00,20577.0
2020-07-07 00:00:00,23812.0
2020-07-14 00:00:00,33408.0
2020-07-21 00:00:00,38634.0
2020-07-28 00:00:00,42490.0
2020-08-04 00:00:00,38850.0
2020-08-11 00:00:00,33633.0
2020-08-18 00:00:00,43518.0
2020-08-25 00:00:00,47864.0
2020-09-01 00:00:00,53116.0
2020-09-08 00:00:00,55750.0
2020-09-15 00:00:00,58607.0
2020-09-22 00:00:00,67841.0
2020-09-29 00:00:00,54062.0
2020-10-06 00:00:00,53578.0
2020-10-13 00:00:00,59216.0
2020-10-20 00:00:00,67265.0
2020-10-27 00:00:00,66916.0
2020-11-03 00:00:00,61138.0
2020-11-10 00:00:00,65069.0
2020-11-17 00:00:00,67162.0
2020-11-24 00:00:00,73771.0
2020-12-01 00:00:00,79856.0
2020-12-08 00:00:00,80039.0
2020-12-15 00:00:00,72120.0
2020-12-22 00:00:00,71438.0
2020-12-29 00:00:00,71281.0
2021-01-05 00:00:00,69238.0
2021-01-12 00:00:00,66642.0
2021-01-19 00:00:00,68106.0
2021-01-26 00:00:00,70268.0
2021-02-02 00:00:00,66346.0
2021-02-09 00:00:00,71295.0
2021-02-16 00:00:00,73909.0
2021-02-23 00:00:00,75405.0
2021-03-02 00:00:00,66017.0
2021-03-09 00:00:00,51379.0
2021-03-16 00:00:00,46379.0
2021-03-23 00:00:00,45408.0
2021-03-30 00:00:00,43867.0
2021-04-06 00:00:00,43010.0
2021-04-13 00:00:00,35995.0
2021-04-20 00:00:00,42863.0
2021-04-27 00:00:00,49261.0
2021-05-04 00:00:00,53770.0
2021-05-11 00:00:00,45831.0
2021-05-18 00:00:00,38978.0
2021-05-25 00:00:00,23713.0
2021-06-01 00:00:00,18523.0
2021-06-08 00:00:00,14635.0
2021-06-15 00:00:00,10771.0
2021-06-22 00:00:00,7686.0
2021-06-29 00:00:00,11361.0
2021-07-06 00:00:00,15773.0
2021-07-13 00:00:00,16979.0
2021-07-20 00:00:00,20273.0
2021-07-27 00:00:00,37351.0
2021-08-03 00:00:00,35060.0
2021-08-10 00:00:00,29031.0
2021-08-17 00:00:00,20080.0
2021-08-24 00:00:00,8624.0
2021-08-31 00:00:00,21907.0
2021-09-07 00:00:00,23592.0
2021-09-14 00:00:00,28779.0
2021-09-21 00:00:00,19270.0
2021-09-28 00:00:00,18577.0
2021-10-05 00:00:00,14417.0
2021-10-12 00:00:00,22481.0
2021-10-19 00:00:00,40584.0
2021-10-26 00:00:00,37279.0
2021-11-02 00:00:00,32335.0
2021-11-09 00:00:00,22789.0
2021-11-16 00:00:00,20337.0
2021-11-23 00:00:00,13722.0
2021-11-30 00:00:00,9191.0
2021-12-07 00:00:00,7204.0
2021-12-14 00:00:00,6697.0
2021-12-21 00:00:00,4437.0
2021-12-28 00:00:00,14383.0
2022-01-04 00:00:00,19759.0
2022-01-11 00:00:00,16706.0
2022-01-18 00:00:00,22310.0
2022-01-25 00:00:00,26481.0
2022-02-01 00:00:00,16155.0
2022-02-08 00:00:00,18855.0
2022-02-15 00:00:00,30692.0
2022-02-22 00:00:00,25575.0
2022-03-01 00:00:00,22093.0
2022-03-08 00:00:00,31819.0
2022-03-15 00:00:00,19030.0
2022-03-22 00:00:00,26812.0
2022-03-29 00:00:00,30581.0
2022-04-05 00:00:00,36142.0
2022-04-12 00:00:00,23350.0
2022-04-19 00:00:00,18840.0
2022-04-26 00:00:00,-3785.0
2022-05-03 00:00:00,-15623.0
2022-05-10 00:00:00,-22626.0
2022-05-17 00:00:00,-24408.0
2022-05-24 00:00:00,-19633.0
2022-05-31 00:00:00,-18025.0
2022-06-07 00:00:00,-3714.0
2022-06-14 00:00:00,-13797.0
2022-06-21 00:00:00,-20938.0
2022-06-28 00:00:00,-30696.0
2022-07-05 00:00:00,-31796.0
2022-07-12 00:00:00,-26295.0
2022-07-19 00:00:00,-23836.0
2022-07-26 00:00:00,-26562.0
2022-08-02 00:00:00,-27406.0
2022-08-09 00:00:00,-28477.0
2022-08-16 00:00:00,-28220.0
2022-08-23 00:00:00,-18990.0
2022-08-30 00:00:00,-23255.0
2022-09-06 00:00:00,-23990.0
2022-09-13 00:00:00,-18986.0
2022-09-20 00:00:00,-20286.0
2022-09-27 00:00:00,-27756.0
2022-10-04 00:00:00,-18251.0
2022-10-11 00:00:00,-15899.0
2022-10-18 00:00:00,-20302.0
2022-10-25 00:00:00,-16919.0
2022-11-01 00:00:00,-7484.0
2022-11-08 00:00:00,2913.0
2022-11-15 00:00:00,9821.0
2022-11-22 00:00:00,3104.0
2022-11-29 00:00:00,1984.0
2022-12-06 00:00:00,1679.0
2022-12-13 00:00:00,2556.0
2022-12-20 00:00:00,775.0
2022-12-27 00:00:00,724.0
2023-01-03 00:00:00,-4675.0
2023-01-10 00:00:00,10227.0
2023-01-17 00:00:00,16238.0
2023-01-24 00:00:00,20170.0
2023-01-31 00:00:00,17215.0
2023-02-07 00:00:00,2505.0
2023-02-14 00:00:00,-5511.0
2023-02-21 00:00:00,2049.0
2023-02-28 00:00:00,-6038.0
2023-03-07 00:00:00,-7720.0
2023-03-14 00:00:00,-14156.0
2023-03-21 00:00:00,-12351.0
2023-03-28 00:00:00,-1545.0
2023-04-04 00:00:00,-2954.0
2023-04-11 00:00:00,-4303.0
2023-04-18 00:00:00,8934.0
2023-04-25 00:00:00,-17042.0
2023-05-02 00:00:00,-21742.0
2023-05-09 00:00:00,-24865.0
2023-05-16 00:00:00,-32607.0
2023-05-23 00:00:00,-29808.0
2023-05-30 00:00:00,-35702.0
2023-06-06 00:00:00,-25956.0
2023-06-13 00:00:00,-12906.0
2023-06-20 00:00:00,1888.0
2023-06-27 00:00:00,2940.0
2023-07-04 00:00:00,-8762.0
2023-07-11 00:00:00,-11157.0
2023-07-18 00:00:00,-3550.0
2023-07-25 00:00:00,1159.0
2023-08-01 00:00:00,10744.0
2023-08-08 00:00:00,-10057.0
2023-08-15 00:00:00,-25698.0
2023-08-22 00:00:00,-24615.0
2023-08-29 00:00:00,-16616.0
2023-09-05 00:00:00,-6770.0
2023-09-12 00:00:00,-12334.0
2023-09-19 00:00:00,-16300.0
2023-09-26 00:00:00,-28779.0
2023-10-03 00:00:00,-21912.0
2023-10-10 00:00:00,-14755.0
2023-10-17 00:00:00,-25889.0
2023-10-24 00:00:00,-20760.0
2023-10-31 00:00:00,-17161.0
2023-11-07 00:00:00,-10288.0
2023-11-14 00:00:00,-16608.0
2023-11-21 00:00:00,-3543.0
2023-11-28 00:00:00,-3872.0
2023-12-05 00:00:00,-1994.0
2023-12-12 00:00:00,-4004.0
2023-12-19 00:00:00,5559.0
2023-12-26 00:00:00,7077.0
2024-01-02 00:00:00,8617.0
2024-01-09 00:00:00,-13167.0
2024-01-16 00:00:00,-25306.0
2024-01-23 00:00:00,-29923.0
2024-01-30 00:00:00,-8598.0
2024-02-06 00:00:00,-13710.0
2024-02-13 00:00:00,-32697.0
2024-02-20 00:00:00,-15942.0
2024-02-27 00:00:00,-1603.0
2024-03-05 00:00:00,-5327.0
2024-03-12 00:00:00,5427.0
2024-03-19 00:00:00,31925.0
2024-03-26 00:00:00,23083.0
2024-04-02 00:00:00,20296.0
2024-04-09 00:00:00,42694.0
2024-04-16 00:00:00,47569.0
2024-04-23 00:00:00,58394.0
2024-04-30 00:00:00,58064.0
2024-05-07 00:00:00,62648.0
2024-05-14 00:00:00,61780.0
2024-05-21 00:00:00,71694.0
2024-05-28 00:00:00,65522.0
2024-06-04 00:00:00,61127.0
2024-06-11 00:00:00,61288.0
2024-06-18 00:00:00,52621.0
2024-06-25 00:00:00,50126.0
2024-07-02 00:00:00,49223.0
2024-07-09 00:00:00,56031.0
2024-07-16 00:00:00,58900.0
2024-07-23 00:00:00,42220.0
2024-07-30 00:00:00,24475.0
2024-08-06 00:00:00,19598.0
2024-08-13 00:00:00,15797.0
2024-08-20 00:00:00,20274.0
2024-08-27 00:00:00,17145.0
2024-09-03 00:00:00,12961.0
2024-09-10 00:00:00,12812.0
2024-09-17 00:00:00,19682.0
2024-09-24 00:00:00,33130.0
2024-10-01 00:00:00,43192.0
2024-10-08 00:00:00,43096.0
2024-10-15 00:00:00,35522.0
2024-10-22 00:00:00,32455.0
2024-10-29 00:00:00,23739.0
2024-11-05 00:00:00,23670.0
2024-11-12 00:00:00,20845.0
2024-11-19 00:00:00,15442.0
2024-11-26 00:00:00,9925.0
2024-12-03 00:00:00,10466.0
2024-12-10 00:00:00,10959.0
2024-12-17 00:00:00,5940.0
2024-12-24 00:00:00,1804.0
2024-12-31 00:00:00,759.0
2025-01-07 00:00:00,4270.0
2025-01-14 00:00:00,11838.0
2025-01-21 00:00:00,16663.0
2025-01-28 00:00:00,13045.0
2025-02-04 00:00:00,15421.0
2025-02-11 00:00:00,20896.0
2025-02-18 00:00:00,22063.0
2025-02-25 00:00:00,19022.0
2025-03-04 00:00:00,13012.0
2025-03-11 00:00:00,18598.0
2025-03-18 00:00:00,25192.0
2025-03-25 00:00:00,34104.0
2025-04-01 00:00:00,30025.0
2025-04-08 00:00:00,24241.0
2025-04-15 00:00:00,19477.0
2025-04-22 00:00:00,24765.0
2025-04-29 00:00:00,19369.0
2025-05-06 00:00:00,21703.0
2025-05-13 00:00:00,21522.0
2025-05-20 00:00:00,21038.0
2025-05-27 00:00:00,22581.0
2025-06-03 00:00:00,24094.0
2025-06-10 00:00:00,26351.0
2025-06-17 00:00:00,23800.0
2025-06-24 00:00:00,29433.0
2025-07-01 00:00:00,33690.0
2025-07-08 00:00:00,39604.0
2025-07-15 00:00:00,40724.0
2025-07-22 00:00:00,39822.0
2025-07-29 00:00:00,37347.0
2025-08-05 00:00:00,20686.0
2025-08-12 00:00:00,28211.0
2025-08-19 00:00:00,26032.0
2025-08-26 00:00:00,26230.0
2025-09-02 00:00:00,25658.0
2025-09-09 00:00:00,27241.0
2025-09-16 00:00:00,30348.0
2025-09-23 00:00:00,30230.0
2025-09-30 00:00:00,32566.0
2025-10-07 00:00:00,39069.0
2025-10-14 00:00:00,42627.0
2025-10-21 00:00:00,41211.0
2025-10-28 00:00:00,49094.0
2025-11-04 00:00:00,56375.0
2025-11-11 00:00:00,55526.0
2025-11-18 00:00:00,51959.0
2025-11-25 00:00:00,43637.0
2025-12-02 00:00:00,53413.0
2025-12-09 00:00:00,62479.0
2025-12-16 00:00:00,64826.0
2025-12-23 00:00:00,67088.0
2025-12-30 00:00:00,59839.0
2026-01-06 00:00:00,57858.0
2026-01-13 00:00:00,53441.0
2026-01-20 00:00:00,52575.0
2026-01-27 00:00:00,48390.0
2026-02-03 00:00:00,47814.0
2026-02-10 00:00:00,45873.0
2026-02-17 00:00:00,59331.0
2026-02-24 00:00:00,58440.0
2026-03-03 00:00:00,57681.0
2026-03-10 00:00:00,51666.0
2026-03-17 00:00:00,48044.0
2026-03-24 00:00:00,37537.0
2026-03-31 00:00:00,40104.0
2026-04-07 00:00:00,40227.0
2026-04-14 00:00:00,55109.0
2026-04-21 00:00:00,59204.0
2026-04-28 00:00:00,63281.0
2026-05-05 00:00:00,62849.0
2026-05-12 00:00:00,76309.0
2026-05-19 00:00:00,75886.0
2026-05-26 00:00:00,73040.0
2026-06-02 00:00:00,78833.0
2026-06-09 00:00:00,74450.0
2026-06-16 00:00:00,75350.0
