PERFORMANCE SUMMARY,,
Metric,Value,
Start Date,2006-01-03,
End Date,2025-12-31,
Total Calendar Days,5053,
Active Trading Days,4739,
Warmup Days,314,
Total PnL (USD/MT),13385.52,
Annualized Return,711.79,
Annualized Std Dev,1763.97,
Sharpe Ratio,0.4035,
Sortino Ratio,0.5902,
Max Drawdown,-4038.34,
Calmar Ratio,0.1763,
Hit Rate,50.50%,
Avg Win (USD/MT),82.79,
Avg Loss (USD/MT),-79.12,
Profit Factor,1.0725,
Max Consecutive Wins,8,
Max Consecutive Losses,10,
POSITION NOTE,Position[t] = Signal[t-1]  (1-day lag, no leakage),
PnL NOTE,Daily_PnL = Position * ΔF1_continuous  (roll cost captured),
Cum_PnL NOTE,Cum_PnL = cumsum(Daily_PnL)  [NOT Daily_change×abs(pos)],
,,
TRADEBOOK,,
Date,Strategy,F1_raw,F1_continuous,EWMA_9,EWMA_21,x_EWMA_diff,y_vol_norm,z_sig_norm,u_response,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cum_PnL
2006-01-27 00:00:00,CTA(9,21),4929.0,4964.0,4737.4032,4671.8209,65.582267,,,,,0.0,70.0,0.0,0.0,0.0
2006-01-30 00:00:00,CTA(9,21),4915.0,4950.0,4757.1362,4683.4009,73.73529,,,,,0.0,-14.0,-0.0,0.0,0.0
2006-01-31 00:00:00,CTA(9,21),4912.0,4947.0,4774.3433,4694.2865,80.05671,,,,,0.0,-3.0,-0.0,0.0,0.0
2006-02-01 00:00:00,CTA(9,21),4937.0,4972.0,4792.4162,4705.8443,86.571898,,,,,0.0,25.0,0.0,0.0,0.0
2006-02-02 00:00:00,CTA(9,21),5065.5,5100.5,4822.7589,4722.9708,99.788079,,,,,0.0,128.5,0.0,0.0,0.0
2006-02-03 00:00:00,CTA(9,21),5092.0,5127.0,4852.6745,4740.5436,112.130941,,,,,0.0,26.5,0.0,0.0,0.0
2006-02-06 00:00:00,CTA(9,21),5129.5,5164.5,4883.4329,4759.0653,124.367592,,,,,0.0,37.5,0.0,0.0,0.0
2006-02-07 00:00:00,CTA(9,21),5035.0,5070.0,4900.2737,4772.2051,128.068631,,,,,0.0,-94.5,-0.0,0.0,0.0
2006-02-08 00:00:00,CTA(9,21),5041.0,5076.0,4915.91,4785.0048,130.905127,,,,,0.0,6.0,0.0,0.0,0.0
2006-02-09 00:00:00,CTA(9,21),5081.0,5116.0,4934.2533,4799.0999,135.153456,,,,,0.0,40.0,0.0,0.0,0.0
2006-02-10 00:00:00,CTA(9,21),4894.0,4929.0,4929.7807,4803.6189,126.161812,,,,,0.0,-187.0,-0.0,0.0,0.0
2006-02-13 00:00:00,CTA(9,21),4934.0,4969.0,4930.2495,4809.8275,120.421997,,,,,0.0,40.0,0.0,0.0,0.0
2006-02-14 00:00:00,CTA(9,21),4988.0,5019.0,4936.6662,4818.3119,118.354313,,,,,0.0,50.0,0.0,0.0,0.0
2006-02-15 00:00:00,CTA(9,21),4834.0,4863.0,4925.2589,4819.059,106.199902,,,,,0.0,-156.0,-0.0,0.0,0.0
2006-02-16 00:00:00,CTA(9,21),4848.0,4876.0,4916.6746,4820.4371,96.237437,,,,,0.0,13.0,0.0,0.0,0.0
2006-02-17 00:00:00,CTA(9,21),4864.0,4918.0,4910.8218,4822.5116,88.310285,,,,,0.0,42.0,0.0,0.0,0.0
2006-02-20 00:00:00,CTA(9,21),4966.0,5020.0,4916.9527,4829.3443,87.608409,,,,,0.0,102.0,0.0,0.0,0.0
2006-02-21 00:00:00,CTA(9,21),5015.0,5069.0,4927.8469,4838.1851,89.661803,,,,,0.0,49.0,0.0,0.0,0.0
2006-02-22 00:00:00,CTA(9,21),5035.5,5089.5,4939.8083,4847.581,92.227312,,,,,0.0,20.5,0.0,0.0,0.0
2006-02-23 00:00:00,CTA(9,21),4959.0,5013.0,4941.9407,4852.8867,89.054053,,,,,0.0,-76.5,-0.0,0.0,0.0
2006-02-24 00:00:00,CTA(9,21),4922.0,4976.0,4939.7251,4856.1778,83.547305,,,,,0.0,-37.0,-0.0,0.0,0.0
2006-02-27 00:00:00,CTA(9,21),4734.0,4788.0,4916.8668,4850.3598,66.50695,,,,,0.0,-188.0,-0.0,0.0,0.0
2006-02-28 00:00:00,CTA(9,21),4881.0,4935.0,4912.8816,4851.8189,61.062698,,,,,0.0,147.0,0.0,0.0,0.0
2006-03-01 00:00:00,CTA(9,21),4940.0,4994.0,4915.8947,4856.018,59.876755,,,,,0.0,59.0,0.0,0.0,0.0
2006-03-02 00:00:00,CTA(9,21),5056.0,5110.0,4931.462,4865.5409,65.921054,,,,,0.0,116.0,0.0,0.0,0.0
2006-03-03 00:00:00,CTA(9,21),5046.0,5100.0,4944.1884,4874.1342,70.054212,,,,,0.0,-10.0,-0.0,0.0,0.0
2006-03-06 00:00:00,CTA(9,21),4953.0,5007.0,4945.1675,4877.8897,67.277762,,,,,0.0,-93.0,-0.0,0.0,0.0
2006-03-07 00:00:00,CTA(9,21),4844.0,4898.0,4933.9267,4876.2759,57.650726,,,,,0.0,-109.0,-0.0,0.0,0.0
2006-03-08 00:00:00,CTA(9,21),4800.0,4854.0,4919.0459,4872.6437,46.402174,,,,,0.0,-44.0,-0.0,0.0,0.0
2006-03-09 00:00:00,CTA(9,21),4893.0,4947.0,4916.1519,4873.6131,42.538837,,,,,0.0,93.0,0.0,0.0,0.0
2006-03-10 00:00:00,CTA(9,21),4905.0,4959.0,4914.9128,4875.1077,39.80512,,,,,0.0,12.0,0.0,0.0,0.0
2006-03-13 00:00:00,CTA(9,21),4962.0,5016.0,4920.1447,4879.2454,40.8993,,,,,0.0,57.0,0.0,0.0,0.0
2006-03-14 00:00:00,CTA(9,21),4974.5,5018.5,4926.1842,4883.7814,42.402842,,,,,0.0,2.5,0.0,0.0,0.0
2006-03-15 00:00:00,CTA(9,21),5008.5,5052.5,4935.3304,4889.7203,45.610059,,,,,0.0,34.0,0.0,0.0,0.0
2006-03-16 00:00:00,CTA(9,21),4981.0,5027.5,4940.4048,4894.067,46.337808,,,,,0.0,-25.0,-0.0,0.0,0.0
2006-03-17 00:00:00,CTA(9,21),5189.0,5264.5,4968.0265,4908.1114,59.915068,,,,,0.0,237.0,0.0,0.0,0.0
2006-03-20 00:00:00,CTA(9,21),5164.0,5239.5,4989.8013,4920.2966,69.504731,,,,,0.0,-25.0,-0.0,0.0,0.0
2006-03-21 00:00:00,CTA(9,21),5161.0,5236.5,5008.8234,4931.7587,77.064739,,,,,0.0,-3.0,-0.0,0.0,0.0
2006-03-22 00:00:00,CTA(9,21),5163.0,5238.5,5025.9541,4942.7702,83.18398,,,,,0.0,2.0,0.0,0.0,0.0
2006-03-23 00:00:00,CTA(9,21),5290.0,5365.5,5055.2926,4959.3049,95.987655,,,,,0.0,127.0,0.0,0.0,0.0
2006-03-24 00:00:00,CTA(9,21),5304.0,5379.5,5082.9267,4975.719,107.207763,,,,,0.0,14.0,0.0,0.0,0.0
2006-03-27 00:00:00,CTA(9,21),5360.5,5436.0,5113.7682,4994.0419,119.726331,,,,,0.0,56.5,0.0,0.0,0.0
2006-03-28 00:00:00,CTA(9,21),5365.5,5441.0,5141.7384,5011.7304,130.008049,,,,,0.0,5.0,0.0,0.0,0.0
2006-03-29 00:00:00,CTA(9,21),5391.0,5466.5,5169.4341,5029.7908,139.643323,,,,,0.0,25.5,0.0,0.0,0.0
2006-03-30 00:00:00,CTA(9,21),5466.0,5541.5,5202.3859,5050.5627,151.82322,0.726674,,,,0.0,75.0,0.0,0.0,0.0
2006-03-31 00:00:00,CTA(9,21),5440.0,5515.5,5228.7875,5069.1073,159.680152,0.747527,,,,0.0,-26.0,-0.0,0.0,0.0
2006-04-03 00:00:00,CTA(9,21),5661.5,5737.0,5276.8666,5097.3165,179.550147,0.784208,,,,0.0,221.5,0.0,0.0,0.0
2006-04-04 00:00:00,CTA(9,21),5588.0,5663.5,5311.437,5120.6824,190.75464,0.800435,,,,0.0,-73.5,-0.0,0.0,0.0
2006-04-05 00:00:00,CTA(9,21),5742.5,5818.0,5359.3329,5150.2927,209.040164,0.826294,,,,0.0,154.5,0.0,0.0,0.0
2006-04-06 00:00:00,CTA(9,21),5802.5,5878.0,5408.5737,5181.3502,227.223465,0.842634,,,,0.0,60.0,0.0,0.0,0.0
2006-04-07 00:00:00,CTA(9,21),5751.0,5826.5,5446.6211,5208.4764,238.144653,0.844529,,,,0.0,-51.5,-0.0,0.0,0.0
2006-04-10 00:00:00,CTA(9,21),5937.5,6013.0,5501.1632,5243.1918,257.971349,0.857845,,,,0.0,186.5,0.0,0.0,0.0
2006-04-11 00:00:00,CTA(9,21),6010.0,6085.5,5557.7006,5279.7065,277.9941,0.868862,,,,0.0,72.5,0.0,0.0,0.0
2006-04-12 00:00:00,CTA(9,21),6168.0,6243.5,5625.5116,5322.0062,303.505455,0.877777,,,,0.0,158.0,0.0,0.0,0.0
2006-04-13 00:00:00,CTA(9,21),6259.0,6334.5,5695.8992,5366.6249,329.274298,0.884867,,,,0.0,91.0,0.0,0.0,0.0
2006-04-18 00:00:00,CTA(9,21),6555.0,6630.5,5791.3549,5423.2142,368.14065,0.899527,,,,0.0,296.0,0.0,0.0,0.0
2006-04-19 00:00:00,CTA(9,21),6479.0,6554.5,5867.7599,5473.4897,394.270151,0.899704,,,,0.0,-76.0,-0.0,0.0,0.0
2006-04-20 00:00:00,CTA(9,21),6370.0,6445.5,5923.5643,5516.1807,407.383643,0.88783,,,,0.0,-109.0,-0.0,0.0,0.0
2006-04-21 00:00:00,CTA(9,21),6857.0,6932.5,6027.2794,5580.0292,447.250178,0.897731,,,,0.0,487.0,0.0,0.0,0.0
2006-04-24 00:00:00,CTA(9,21),6884.0,6959.5,6122.4706,5642.1231,480.347509,0.898149,,,,0.0,27.0,0.0,0.0,0.0
2006-04-25 00:00:00,CTA(9,21),7327.0,7402.5,6256.3072,5722.3553,533.951876,0.905358,,,,0.0,443.0,0.0,0.0,0.0
2006-04-26 00:00:00,CTA(9,21),7427.0,7502.5,6386.3842,5803.5289,582.855298,0.904761,,,,0.0,100.0,0.0,0.0,0.0
2006-04-27 00:00:00,CTA(9,21),7182.0,7257.5,6474.7859,5869.1704,605.615574,0.889539,,,,0.0,-245.0,-0.0,0.0,0.0
2006-04-28 00:00:00,CTA(9,21),7118.0,7193.5,6546.2542,5928.6384,617.615726,0.867467,,,,0.0,-64.0,-0.0,0.0,0.0
2006-05-02 00:00:00,CTA(9,21),7269.0,7344.5,6626.5593,5992.4652,634.094078,0.850356,,,,0.0,151.0,0.0,0.0,0.0
2006-05-03 00:00:00,CTA(9,21),7226.0,7301.5,6693.1638,6051.2049,641.958852,0.828867,,,,0.0,-43.0,-0.0,0.0,0.0
2006-05-04 00:00:00,CTA(9,21),7776.0,7851.5,6813.4789,6133.338,680.140889,0.827113,,,,0.0,550.0,0.0,0.0,0.0
2006-05-05 00:00:00,CTA(9,21),7769.0,7844.5,6919.6479,6211.2267,708.421233,0.817827,,,,0.0,-7.0,-0.0,0.0,0.0
2006-05-08 00:00:00,CTA(9,21),7748.0,7823.5,7011.687,6284.4064,727.280671,0.803251,,,,0.0,-21.0,-0.0,0.0,0.0
2006-05-09 00:00:00,CTA(9,21),7942.0,8017.5,7115.0552,6363.3394,751.715747,0.792428,,,,0.0,194.0,0.0,0.0,0.0
2006-05-10 00:00:00,CTA(9,21),8237.0,8312.5,7239.7157,6452.5613,787.154353,0.788534,,,,0.0,295.0,0.0,0.0,0.0
2006-05-11 00:00:00,CTA(9,21),8796.0,8871.5,7412.6362,6564.1537,848.482515,0.795606,,,,0.0,559.0,0.0,0.0,0.0
2006-05-12 00:00:00,CTA(9,21),8634.0,8709.5,7548.3433,6662.7178,885.625495,0.789933,,,,0.0,-162.0,-0.0,0.0,0.0
2006-05-15 00:00:00,CTA(9,21),8345.0,8420.5,7636.8607,6742.8264,894.034233,0.772196,,,,0.0,-289.0,-0.0,0.0,0.0
2006-05-16 00:00:00,CTA(9,21),8435.0,8520.5,7725.5428,6823.4061,902.136687,0.755388,,,,0.0,100.0,0.0,0.0,0.0
2006-05-17 00:00:00,CTA(9,21),8231.0,8318.5,7781.7047,6890.4344,891.270316,0.729587,,,,0.0,-202.0,-0.0,0.0,0.0
2006-05-18 00:00:00,CTA(9,21),8200.0,8290.5,7828.182,6952.7947,875.387302,0.704231,,,,0.0,-28.0,-0.0,0.0,0.0
2006-05-19 00:00:00,CTA(9,21),7646.0,7771.5,7807.9395,6985.8045,822.135083,0.658178,,,,0.0,-519.0,-0.0,0.0,0.0
2006-05-22 00:00:00,CTA(9,21),7673.0,7798.5,7792.9463,7018.5281,774.418203,0.617392,,,,0.0,27.0,0.0,0.0,0.0
2006-05-23 00:00:00,CTA(9,21),8600.0,8725.5,7882.6189,7093.8362,788.782653,0.61507,,,,0.0,927.0,0.0,0.0,0.0
2006-05-24 00:00:00,CTA(9,21),7955.0,8080.5,7890.6612,7134.844,755.8172,0.585033,,,,0.0,-645.0,-0.0,0.0,0.0
2006-05-25 00:00:00,CTA(9,21),8230.0,8355.5,7928.3655,7186.9943,741.371223,0.567634,,,,0.0,275.0,0.0,0.0,0.0
2006-05-26 00:00:00,CTA(9,21),8349.0,8474.5,7975.1027,7242.3279,732.774781,0.555284,,,,0.0,119.0,0.0,0.0,0.0
2006-05-30 00:00:00,CTA(9,21),8060.0,8185.5,7984.5357,7281.2647,703.271048,0.531216,,,,0.0,-289.0,-0.0,0.0,0.0
2006-05-31 00:00:00,CTA(9,21),8001.0,8126.5,7986.3651,7315.5378,670.8273,0.507678,,,,0.0,-59.0,-0.0,0.0,0.0
2006-06-01 00:00:00,CTA(9,21),7807.0,7932.5,7966.4356,7338.9408,627.494882,0.47664,,,,0.0,-194.0,-0.0,0.0,0.0
2006-06-02 00:00:00,CTA(9,21),7967.0,8092.5,7966.4984,7368.8483,597.650005,0.454917,,,,0.0,160.0,0.0,0.0,0.0
2006-06-05 00:00:00,CTA(9,21),7855.0,7980.5,7954.1096,7391.9984,562.111221,0.429192,,,,0.0,-112.0,-0.0,0.0,0.0
2006-06-06 00:00:00,CTA(9,21),7603.0,7728.5,7915.0975,7402.0461,513.051344,0.394508,,,,0.0,-252.0,-0.0,0.0,0.0
2006-06-07 00:00:00,CTA(9,21),7890.0,8015.5,7912.3089,7425.282,487.026837,0.37702,,,,0.0,287.0,0.0,0.0,0.0
2006-06-08 00:00:00,CTA(9,21),7407.0,7532.5,7856.1634,7424.4114,431.751981,0.339119,,,,0.0,-483.0,-0.0,0.0,0.0
2006-06-09 00:00:00,CTA(9,21),7311.0,7436.5,7795.5897,7419.0109,376.578812,0.301004,,,,0.0,-96.0,-0.0,0.0,0.0
2006-06-12 00:00:00,CTA(9,21),7137.0,7262.5,7722.4131,7405.5818,316.831268,0.257857,,,,0.0,-174.0,-0.0,0.0,0.0
2006-06-13 00:00:00,CTA(9,21),6677.5,6803.0,7606.3116,7370.9112,235.400377,0.195402,,,,0.0,-459.5,-0.0,0.0,0.0
2006-06-14 00:00:00,CTA(9,21),6766.0,6891.5,7512.9437,7342.106,170.837716,0.144673,,,,0.0,88.5,0.0,0.0,0.0
2006-06-15 00:00:00,CTA(9,21),7140.0,7265.5,7471.5055,7332.4819,139.023624,0.120214,,,,0.0,374.0,0.0,0.0,0.0
2006-06-16 00:00:00,CTA(9,21),7109.0,7234.5,7431.2271,7321.8399,109.38723,0.096687,,,,0.0,-31.0,-0.0,0.0,0.0
2006-06-19 00:00:00,CTA(9,21),6893.0,7018.5,7371.4241,7301.4189,70.005165,0.063427,,,,0.0,-216.0,-0.0,0.0,0.0
2006-06-20 00:00:00,CTA(9,21),6827.5,6938.5,7310.9881,7278.8514,32.136724,0.029742,,,,0.0,-80.0,-0.0,0.0,0.0
2006-06-21 00:00:00,CTA(9,21),6888.0,6998.5,7263.9894,7260.2394,3.750018,0.003553,,,,0.0,60.0,0.0,0.0,0.0
2006-06-22 00:00:00,CTA(9,21),6812.0,6916.5,7213.7684,7238.8947,-25.126294,-0.024421,,,,0.0,-82.0,-0.0,0.0,0.0
2006-06-23 00:00:00,CTA(9,21),6885.0,7035.5,7177.2385,7222.0425,-44.803985,-0.044764,,,,0.0,119.0,0.0,0.0,0.0
2006-06-26 00:00:00,CTA(9,21),7110.0,7260.5,7169.7676,7216.7072,-46.939576,-0.048149,,,,0.0,225.0,0.0,0.0,0.0
2006-06-27 00:00:00,CTA(9,21),6855.0,7005.5,7134.7934,7199.483,-64.689602,-0.068218,,,,0.0,-255.0,-0.0,0.0,0.0
2006-06-28 00:00:00,CTA(9,21),7010.0,7160.5,7120.9275,7190.46,-69.532536,-0.075458,,,,0.0,155.0,0.0,0.0,0.0
2006-06-29 00:00:00,CTA(9,21),7413.0,7563.5,7153.38,7201.0572,-47.677176,-0.053358,,,,0.0,403.0,0.0,0.0,0.0
2006-06-30 00:00:00,CTA(9,21),7425.0,7575.5,7183.56,7211.7211,-28.161118,-0.03258,,,,0.0,12.0,0.0,0.0,0.0
2006-07-03 00:00:00,CTA(9,21),7381.0,7531.5,7205.4978,7219.782,-14.284239,-0.017098,,,,0.0,-44.0,-0.0,0.0,0.0
2006-07-04 00:00:00,CTA(9,21),7518.0,7668.5,7240.2202,7233.9829,6.237375,0.00776,,,,0.0,137.0,0.0,0.0,0.0
2006-07-05 00:00:00,CTA(9,21),7477.0,7627.5,7266.5291,7245.5551,20.973993,0.026981,,,,0.0,-41.0,-0.0,0.0,0.0
2006-07-06 00:00:00,CTA(9,21),7954.0,8104.5,7342.9148,7279.2906,63.624178,0.08482,,,,0.0,477.0,0.0,0.0,0.0
2006-07-07 00:00:00,CTA(9,21),7840.0,7990.5,7398.1464,7305.991,92.155423,0.127218,,,,0.0,-114.0,-0.0,0.0,0.0
2006-07-10 00:00:00,CTA(9,21),7851.0,8001.5,7448.4635,7331.9438,116.519676,0.166819,,,,0.0,11.0,0.0,0.0,0.0
2006-07-11 00:00:00,CTA(9,21),8022.0,8172.5,7512.1898,7364.8036,147.386136,0.219986,,,,0.0,171.0,0.0,0.0,0.0
2006-07-12 00:00:00,CTA(9,21),8159.0,8309.5,7584.0576,7402.6225,181.435063,0.280042,,,,0.0,137.0,0.0,0.0,0.0
2006-07-13 00:00:00,CTA(9,21),8035.0,8185.5,7634.1623,7432.7357,201.426563,0.322817,,,,0.0,-124.0,-0.0,0.0,0.0
2006-07-14 00:00:00,CTA(9,21),8196.0,8346.5,7696.5887,7469.0817,227.507057,0.375447,,,,0.0,161.0,0.0,0.0,0.0
2006-07-17 00:00:00,CTA(9,21),7838.0,7988.5,7712.3011,7486.6492,225.651882,0.386028,,,,0.0,-358.0,-0.0,0.0,0.0
2006-07-18 00:00:00,CTA(9,21),7890.5,8030.0,7732.101,7505.8802,226.220772,0.395819,,,,0.0,41.5,0.0,0.0,0.0
2006-07-19 00:00:00,CTA(9,21),7870.0,8014.5,7747.4231,7523.2192,224.203849,0.404101,,,,0.0,-15.5,-0.0,0.0,0.0
2006-07-20 00:00:00,CTA(9,21),7430.0,7578.5,7712.1538,7518.7802,193.373629,0.363219,,,,0.0,-436.0,-0.0,0.0,0.0
2006-07-21 00:00:00,CTA(9,21),7102.0,7272.5,7644.359,7498.9335,145.425435,0.275643,,,,0.0,-306.0,-0.0,0.0,0.0
2006-07-24 00:00:00,CTA(9,21),7223.0,7393.5,7597.5413,7485.7938,111.747463,0.214242,,,,0.0,121.0,0.0,0.0,0.0
2006-07-25 00:00:00,CTA(9,21),7516.0,7686.5,7588.4812,7487.2322,101.24893,0.194575,,,,0.0,293.0,0.0,0.0,0.0
2006-07-26 00:00:00,CTA(9,21),7537.0,7707.5,7582.761,7489.6021,93.158907,0.179207,,,,0.0,21.0,0.0,0.0,0.0
2006-07-27 00:00:00,CTA(9,21),7601.0,7771.5,7584.7876,7494.9068,89.880798,0.173982,,,,0.0,64.0,0.0,0.0,0.0
2006-07-28 00:00:00,CTA(9,21),7743.0,7913.5,7602.3667,7506.7207,95.645993,0.186676,,,,0.0,142.0,0.0,0.0,0.0
2006-07-31 00:00:00,CTA(9,21),8032.0,8202.5,7650.1038,7531.734,118.369724,0.231112,,,,0.0,289.0,0.0,0.0,0.0
2006-08-01 00:00:00,CTA(9,21),7849.0,8019.5,7672.2034,7546.8419,125.361402,0.246009,,,,0.0,-183.0,-0.0,0.0,0.0
2006-08-02 00:00:00,CTA(9,21),7884.0,8054.5,7695.7363,7562.8971,132.839218,0.260413,,,,0.0,35.0,0.0,0.0,0.0
2006-08-03 00:00:00,CTA(9,21),7550.0,7720.5,7679.5434,7562.2829,117.260442,0.229827,,,,0.0,-334.0,-0.0,0.0,0.0
2006-08-04 00:00:00,CTA(9,21),7915.0,8085.5,7705.7052,7579.079,126.626237,0.247779,,,,0.0,365.0,0.0,0.0,0.0
2006-08-07 00:00:00,CTA(9,21),7966.0,8136.5,7734.6269,7597.5038,137.123068,0.268209,,,,0.0,51.0,0.0,0.0,0.0
2006-08-08 00:00:00,CTA(9,21),7955.0,8125.5,7759.1128,7614.5274,144.585343,0.284908,,,,0.0,-11.0,-0.0,0.0,0.0
2006-08-09 00:00:00,CTA(9,21),8102.0,8272.5,7797.2114,7637.7404,159.470944,0.32552,,,,0.0,147.0,0.0,0.0,0.0
2006-08-10 00:00:00,CTA(9,21),7943.0,8113.5,7813.4101,7652.2766,161.133511,0.339046,,,,0.0,-159.0,-0.0,0.0,0.0
2006-08-11 00:00:00,CTA(9,21),7618.0,7788.5,7791.6979,7650.6444,141.053496,0.302147,,,,0.0,-325.0,-0.0,0.0,0.0
2006-08-14 00:00:00,CTA(9,21),7686.0,7856.5,7779.9537,7652.328,127.625688,0.280125,,,,0.0,68.0,0.0,0.0,0.0
2006-08-15 00:00:00,CTA(9,21),7687.0,7839.5,7769.6255,7653.979,115.646455,0.257534,,,,0.0,-17.0,-0.0,0.0,0.0
2006-08-16 00:00:00,CTA(9,21),7741.0,7892.5,7766.4449,7658.1229,108.32199,0.244449,,,,0.0,53.0,0.0,0.0,0.0
2006-08-17 00:00:00,CTA(9,21),7334.0,7484.5,7718.3954,7642.6885,75.706983,0.170336,,,,0.0,-408.0,-0.0,0.0,0.0
2006-08-18 00:00:00,CTA(9,21),7527.0,7689.5,7697.1293,7637.1795,59.949798,0.134878,,,,0.0,205.0,0.0,0.0,0.0
2006-08-21 00:00:00,CTA(9,21),7696.0,7858.5,7697.0038,7639.9805,57.023346,0.133871,,,,0.0,169.0,0.0,0.0,0.0
2006-08-22 00:00:00,CTA(9,21),7655.0,7817.5,7692.3367,7640.6957,51.64104,0.12195,,,,0.0,-41.0,-0.0,0.0,0.0
2006-08-23 00:00:00,CTA(9,21),7635.0,7797.5,7685.966,7640.4244,45.541517,0.109643,,,,0.0,-20.0,-0.0,0.0,0.0
2006-08-24 00:00:00,CTA(9,21),7456.0,7618.5,7660.4142,7631.6423,28.77186,0.071296,,,,0.0,-179.0,-0.0,0.0,0.0
2006-08-25 00:00:00,CTA(9,21),7585.0,7747.5,7652.0348,7629.4213,22.613568,0.056752,,,,0.0,129.0,0.0,0.0,0.0
2006-08-29 00:00:00,CTA(9,21),7422.0,7584.5,7626.4754,7619.5441,6.931345,0.017565,,,,0.0,-163.0,-0.0,0.0,0.0
2006-08-30 00:00:00,CTA(9,21),7475.0,7637.5,7609.6448,7612.661,-3.016205,-0.00767,,,,0.0,53.0,0.0,0.0,0.0
2006-08-31 00:00:00,CTA(9,21),7728.0,7890.5,7622.7954,7618.1533,4.642039,0.011898,,,,0.0,253.0,0.0,0.0,0.0
2006-09-01 00:00:00,CTA(9,21),7616.0,7778.5,7622.0403,7618.0508,3.989536,0.010278,,,,0.0,-112.0,-0.0,0.0,0.0
2006-09-04 00:00:00,CTA(9,21),7679.0,7841.5,7628.3692,7620.9531,7.416045,0.019089,,,,0.0,63.0,0.0,0.0,0.0
2006-09-05 00:00:00,CTA(9,21),7956.0,8118.5,7664.7726,7636.9078,27.864856,0.071527,,,,0.0,277.0,0.0,0.0,0.0
2006-09-06 00:00:00,CTA(9,21),8076.0,8238.5,7710.4645,7657.8169,52.647633,0.133226,,,,0.0,120.0,0.0,0.0,0.0
