PERFORMANCE SUMMARY,,
Metric,Value,
Start Date,2006-01-03,
End Date,2025-12-31,
Total Calendar Days,5053,
Active Trading Days,5009,
Warmup Days,44,
Total PnL (USD/MT),22764.98,
Annualized Return,1145.29,
Annualized Std Dev,1845.49,
Sharpe Ratio,0.6206,
Sortino Ratio,0.9072,
Max Drawdown,-4676.0,
Calmar Ratio,0.2449,
Hit Rate,51.15%,
Avg Win (USD/MT),86.17,
Avg Loss (USD/MT),-81.31,
Profit Factor,1.115,
Max Consecutive Wins,10,
Max Consecutive Losses,14,
POSITION NOTE,Position[t] = Signal[t-1]  (1-day lag, no leakage),
PnL NOTE,Daily_PnL = Position * ΔF1_continuous  (roll cost captured),
Cum_PnL NOTE,Cum_PnL = cumsum(Daily_PnL)  [NOT Daily_change×abs(pos)],
,,
TRADEBOOK,,
Date,Strategy,F1_raw,F1_continuous,MA_35,MA_44,Crossover,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cum_PnL
2006-02-10 00:00:00,MA_Crossover(35,44),4894.0,4929.0,,,,,0.0,-187.0,-0.0,0.0,0.0
2006-02-13 00:00:00,MA_Crossover(35,44),4934.0,4969.0,,,,,0.0,40.0,0.0,0.0,0.0
2006-02-14 00:00:00,MA_Crossover(35,44),4988.0,5019.0,,,,,0.0,50.0,0.0,0.0,0.0
2006-02-15 00:00:00,MA_Crossover(35,44),4834.0,4863.0,,,,,0.0,-156.0,-0.0,0.0,0.0
2006-02-16 00:00:00,MA_Crossover(35,44),4848.0,4876.0,,,,,0.0,13.0,0.0,0.0,0.0
2006-02-17 00:00:00,MA_Crossover(35,44),4864.0,4918.0,,,,,0.0,42.0,0.0,0.0,0.0
2006-02-20 00:00:00,MA_Crossover(35,44),4966.0,5020.0,4830.0143,,,,0.0,102.0,0.0,0.0,0.0
2006-02-21 00:00:00,MA_Crossover(35,44),5015.0,5069.0,4842.3286,,,,0.0,49.0,0.0,0.0,0.0
2006-02-22 00:00:00,MA_Crossover(35,44),5035.5,5089.5,4852.6143,,,,0.0,20.5,0.0,0.0,0.0
2006-02-23 00:00:00,MA_Crossover(35,44),4959.0,5013.0,4861.7857,,,,0.0,-76.5,-0.0,0.0,0.0
2006-02-24 00:00:00,MA_Crossover(35,44),4922.0,4976.0,4870.0143,,,,0.0,-37.0,-0.0,0.0,0.0
2006-02-27 00:00:00,MA_Crossover(35,44),4734.0,4788.0,4871.1857,,,,0.0,-188.0,-0.0,0.0,0.0
2006-02-28 00:00:00,MA_Crossover(35,44),4881.0,4935.0,4876.6714,,,,0.0,147.0,0.0,0.0,0.0
2006-03-01 00:00:00,MA_Crossover(35,44),4940.0,4994.0,4884.0714,,,,0.0,59.0,0.0,0.0,0.0
2006-03-02 00:00:00,MA_Crossover(35,44),5056.0,5110.0,4895.4143,,,,0.0,116.0,0.0,0.0,0.0
2006-03-03 00:00:00,MA_Crossover(35,44),5046.0,5100.0,4903.9571,4855.4318,48.5253,1.0,0.0,-10.0,-0.0,0.0,0.0
2006-03-06 00:00:00,MA_Crossover(35,44),4953.0,5007.0,4910.8714,4863.8182,47.0532,1.0,1.0,-93.0,-93.0,5007.0,-93.0
2006-03-07 00:00:00,MA_Crossover(35,44),4844.0,4898.0,4916.0429,4867.6477,48.3951,1.0,1.0,-109.0,-109.0,4898.0,-202.0
2006-03-08 00:00:00,MA_Crossover(35,44),4800.0,4854.0,4918.8143,4871.3295,47.4847,1.0,1.0,-44.0,-44.0,4854.0,-246.0
2006-03-09 00:00:00,MA_Crossover(35,44),4893.0,4947.0,4924.4714,4877.2159,47.2555,1.0,1.0,93.0,93.0,4947.0,-153.0
2006-03-10 00:00:00,MA_Crossover(35,44),4905.0,4959.0,4932.1571,4882.0341,50.1231,1.0,1.0,12.0,12.0,4959.0,-141.0
2006-03-13 00:00:00,MA_Crossover(35,44),4962.0,5016.0,4939.5571,4888.2386,51.3185,1.0,1.0,57.0,57.0,5016.0,-84.0
2006-03-14 00:00:00,MA_Crossover(35,44),4974.5,5018.5,4946.1714,4894.9091,51.2623,1.0,1.0,2.5,2.5,5018.5,-81.5
2006-03-15 00:00:00,MA_Crossover(35,44),5008.5,5052.5,4950.0714,4902.8523,47.2192,1.0,1.0,34.0,34.0,5052.5,-47.5
2006-03-16 00:00:00,MA_Crossover(35,44),4981.0,5027.5,4953.5571,4908.1705,45.3867,1.0,1.0,-25.0,-25.0,5027.5,-72.5
2006-03-17 00:00:00,MA_Crossover(35,44),5189.0,5264.5,4960.9857,4919.0341,41.9516,1.0,1.0,237.0,237.0,5264.5,164.5
2006-03-20 00:00:00,MA_Crossover(35,44),5164.0,5239.5,4968.1,4930.4205,37.6795,1.0,1.0,-25.0,-25.0,5239.5,139.5
2006-03-21 00:00:00,MA_Crossover(35,44),5161.0,5236.5,4975.2143,4940.8295,34.3847,1.0,1.0,-3.0,-3.0,5236.5,136.5
2006-03-22 00:00:00,MA_Crossover(35,44),5163.0,5238.5,4981.6714,4951.4659,30.2055,1.0,1.0,2.0,2.0,5238.5,138.5
2006-03-23 00:00:00,MA_Crossover(35,44),5290.0,5365.5,4988.0857,4966.3295,21.7562,1.0,1.0,127.0,127.0,5365.5,265.5
2006-03-24 00:00:00,MA_Crossover(35,44),5304.0,5379.5,4994.1429,4979.9886,14.1542,1.0,1.0,14.0,14.0,5379.5,279.5
2006-03-27 00:00:00,MA_Crossover(35,44),5360.5,5436.0,5000.7429,4994.0227,6.7201,1.0,1.0,56.5,56.5,5436.0,336.0
2006-03-28 00:00:00,MA_Crossover(35,44),5365.5,5441.0,5010.1857,5005.2386,4.9471,1.0,1.0,5.0,5.0,5441.0,341.0
2006-03-29 00:00:00,MA_Crossover(35,44),5391.0,5466.5,5020.1857,5017.3295,2.8562,1.0,1.0,25.5,25.5,5466.5,366.5
2006-03-30 00:00:00,MA_Crossover(35,44),5466.0,5541.5,5031.1857,5029.5341,1.6516,1.0,1.0,75.0,75.0,5541.5,441.5
2006-03-31 00:00:00,MA_Crossover(35,44),5440.0,5515.5,5046.7857,5041.4659,5.3198,1.0,1.0,-26.0,-26.0,5515.5,415.5
2006-04-03 00:00:00,MA_Crossover(35,44),5661.5,5737.0,5067.5714,5058.5,9.0714,1.0,1.0,221.5,221.5,5737.0,637.0
2006-04-04 00:00:00,MA_Crossover(35,44),5588.0,5663.5,5084.7143,5073.2955,11.4188,1.0,1.0,-73.5,-73.5,5663.5,563.5
2006-04-05 00:00:00,MA_Crossover(35,44),5742.5,5818.0,5110.6714,5088.6818,21.9896,1.0,1.0,154.5,154.5,5818.0,718.0
2006-04-06 00:00:00,MA_Crossover(35,44),5802.5,5878.0,5137.9429,5104.8295,33.1133,1.0,1.0,60.0,60.0,5878.0,778.0
2006-04-07 00:00:00,MA_Crossover(35,44),5751.0,5826.5,5163.2857,5118.9545,44.3312,1.0,1.0,-51.5,-51.5,5826.5,726.5
2006-04-10 00:00:00,MA_Crossover(35,44),5937.5,6013.0,5191.0429,5139.4659,51.5769,1.0,1.0,186.5,186.5,6013.0,913.0
2006-04-11 00:00:00,MA_Crossover(35,44),6010.0,6085.5,5219.4714,5161.4886,57.9828,1.0,1.0,72.5,72.5,6085.5,985.5
2006-04-12 00:00:00,MA_Crossover(35,44),6168.0,6243.5,5251.8286,5186.1932,65.6354,1.0,1.0,158.0,158.0,6243.5,1143.5
2006-04-13 00:00:00,MA_Crossover(35,44),6259.0,6334.5,5288.9714,5217.2159,71.7555,1.0,1.0,91.0,91.0,6334.5,1234.5
2006-04-18 00:00:00,MA_Crossover(35,44),6555.0,6630.5,5335.6286,5254.0568,81.5718,1.0,1.0,296.0,296.0,6630.5,1530.5
2006-04-19 00:00:00,MA_Crossover(35,44),6479.0,6554.5,5385.4857,5287.9432,97.5425,1.0,1.0,-76.0,-76.0,6554.5,1454.5
2006-04-20 00:00:00,MA_Crossover(35,44),6370.0,6445.5,5428.0286,5322.8523,105.1763,1.0,1.0,-109.0,-109.0,6445.5,1345.5
2006-04-21 00:00:00,MA_Crossover(35,44),6857.0,6932.5,5482.8,5368.5114,114.2886,1.0,1.0,487.0,487.0,6932.5,1832.5
2006-04-24 00:00:00,MA_Crossover(35,44),6884.0,6959.5,5535.0286,5414.4205,120.6081,1.0,1.0,27.0,27.0,6959.5,1859.5
2006-04-25 00:00:00,MA_Crossover(35,44),7327.0,7402.5,5600.2,5468.0795,132.1205,1.0,1.0,443.0,443.0,7402.5,2302.5
2006-04-26 00:00:00,MA_Crossover(35,44),7427.0,7502.5,5670.8857,5522.8977,147.988,1.0,1.0,100.0,100.0,7502.5,2402.5
2006-04-27 00:00:00,MA_Crossover(35,44),7182.0,7257.5,5737.6857,5571.6818,166.0039,1.0,1.0,-245.0,-245.0,7257.5,2157.5
2006-04-28 00:00:00,MA_Crossover(35,44),7118.0,7193.5,5803.9143,5620.75,183.1643,1.0,1.0,-64.0,-64.0,7193.5,2093.5
2006-05-02 00:00:00,MA_Crossover(35,44),7269.0,7344.5,5871.8,5674.0909,197.7091,1.0,1.0,151.0,151.0,7344.5,2244.5
2006-05-03 00:00:00,MA_Crossover(35,44),7226.0,7301.5,5938.1143,5730.7273,207.387,1.0,1.0,-43.0,-43.0,7301.5,2201.5
2006-05-04 00:00:00,MA_Crossover(35,44),7776.0,7851.5,6018.5143,5796.5227,221.9916,1.0,1.0,550.0,550.0,7851.5,2751.5
2006-05-05 00:00:00,MA_Crossover(35,44),7769.0,7844.5,6098.3571,5860.8182,237.539,1.0,1.0,-7.0,-7.0,7844.5,2744.5
2006-05-08 00:00:00,MA_Crossover(35,44),7748.0,7823.5,6176.6286,5922.0,254.6286,1.0,1.0,-21.0,-21.0,7823.5,2723.5
2006-05-09 00:00:00,MA_Crossover(35,44),7942.0,8017.5,6261.2286,5987.8182,273.4104,1.0,1.0,194.0,194.0,8017.5,2917.5
2006-05-10 00:00:00,MA_Crossover(35,44),8237.0,8312.5,6348.3143,6062.4545,285.8597,1.0,1.0,295.0,295.0,8312.5,3212.5
2006-05-11 00:00:00,MA_Crossover(35,44),8796.0,8871.5,6452.0857,6152.2727,299.813,1.0,1.0,559.0,559.0,8871.5,3771.5
2006-05-12 00:00:00,MA_Crossover(35,44),8634.0,8709.5,6551.3143,6239.4091,311.9052,1.0,1.0,-162.0,-162.0,8709.5,3609.5
2006-05-15 00:00:00,MA_Crossover(35,44),8345.0,8420.5,6642.2286,6317.8636,324.3649,1.0,1.0,-289.0,-289.0,8420.5,3320.5
2006-05-16 00:00:00,MA_Crossover(35,44),8435.0,8520.5,6732.0857,6398.0909,333.9948,1.0,1.0,100.0,100.0,8520.5,3420.5
2006-05-17 00:00:00,MA_Crossover(35,44),8231.0,8318.5,6815.7143,6472.3864,343.3279,1.0,1.0,-202.0,-202.0,8318.5,3218.5
2006-05-18 00:00:00,MA_Crossover(35,44),8200.0,8290.5,6896.8429,6545.6932,351.1497,1.0,1.0,-28.0,-28.0,8290.5,3190.5
2006-05-19 00:00:00,MA_Crossover(35,44),7646.0,7771.5,6962.0,6605.6364,356.3636,1.0,1.0,-519.0,-519.0,7771.5,2671.5
2006-05-22 00:00:00,MA_Crossover(35,44),7673.0,7798.5,7027.2,6666.8182,360.3818,1.0,1.0,27.0,27.0,7798.5,2698.5
2006-05-23 00:00:00,MA_Crossover(35,44),8600.0,8725.5,7116.7429,6744.3409,372.4019,1.0,1.0,927.0,927.0,8725.5,3625.5
2006-05-24 00:00:00,MA_Crossover(35,44),7955.0,8080.5,7188.6,6807.7727,380.8273,1.0,1.0,-645.0,-645.0,8080.5,2980.5
2006-05-25 00:00:00,MA_Crossover(35,44),8230.0,8355.5,7261.9857,6877.5227,384.463,1.0,1.0,275.0,275.0,8355.5,3255.5
2006-05-26 00:00:00,MA_Crossover(35,44),8349.0,8474.5,7340.8714,6949.9318,390.9396,1.0,1.0,119.0,119.0,8474.5,3374.5
2006-05-30 00:00:00,MA_Crossover(35,44),8060.0,8185.5,7407.0857,7012.8864,394.1994,1.0,1.0,-289.0,-289.0,8185.5,3085.5
2006-05-31 00:00:00,MA_Crossover(35,44),8001.0,8126.5,7469.9,7074.1818,395.7182,1.0,1.0,-59.0,-59.0,8126.5,3026.5
2006-06-01 00:00:00,MA_Crossover(35,44),7807.0,7932.5,7528.6429,7129.7841,398.8588,1.0,1.0,-194.0,-194.0,7932.5,2832.5
2006-06-02 00:00:00,MA_Crossover(35,44),7967.0,8092.5,7586.6286,7188.9091,397.7195,1.0,1.0,160.0,160.0,8092.5,2992.5
2006-06-05 00:00:00,MA_Crossover(35,44),7855.0,7980.5,7639.3429,7244.9091,394.4338,1.0,1.0,-112.0,-112.0,7980.5,2880.5
2006-06-06 00:00:00,MA_Crossover(35,44),7603.0,7728.5,7680.3429,7293.4773,386.8656,1.0,1.0,-252.0,-252.0,7728.5,2628.5
2006-06-07 00:00:00,MA_Crossover(35,44),7890.0,8015.5,7726.9429,7349.1591,377.7838,1.0,1.0,287.0,287.0,8015.5,2915.5
2006-06-08 00:00:00,MA_Crossover(35,44),7407.0,7532.5,7751.2857,7388.8295,362.4562,1.0,1.0,-483.0,-483.0,7532.5,2432.5
2006-06-09 00:00:00,MA_Crossover(35,44),7311.0,7436.5,7775.0571,7427.9886,347.0685,1.0,1.0,-96.0,-96.0,7436.5,2336.5
2006-06-12 00:00:00,MA_Crossover(35,44),7137.0,7262.5,7796.9714,7459.6818,337.2896,1.0,1.0,-174.0,-174.0,7262.5,2162.5
2006-06-13 00:00:00,MA_Crossover(35,44),6677.5,6803.0,7791.8429,7479.5682,312.2747,1.0,1.0,-459.5,-459.5,6803.0,1703.0
2006-06-14 00:00:00,MA_Crossover(35,44),6766.0,6891.5,7788.4714,7502.6364,285.8351,1.0,1.0,88.5,88.5,6891.5,1791.5
2006-06-15 00:00:00,MA_Crossover(35,44),7140.0,7265.5,7783.1286,7529.9659,253.1627,1.0,1.0,374.0,374.0,7265.5,2165.5
2006-06-16 00:00:00,MA_Crossover(35,44),7109.0,7234.5,7774.0429,7554.9432,219.0997,1.0,1.0,-31.0,-31.0,7234.5,2134.5
2006-06-19 00:00:00,MA_Crossover(35,44),6893.0,7018.5,7765.7857,7571.4205,194.3653,1.0,1.0,-216.0,-216.0,7018.5,1918.5
2006-06-20 00:00:00,MA_Crossover(35,44),6827.5,6938.5,7757.4857,7584.3409,173.1448,1.0,1.0,-80.0,-80.0,6938.5,1838.5
2006-06-21 00:00:00,MA_Crossover(35,44),6888.0,6998.5,7746.6,7591.9091,154.6909,1.0,1.0,60.0,60.0,6998.5,1898.5
2006-06-22 00:00:00,MA_Crossover(35,44),6812.0,6916.5,7734.7714,7599.4773,135.2942,1.0,1.0,-82.0,-82.0,6916.5,1816.5
2006-06-23 00:00:00,MA_Crossover(35,44),6885.0,7035.5,7709.3143,7611.1818,98.1325,1.0,1.0,119.0,119.0,7035.5,1935.5
2006-06-26 00:00:00,MA_Crossover(35,44),7110.0,7260.5,7690.4857,7616.9318,73.5539,1.0,1.0,225.0,225.0,7260.5,2160.5
2006-06-27 00:00:00,MA_Crossover(35,44),6855.0,7005.5,7664.9714,7616.2727,48.6987,1.0,1.0,-255.0,-255.0,7005.5,1905.5
2006-06-28 00:00:00,MA_Crossover(35,44),7010.0,7160.5,7638.3429,7609.0682,29.2747,1.0,1.0,155.0,155.0,7160.5,2060.5
2006-06-29 00:00:00,MA_Crossover(35,44),7413.0,7563.5,7614.8,7608.75,6.05,1.0,1.0,403.0,403.0,7563.5,2463.5
2006-06-30 00:00:00,MA_Crossover(35,44),7425.0,7575.5,7575.6286,7614.2727,-38.6442,-1.0,1.0,12.0,12.0,7575.5,2475.5
2006-07-03 00:00:00,MA_Crossover(35,44),7381.0,7531.5,7539.8286,7620.25,-80.4214,-1.0,-1.0,-44.0,44.0,-7531.5,2519.5
2006-07-04 00:00:00,MA_Crossover(35,44),7518.0,7668.5,7516.2,7625.9091,-109.7091,-1.0,-1.0,137.0,-137.0,-7668.5,2382.5
2006-07-05 00:00:00,MA_Crossover(35,44),7477.0,7627.5,7488.8286,7631.6136,-142.7851,-1.0,-1.0,-41.0,41.0,-7627.5,2423.5
2006-07-06 00:00:00,MA_Crossover(35,44),7954.0,8104.5,7480.9143,7635.6591,-154.7448,-1.0,-1.0,477.0,-477.0,-8104.5,1946.5
2006-07-07 00:00:00,MA_Crossover(35,44),7840.0,7990.5,7470.6286,7637.2727,-166.6442,-1.0,-1.0,-114.0,114.0,-7990.5,2060.5
2006-07-10 00:00:00,MA_Crossover(35,44),7851.0,8001.5,7476.4857,7639.6136,-163.1279,-1.0,-1.0,11.0,-11.0,-8001.5,2049.5
2006-07-11 00:00:00,MA_Crossover(35,44),8022.0,8172.5,7486.4571,7641.4318,-154.9747,-1.0,-1.0,171.0,-171.0,-8172.5,1878.5
2006-07-12 00:00:00,MA_Crossover(35,44),8159.0,8309.5,7473.8571,7639.6591,-165.8019,-1.0,-1.0,137.0,-137.0,-8309.5,1741.5
2006-07-13 00:00:00,MA_Crossover(35,44),8035.0,8185.5,7476.1429,7622.3636,-146.2208,-1.0,-1.0,-124.0,124.0,-8185.5,1865.5
2006-07-14 00:00:00,MA_Crossover(35,44),8196.0,8346.5,7475.1714,7612.4091,-137.2377,-1.0,-1.0,161.0,-161.0,-8346.5,1704.5
2006-07-17 00:00:00,MA_Crossover(35,44),7838.0,7988.5,7460.5714,7600.8864,-140.3149,-1.0,-1.0,-358.0,358.0,-7988.5,2062.5
2006-07-18 00:00:00,MA_Crossover(35,44),7890.5,8030.0,7455.7286,7588.5114,-132.7828,-1.0,-1.0,41.5,-41.5,-8030.0,2021.0
2006-07-19 00:00:00,MA_Crossover(35,44),7870.0,8014.5,7451.9857,7580.3068,-128.3211,-1.0,-1.0,-15.5,15.5,-8014.5,2036.5
2006-07-20 00:00:00,MA_Crossover(35,44),7430.0,7578.5,7441.2143,7562.8068,-121.5925,-1.0,-1.0,-436.0,436.0,-7578.5,2472.5
2006-07-21 00:00:00,MA_Crossover(35,44),7102.0,7272.5,7416.5,7550.4432,-133.9432,-1.0,-1.0,-306.0,306.0,-7272.5,2778.5
2006-07-24 00:00:00,MA_Crossover(35,44),7223.0,7393.5,7398.4429,7540.2159,-141.7731,-1.0,-1.0,121.0,-121.0,-7393.5,2657.5
2006-07-25 00:00:00,MA_Crossover(35,44),7516.0,7686.5,7395.9571,7515.5795,-119.6224,-1.0,-1.0,293.0,-293.0,-7686.5,2364.5
2006-07-26 00:00:00,MA_Crossover(35,44),7537.0,7707.5,7385.8714,7506.0795,-120.2081,-1.0,-1.0,21.0,-21.0,-7707.5,2343.5
2006-07-27 00:00:00,MA_Crossover(35,44),7601.0,7771.5,7391.4143,7491.7841,-100.3698,-1.0,-1.0,64.0,-64.0,-7771.5,2279.5
2006-07-28 00:00:00,MA_Crossover(35,44),7743.0,7913.5,7403.7571,7478.0114,-74.2542,-1.0,-1.0,142.0,-142.0,-7913.5,2137.5
2006-07-31 00:00:00,MA_Crossover(35,44),8032.0,8202.5,7429.3286,7477.375,-48.0464,-1.0,-1.0,289.0,-289.0,-8202.5,1848.5
2006-08-01 00:00:00,MA_Crossover(35,44),7849.0,8019.5,7462.8,7473.9205,-11.1205,-1.0,-1.0,-183.0,183.0,-8019.5,2031.5
2006-08-02 00:00:00,MA_Crossover(35,44),7884.0,8054.5,7494.7429,7475.6705,19.0724,1.0,-1.0,35.0,-35.0,-8054.5,1996.5
2006-08-03 00:00:00,MA_Crossover(35,44),7550.0,7720.5,7506.4571,7466.1932,40.264,1.0,1.0,-334.0,-334.0,7720.5,1662.5
2006-08-04 00:00:00,MA_Crossover(35,44),7915.0,8085.5,7529.4857,7467.5568,61.9289,1.0,1.0,365.0,365.0,8085.5,2027.5
2006-08-07 00:00:00,MA_Crossover(35,44),7966.0,8136.5,7560.1429,7475.8068,84.336,1.0,1.0,51.0,51.0,8136.5,2078.5
2006-08-08 00:00:00,MA_Crossover(35,44),7955.0,8125.5,7592.3571,7477.2841,115.0731,1.0,1.0,-11.0,-11.0,8125.5,2067.5
2006-08-09 00:00:00,MA_Crossover(35,44),8102.0,8272.5,7627.0429,7493.0795,133.9633,1.0,1.0,147.0,147.0,8272.5,2214.5
2006-08-10 00:00:00,MA_Crossover(35,44),7943.0,8113.5,7659.3571,7507.4432,151.914,1.0,1.0,-159.0,-159.0,8113.5,2055.5
2006-08-11 00:00:00,MA_Crossover(35,44),7618.0,7788.5,7680.3,7518.375,161.925,1.0,1.0,-325.0,-325.0,7788.5,1730.5
2006-08-14 00:00:00,MA_Crossover(35,44),7686.0,7856.5,7696.7571,7541.2955,155.4617,1.0,1.0,68.0,68.0,7856.5,1798.5
