PERFORMANCE SUMMARY,,
Metric,Value,
Start Date,2006-01-03,
End Date,2025-12-31,
Total Calendar Days,5053,
Active Trading Days,5005,
Warmup Days,48,
Total PnL (USD/MT),23219.38,
Annualized Return,1169.09,
Annualized Std Dev,1845.74,
Sharpe Ratio,0.6334,
Sortino Ratio,0.9273,
Max Drawdown,-5253.0,
Calmar Ratio,0.2226,
Hit Rate,51.17%,
Avg Win (USD/MT),86.22,
Avg Loss (USD/MT),-81.25,
Profit Factor,1.1175,
Max Consecutive Wins,10,
Max Consecutive Losses,14,
POSITION NOTE,Position[t] = Signal[t-1]  (1-day lag, no leakage),
PnL NOTE,Daily_PnL = Position * ΔF1_continuous  (roll cost captured),
Cum_PnL NOTE,Cum_PnL = cumsum(Daily_PnL)  [NOT Daily_change×abs(pos)],
,,
TRADEBOOK,,
Date,Strategy,F1_raw,F1_continuous,MA_33,MA_48,Crossover,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cum_PnL
2006-02-15 00:00:00,MA_Crossover(33,48),4834.0,4863.0,,,,,0.0,-156.0,-0.0,0.0,0.0
2006-02-16 00:00:00,MA_Crossover(33,48),4848.0,4876.0,4824.8636,,,,0.0,13.0,0.0,0.0,0.0
2006-02-17 00:00:00,MA_Crossover(33,48),4864.0,4918.0,4833.3485,,,,0.0,42.0,0.0,0.0,0.0
2006-02-20 00:00:00,MA_Crossover(33,48),4966.0,5020.0,4842.1515,,,,0.0,102.0,0.0,0.0,0.0
2006-02-21 00:00:00,MA_Crossover(33,48),5015.0,5069.0,4853.5758,,,,0.0,49.0,0.0,0.0,0.0
2006-02-22 00:00:00,MA_Crossover(33,48),5035.5,5089.5,4865.7424,,,,0.0,20.5,0.0,0.0,0.0
2006-02-23 00:00:00,MA_Crossover(33,48),4959.0,5013.0,4873.803,,,,0.0,-76.5,-0.0,0.0,0.0
2006-02-24 00:00:00,MA_Crossover(33,48),4922.0,4976.0,4880.8636,,,,0.0,-37.0,-0.0,0.0,0.0
2006-02-27 00:00:00,MA_Crossover(33,48),4734.0,4788.0,4882.4697,,,,0.0,-188.0,-0.0,0.0,0.0
2006-02-28 00:00:00,MA_Crossover(33,48),4881.0,4935.0,4889.197,,,,0.0,147.0,0.0,0.0,0.0
2006-03-01 00:00:00,MA_Crossover(33,48),4940.0,4994.0,4895.0455,,,,0.0,59.0,0.0,0.0,0.0
2006-03-02 00:00:00,MA_Crossover(33,48),5056.0,5110.0,4905.5,,,,0.0,116.0,0.0,0.0,0.0
2006-03-03 00:00:00,MA_Crossover(33,48),5046.0,5100.0,4917.1061,,,,0.0,-10.0,-0.0,0.0,0.0
2006-03-06 00:00:00,MA_Crossover(33,48),4953.0,5007.0,4924.6818,,,,0.0,-93.0,-0.0,0.0,0.0
2006-03-07 00:00:00,MA_Crossover(33,48),4844.0,4898.0,4929.197,,,,0.0,-109.0,-0.0,0.0,0.0
2006-03-08 00:00:00,MA_Crossover(33,48),4800.0,4854.0,4934.1667,,,,0.0,-44.0,-0.0,0.0,0.0
2006-03-09 00:00:00,MA_Crossover(33,48),4893.0,4947.0,4939.9242,4856.8542,83.0701,1.0,0.0,93.0,0.0,0.0,0.0
2006-03-10 00:00:00,MA_Crossover(33,48),4905.0,4959.0,4944.8333,4863.5417,81.2917,1.0,1.0,12.0,12.0,4959.0,12.0
2006-03-13 00:00:00,MA_Crossover(33,48),4962.0,5016.0,4947.5606,4869.5104,78.0502,1.0,1.0,57.0,57.0,5016.0,69.0
2006-03-14 00:00:00,MA_Crossover(33,48),4974.5,5018.5,4951.0606,4876.5208,74.5398,1.0,1.0,2.5,2.5,5018.5,71.5
2006-03-15 00:00:00,MA_Crossover(33,48),5008.5,5052.5,4953.4697,4884.3229,69.1468,1.0,1.0,34.0,34.0,5052.5,105.5
2006-03-16 00:00:00,MA_Crossover(33,48),4981.0,5027.5,4955.4697,4890.3229,65.1468,1.0,1.0,-25.0,-25.0,5027.5,80.5
2006-03-17 00:00:00,MA_Crossover(33,48),5189.0,5264.5,4963.8636,4900.7396,63.1241,1.0,1.0,237.0,237.0,5264.5,317.5
2006-03-20 00:00:00,MA_Crossover(33,48),5164.0,5239.5,4970.7424,4910.8021,59.9403,1.0,1.0,-25.0,-25.0,5239.5,292.5
2006-03-21 00:00:00,MA_Crossover(33,48),5161.0,5236.5,4973.6364,4921.2604,52.3759,1.0,1.0,-3.0,-3.0,5236.5,289.5
2006-03-22 00:00:00,MA_Crossover(33,48),5163.0,5238.5,4975.7879,4929.9271,45.8608,1.0,1.0,2.0,2.0,5238.5,291.5
2006-03-23 00:00:00,MA_Crossover(33,48),5290.0,5365.5,4980.6515,4941.9896,38.6619,1.0,1.0,127.0,127.0,5365.5,418.5
2006-03-24 00:00:00,MA_Crossover(33,48),5304.0,5379.5,4988.803,4955.3438,33.4593,1.0,1.0,14.0,14.0,5379.5,432.5
2006-03-27 00:00:00,MA_Crossover(33,48),5360.5,5436.0,4998.4848,4969.0417,29.4432,1.0,1.0,56.5,56.5,5436.0,489.0
2006-03-28 00:00:00,MA_Crossover(33,48),5365.5,5441.0,5007.1061,4983.0104,24.0956,1.0,1.0,5.0,5.0,5441.0,494.0
2006-03-29 00:00:00,MA_Crossover(33,48),5391.0,5466.5,5022.1667,4998.7396,23.4271,1.0,1.0,25.5,25.5,5466.5,519.5
2006-03-30 00:00:00,MA_Crossover(33,48),5466.0,5541.5,5038.2879,5014.6354,23.6525,1.0,1.0,75.0,75.0,5541.5,594.5
2006-03-31 00:00:00,MA_Crossover(33,48),5440.0,5515.5,5051.9848,5029.1562,22.8286,1.0,1.0,-26.0,-26.0,5515.5,568.5
2006-04-03 00:00:00,MA_Crossover(33,48),5661.5,5737.0,5077.0606,5045.6042,31.4564,1.0,1.0,221.5,221.5,5737.0,790.0
2006-04-04 00:00:00,MA_Crossover(33,48),5588.0,5663.5,5099.4848,5060.7917,38.6932,1.0,1.0,-73.5,-73.5,5663.5,716.5
2006-04-05 00:00:00,MA_Crossover(33,48),5742.5,5818.0,5126.1061,5077.7396,48.3665,1.0,1.0,154.5,154.5,5818.0,871.0
2006-04-06 00:00:00,MA_Crossover(33,48),5802.5,5878.0,5151.4545,5096.2292,55.2254,1.0,1.0,60.0,60.0,5878.0,931.0
2006-04-07 00:00:00,MA_Crossover(33,48),5751.0,5826.5,5173.7576,5113.7083,60.0492,1.0,1.0,-51.5,-51.5,5826.5,879.5
2006-04-10 00:00:00,MA_Crossover(33,48),5937.5,6013.0,5201.0909,5134.5521,66.5388,1.0,1.0,186.5,186.5,6013.0,1066.0
2006-04-11 00:00:00,MA_Crossover(33,48),6010.0,6085.5,5232.9394,5154.2292,78.7102,1.0,1.0,72.5,72.5,6085.5,1138.5
2006-04-12 00:00:00,MA_Crossover(33,48),6168.0,6243.5,5270.697,5176.6458,94.0511,1.0,1.0,158.0,158.0,6243.5,1296.5
2006-04-13 00:00:00,MA_Crossover(33,48),6259.0,6334.5,5316.9091,5200.1771,116.732,1.0,1.0,91.0,91.0,6334.5,1387.5
2006-04-18 00:00:00,MA_Crossover(33,48),6555.0,6630.5,5367.6364,5231.8438,135.7926,1.0,1.0,296.0,296.0,6630.5,1683.5
2006-04-19 00:00:00,MA_Crossover(33,48),6479.0,6554.5,5414.2727,5261.8021,152.4706,1.0,1.0,-76.0,-76.0,6554.5,1607.5
2006-04-20 00:00:00,MA_Crossover(33,48),6370.0,6445.5,5454.0909,5288.6562,165.4347,1.0,1.0,-109.0,-109.0,6445.5,1498.5
2006-04-21 00:00:00,MA_Crossover(33,48),6857.0,6932.5,5508.9697,5329.5521,179.4176,1.0,1.0,487.0,487.0,6932.5,1985.5
2006-04-24 00:00:00,MA_Crossover(33,48),6884.0,6959.5,5567.4848,5370.1771,197.3078,1.0,1.0,27.0,27.0,6959.5,2012.5
2006-04-25 00:00:00,MA_Crossover(33,48),7327.0,7402.5,5642.7273,5418.9062,223.821,1.0,1.0,443.0,443.0,7402.5,2455.5
2006-04-26 00:00:00,MA_Crossover(33,48),7427.0,7502.5,5722.3333,5472.9271,249.4062,1.0,1.0,100.0,100.0,7502.5,2555.5
2006-04-27 00:00:00,MA_Crossover(33,48),7182.0,7257.5,5791.697,5521.5521,270.1449,1.0,1.0,-245.0,-245.0,7257.5,2310.5
2006-04-28 00:00:00,MA_Crossover(33,48),7118.0,7193.5,5858.7576,5568.5104,290.2472,1.0,1.0,-64.0,-64.0,7193.5,2246.5
2006-05-02 00:00:00,MA_Crossover(33,48),7269.0,7344.5,5928.6667,5616.4896,312.1771,1.0,1.0,151.0,151.0,7344.5,2397.5
2006-05-03 00:00:00,MA_Crossover(33,48),7226.0,7301.5,5996.8939,5662.5521,334.3419,1.0,1.0,-43.0,-43.0,7301.5,2354.5
2006-05-04 00:00:00,MA_Crossover(33,48),7776.0,7851.5,6080.7576,5719.6458,361.1117,1.0,1.0,550.0,550.0,7851.5,2904.5
2006-05-05 00:00:00,MA_Crossover(33,48),7769.0,7844.5,6165.2424,5778.1875,387.0549,1.0,1.0,-7.0,-7.0,7844.5,2897.5
2006-05-08 00:00:00,MA_Crossover(33,48),7748.0,7823.5,6242.7879,5837.0625,405.7254,1.0,1.0,-21.0,-21.0,7823.5,2876.5
2006-05-09 00:00:00,MA_Crossover(33,48),7942.0,8017.5,6326.9697,5903.8958,423.0739,1.0,1.0,194.0,194.0,8017.5,3070.5
2006-05-10 00:00:00,MA_Crossover(33,48),8237.0,8312.5,6420.1818,5973.8125,446.3693,1.0,1.0,295.0,295.0,8312.5,3365.5
2006-05-11 00:00:00,MA_Crossover(33,48),8796.0,8871.5,6530.2727,6054.1458,476.1269,1.0,1.0,559.0,559.0,8871.5,3924.5
2006-05-12 00:00:00,MA_Crossover(33,48),8634.0,8709.5,6631.6061,6128.6875,502.9186,1.0,1.0,-162.0,-162.0,8709.5,3762.5
2006-05-15 00:00:00,MA_Crossover(33,48),8345.0,8420.5,6723.7576,6197.4167,526.3409,1.0,1.0,-289.0,-289.0,8420.5,3473.5
2006-05-16 00:00:00,MA_Crossover(33,48),8435.0,8520.5,6816.9242,6269.9583,546.9659,1.0,1.0,100.0,100.0,8520.5,3573.5
2006-05-17 00:00:00,MA_Crossover(33,48),8231.0,8318.5,6903.7576,6340.5208,563.2367,1.0,1.0,-202.0,-202.0,8318.5,3371.5
2006-05-18 00:00:00,MA_Crossover(33,48),8200.0,8290.5,6988.8788,6411.3542,577.5246,1.0,1.0,-28.0,-28.0,8290.5,3343.5
2006-05-19 00:00:00,MA_Crossover(33,48),7646.0,7771.5,7054.9394,6468.7083,586.2311,1.0,1.0,-519.0,-519.0,7771.5,2824.5
2006-05-22 00:00:00,MA_Crossover(33,48),7673.0,7798.5,7122.6061,6526.375,596.2311,1.0,1.0,27.0,27.0,7798.5,2851.5
2006-05-23 00:00:00,MA_Crossover(33,48),8600.0,8725.5,7211.6515,6602.1667,609.4848,1.0,1.0,927.0,927.0,8725.5,3778.5
2006-05-24 00:00:00,MA_Crossover(33,48),7955.0,8080.5,7283.3788,6664.2604,619.1184,1.0,1.0,-645.0,-645.0,8080.5,3133.5
2006-05-25 00:00:00,MA_Crossover(33,48),8230.0,8355.5,7358.7576,6731.375,627.3826,1.0,1.0,275.0,275.0,8355.5,3408.5
2006-05-26 00:00:00,MA_Crossover(33,48),8349.0,8474.5,7435.9242,6801.5417,634.3826,1.0,1.0,119.0,119.0,8474.5,3527.5
2006-05-30 00:00:00,MA_Crossover(33,48),8060.0,8185.5,7505.8939,6861.3542,644.5398,1.0,1.0,-289.0,-289.0,8185.5,3238.5
2006-05-31 00:00:00,MA_Crossover(33,48),8001.0,8126.5,7568.4242,6920.4583,647.9659,1.0,1.0,-59.0,-59.0,8126.5,3179.5
2006-06-01 00:00:00,MA_Crossover(33,48),7807.0,7932.5,7622.8788,6975.5833,647.2955,1.0,1.0,-194.0,-194.0,7932.5,2985.5
2006-06-02 00:00:00,MA_Crossover(33,48),7967.0,8092.5,7677.3939,7034.0,643.3939,1.0,1.0,160.0,160.0,8092.5,3145.5
2006-06-05 00:00:00,MA_Crossover(33,48),7855.0,7980.5,7725.7576,7087.4375,638.3201,1.0,1.0,-112.0,-112.0,7980.5,3033.5
2006-06-06 00:00:00,MA_Crossover(33,48),7603.0,7728.5,7757.5152,7135.3333,622.1818,1.0,1.0,-252.0,-252.0,7728.5,2781.5
2006-06-07 00:00:00,MA_Crossover(33,48),7890.0,8015.5,7800.2727,7188.0312,612.2415,1.0,1.0,287.0,287.0,8015.5,3068.5
2006-06-08 00:00:00,MA_Crossover(33,48),7407.0,7532.5,7831.697,7230.5625,601.1345,1.0,1.0,-483.0,-483.0,7532.5,2585.5
2006-06-09 00:00:00,MA_Crossover(33,48),7311.0,7436.5,7845.4545,7270.5625,574.892,1.0,1.0,-96.0,-96.0,7436.5,2489.5
2006-06-12 00:00:00,MA_Crossover(33,48),7137.0,7262.5,7853.1212,7305.375,547.7462,1.0,1.0,-174.0,-174.0,7262.5,2315.5
2006-06-13 00:00:00,MA_Crossover(33,48),6677.5,6803.0,7833.4394,7331.1562,502.2831,1.0,1.0,-459.5,-459.5,6803.0,1856.0
2006-06-14 00:00:00,MA_Crossover(33,48),6766.0,6891.5,7813.4091,7354.1667,459.2424,1.0,1.0,88.5,88.5,6891.5,1944.5
2006-06-15 00:00:00,MA_Crossover(33,48),7140.0,7265.5,7812.1364,7386.5,425.6364,1.0,1.0,374.0,374.0,7265.5,2318.5
2006-06-16 00:00:00,MA_Crossover(33,48),7109.0,7234.5,7811.8636,7414.9688,396.8949,1.0,1.0,-31.0,-31.0,7234.5,2287.5
2006-06-19 00:00:00,MA_Crossover(33,48),6893.0,7018.5,7800.4697,7437.6875,362.7822,1.0,1.0,-216.0,-216.0,7018.5,2071.5
2006-06-20 00:00:00,MA_Crossover(33,48),6827.5,6938.5,7788.3939,7460.1146,328.2794,1.0,1.0,-80.0,-80.0,6938.5,1991.5
2006-06-21 00:00:00,MA_Crossover(33,48),6888.0,6998.5,7761.4848,7479.9167,281.5682,1.0,1.0,60.0,60.0,6998.5,2051.5
2006-06-22 00:00:00,MA_Crossover(33,48),6812.0,6916.5,7732.4848,7496.625,235.8598,1.0,1.0,-82.0,-82.0,6916.5,1969.5
2006-06-23 00:00:00,MA_Crossover(33,48),6885.0,7035.5,7706.3333,7511.5625,194.7708,1.0,1.0,119.0,119.0,7035.5,2088.5
2006-06-26 00:00:00,MA_Crossover(33,48),7110.0,7260.5,7681.1212,7529.2917,151.8295,1.0,1.0,225.0,225.0,7260.5,2313.5
2006-06-27 00:00:00,MA_Crossover(33,48),6855.0,7005.5,7639.2424,7535.5417,103.7008,1.0,1.0,-255.0,-255.0,7005.5,2058.5
2006-06-28 00:00:00,MA_Crossover(33,48),7010.0,7160.5,7585.1212,7546.6042,38.517,1.0,1.0,155.0,155.0,7160.5,2213.5
2006-06-29 00:00:00,MA_Crossover(33,48),7413.0,7563.5,7548.1212,7568.3333,-20.2121,-1.0,1.0,403.0,403.0,7563.5,2616.5
2006-06-30 00:00:00,MA_Crossover(33,48),7425.0,7575.5,7520.2424,7580.1667,-59.9242,-1.0,-1.0,12.0,-12.0,-7575.5,2604.5
2006-07-03 00:00:00,MA_Crossover(33,48),7381.0,7531.5,7488.303,7590.5208,-102.2178,-1.0,-1.0,-44.0,44.0,-7531.5,2648.5
2006-07-04 00:00:00,MA_Crossover(33,48),7518.0,7668.5,7466.697,7594.5,-127.803,-1.0,-1.0,137.0,-137.0,-7668.5,2511.5
2006-07-05 00:00:00,MA_Crossover(33,48),7477.0,7627.5,7444.7879,7595.5417,-150.7538,-1.0,-1.0,-41.0,41.0,-7627.5,2552.5
2006-07-06 00:00:00,MA_Crossover(33,48),7954.0,8104.5,7454.1212,7611.625,-157.5038,-1.0,-1.0,477.0,-477.0,-8104.5,2075.5
2006-07-07 00:00:00,MA_Crossover(33,48),7840.0,7990.5,7459.1818,7626.6667,-167.4848,-1.0,-1.0,-114.0,114.0,-7990.5,2189.5
2006-07-10 00:00:00,MA_Crossover(33,48),7851.0,8001.5,7436.4848,7638.7917,-202.3068,-1.0,-1.0,11.0,-11.0,-8001.5,2178.5
2006-07-11 00:00:00,MA_Crossover(33,48),8022.0,8172.5,7438.5152,7655.375,-216.8598,-1.0,-1.0,171.0,-171.0,-8172.5,2007.5
2006-07-12 00:00:00,MA_Crossover(33,48),8159.0,8309.5,7436.3636,7663.3542,-226.9905,-1.0,-1.0,137.0,-137.0,-8309.5,1870.5
2006-07-13 00:00:00,MA_Crossover(33,48),8035.0,8185.5,7426.8485,7668.8958,-242.0473,-1.0,-1.0,-124.0,124.0,-8185.5,1994.5
2006-07-14 00:00:00,MA_Crossover(33,48),8196.0,8346.5,7430.9697,7678.2292,-247.2595,-1.0,-1.0,161.0,-161.0,-8346.5,1833.5
2006-07-17 00:00:00,MA_Crossover(33,48),7838.0,7988.5,7426.0303,7676.0625,-250.0322,-1.0,-1.0,-358.0,358.0,-7988.5,2191.5
2006-07-18 00:00:00,MA_Crossover(33,48),7890.5,8030.0,7428.5606,7668.8438,-240.2831,-1.0,-1.0,41.5,-41.5,-8030.0,2150.0
2006-07-19 00:00:00,MA_Crossover(33,48),7870.0,8014.5,7425.6212,7649.5521,-223.9309,-1.0,-1.0,-15.5,15.5,-8014.5,2165.5
2006-07-20 00:00:00,MA_Crossover(33,48),7430.0,7578.5,7412.7424,7624.4688,-211.7263,-1.0,-1.0,-436.0,436.0,-7578.5,2601.5
2006-07-21 00:00:00,MA_Crossover(33,48),7102.0,7272.5,7397.5606,7598.5729,-201.0123,-1.0,-1.0,-306.0,306.0,-7272.5,2907.5
2006-07-24 00:00:00,MA_Crossover(33,48),7223.0,7393.5,7377.3485,7573.3229,-195.9744,-1.0,-1.0,121.0,-121.0,-7393.5,2786.5
2006-07-25 00:00:00,MA_Crossover(33,48),7516.0,7686.5,7380.6515,7558.4271,-177.7756,-1.0,-1.0,293.0,-293.0,-7686.5,2493.5
2006-07-26 00:00:00,MA_Crossover(33,48),7537.0,7707.5,7387.5,7544.6146,-157.1146,-1.0,-1.0,21.0,-21.0,-7707.5,2472.5
2006-07-27 00:00:00,MA_Crossover(33,48),7601.0,7771.5,7401.5606,7543.6771,-142.1165,-1.0,-1.0,64.0,-64.0,-7771.5,2408.5
2006-07-28 00:00:00,MA_Crossover(33,48),7743.0,7913.5,7433.8485,7545.1354,-111.2869,-1.0,-1.0,142.0,-142.0,-7913.5,2266.5
2006-07-31 00:00:00,MA_Crossover(33,48),8032.0,8202.5,7472.2121,7533.3021,-61.09,-1.0,-1.0,289.0,-289.0,-8202.5,1977.5
2006-08-01 00:00:00,MA_Crossover(33,48),7849.0,8019.5,7493.697,7531.0938,-37.3968,-1.0,-1.0,-183.0,183.0,-8019.5,2160.5
2006-08-02 00:00:00,MA_Crossover(33,48),7884.0,8054.5,7517.1818,7523.8854,-6.7036,-1.0,-1.0,35.0,-35.0,-8054.5,2125.5
2006-08-03 00:00:00,MA_Crossover(33,48),7550.0,7720.5,7537.0909,7507.2396,29.8513,1.0,-1.0,-334.0,334.0,-7720.5,2459.5
2006-08-04 00:00:00,MA_Crossover(33,48),7915.0,8085.5,7570.0455,7504.2188,65.8267,1.0,1.0,365.0,365.0,8085.5,2824.5
2006-08-07 00:00:00,MA_Crossover(33,48),7966.0,8136.5,7602.7121,7503.4896,99.2225,1.0,1.0,51.0,51.0,8136.5,2875.5
2006-08-08 00:00:00,MA_Crossover(33,48),7955.0,8125.5,7637.3485,7506.5729,130.7756,1.0,1.0,-11.0,-11.0,8125.5,2864.5
2006-08-09 00:00:00,MA_Crossover(33,48),8102.0,8272.5,7674.2273,7509.3854,164.8419,1.0,1.0,147.0,147.0,8272.5,3011.5
2006-08-10 00:00:00,MA_Crossover(33,48),7943.0,8113.5,7699.4697,7511.2188,188.2509,1.0,1.0,-159.0,-159.0,8113.5,2852.5
2006-08-11 00:00:00,MA_Crossover(33,48),7618.0,7788.5,7722.5909,7511.5312,211.0597,1.0,1.0,-325.0,-325.0,7788.5,2527.5
2006-08-14 00:00:00,MA_Crossover(33,48),7686.0,7856.5,7743.0758,7507.2812,235.7945,1.0,1.0,68.0,68.0,7856.5,2595.5
2006-08-15 00:00:00,MA_Crossover(33,48),7687.0,7839.5,7751.3788,7513.1146,238.2642,1.0,1.0,-17.0,-17.0,7839.5,2578.5
2006-08-16 00:00:00,MA_Crossover(33,48),7741.0,7892.5,7760.9545,7522.0729,238.8816,1.0,1.0,53.0,53.0,7892.5,2631.5
2006-08-17 00:00:00,MA_Crossover(33,48),7334.0,7484.5,7759.5303,7526.1771,233.3532,1.0,1.0,-408.0,-408.0,7484.5,2223.5
2006-08-18 00:00:00,MA_Crossover(33,48),7527.0,7689.5,7759.803,7543.875,215.928,1.0,1.0,205.0,205.0,7689.5,2428.5
2006-08-21 00:00:00,MA_Crossover(33,48),7696.0,7858.5,7766.4394,7563.25,203.1894,1.0,1.0,169.0,169.0,7858.5,2597.5
2006-08-22 00:00:00,MA_Crossover(33,48),7655.0,7817.5,7757.3788,7573.9792,183.3996,1.0,1.0,-41.0,-41.0,7817.5,2556.5
2006-08-23 00:00:00,MA_Crossover(33,48),7635.0,7797.5,7751.1667,7584.9375,166.2292,1.0,1.0,-20.0,-20.0,7797.5,2536.5
2006-08-24 00:00:00,MA_Crossover(33,48),7456.0,7618.5,7739.197,7596.6667,142.5303,1.0,1.0,-179.0,-179.0,7618.5,2357.5
2006-08-25 00:00:00,MA_Crossover(33,48),7585.0,7747.5,7725.9545,7612.4479,113.5066,1.0,1.0,129.0,129.0,7747.5,2486.5
2006-08-29 00:00:00,MA_Crossover(33,48),7422.0,7584.5,7703.6212,7623.5729,80.0483,1.0,1.0,-163.0,-163.0,7584.5,2323.5
2006-08-30 00:00:00,MA_Crossover(33,48),7475.0,7637.5,7686.6515,7637.3854,49.2661,1.0,1.0,53.0,53.0,7637.5,2376.5
2006-08-31 00:00:00,MA_Crossover(33,48),7728.0,7890.5,7672.4697,7654.9479,17.5218,1.0,1.0,253.0,253.0,7890.5,2629.5
2006-09-01 00:00:00,MA_Crossover(33,48),7616.0,7778.5,7665.7424,7665.4896,0.2528,1.0,1.0,-112.0,-112.0,7778.5,2517.5
2006-09-04 00:00:00,MA_Crossover(33,48),7679.0,7841.5,7659.3333,7682.6562,-23.3229,-1.0,1.0,63.0,63.0,7841.5,2580.5
2006-09-05 00:00:00,MA_Crossover(33,48),7956.0,8118.5,7661.9394,7702.3646,-40.4252,-1.0,-1.0,277.0,-277.0,-8118.5,2303.5
2006-09-06 00:00:00,MA_Crossover(33,48),8076.0,8238.5,7681.5152,7716.1771,-34.6619,-1.0,-1.0,120.0,-120.0,-8238.5,2183.5
2006-09-07 00:00:00,MA_Crossover(33,48),8047.0,8209.5,7710.1515,7729.1354,-18.9839,-1.0,-1.0,-29.0,29.0,-8209.5,2212.5
2006-09-08 00:00:00,MA_Crossover(33,48),7844.0,8006.5,7728.9697,7738.7812,-9.8116,-1.0,-1.0,-203.0,203.0,-8006.5,2415.5
