PERFORMANCE SUMMARY,,
Metric,Value,
Start Date,2006-01-03,
End Date,2025-12-31,
Total Calendar Days,5053,
Active Trading Days,5009,
Warmup Days,44,
Total PnL (USD/MT),22646.88,
Annualized Return,1139.35,
Annualized Std Dev,1845.5,
Sharpe Ratio,0.6174,
Sortino Ratio,0.9059,
Max Drawdown,-4565.0,
Calmar Ratio,0.2496,
Hit Rate,50.81%,
Avg Win (USD/MT),86.72,
Avg Loss (USD/MT),-80.77,
Profit Factor,1.1143,
Max Consecutive Wins,10,
Max Consecutive Losses,14,
POSITION NOTE,Position[t] = Signal[t-1]  (1-day lag, no leakage),
PnL NOTE,Daily_PnL = Position * ΔF1_continuous  (roll cost captured),
Cum_PnL NOTE,Cum_PnL = cumsum(Daily_PnL)  [NOT Daily_change×abs(pos)],
,,
TRADEBOOK,,
Date,Strategy,F1_raw,F1_continuous,MA_36,MA_44,Crossover,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cum_PnL
2006-01-27 00:00:00,MA_Crossover(36,44),4929.0,4964.0,,,,,0.0,70.0,0.0,0.0,0.0
2006-01-30 00:00:00,MA_Crossover(36,44),4915.0,4950.0,,,,,0.0,-14.0,-0.0,0.0,0.0
2006-01-31 00:00:00,MA_Crossover(36,44),4912.0,4947.0,,,,,0.0,-3.0,-0.0,0.0,0.0
2006-02-01 00:00:00,MA_Crossover(36,44),4937.0,4972.0,,,,,0.0,25.0,0.0,0.0,0.0
2006-02-02 00:00:00,MA_Crossover(36,44),5065.5,5100.5,,,,,0.0,128.5,0.0,0.0,0.0
2006-02-03 00:00:00,MA_Crossover(36,44),5092.0,5127.0,,,,,0.0,26.5,0.0,0.0,0.0
2006-02-06 00:00:00,MA_Crossover(36,44),5129.5,5164.5,,,,,0.0,37.5,0.0,0.0,0.0
2006-02-07 00:00:00,MA_Crossover(36,44),5035.0,5070.0,,,,,0.0,-94.5,-0.0,0.0,0.0
2006-02-08 00:00:00,MA_Crossover(36,44),5041.0,5076.0,,,,,0.0,6.0,0.0,0.0,0.0
2006-02-09 00:00:00,MA_Crossover(36,44),5081.0,5116.0,,,,,0.0,40.0,0.0,0.0,0.0
2006-02-10 00:00:00,MA_Crossover(36,44),4894.0,4929.0,,,,,0.0,-187.0,-0.0,0.0,0.0
2006-02-13 00:00:00,MA_Crossover(36,44),4934.0,4969.0,,,,,0.0,40.0,0.0,0.0,0.0
2006-02-14 00:00:00,MA_Crossover(36,44),4988.0,5019.0,,,,,0.0,50.0,0.0,0.0,0.0
2006-02-15 00:00:00,MA_Crossover(36,44),4834.0,4863.0,,,,,0.0,-156.0,-0.0,0.0,0.0
2006-02-16 00:00:00,MA_Crossover(36,44),4848.0,4876.0,,,,,0.0,13.0,0.0,0.0,0.0
2006-02-17 00:00:00,MA_Crossover(36,44),4864.0,4918.0,,,,,0.0,42.0,0.0,0.0,0.0
2006-02-20 00:00:00,MA_Crossover(36,44),4966.0,5020.0,,,,,0.0,102.0,0.0,0.0,0.0
2006-02-21 00:00:00,MA_Crossover(36,44),5015.0,5069.0,4835.1528,,,,0.0,49.0,0.0,0.0,0.0
2006-02-22 00:00:00,MA_Crossover(36,44),5035.5,5089.5,4847.6944,,,,0.0,20.5,0.0,0.0,0.0
2006-02-23 00:00:00,MA_Crossover(36,44),4959.0,5013.0,4855.5694,,,,0.0,-76.5,-0.0,0.0,0.0
2006-02-24 00:00:00,MA_Crossover(36,44),4922.0,4976.0,4863.4583,,,,0.0,-37.0,-0.0,0.0,0.0
2006-02-27 00:00:00,MA_Crossover(36,44),4734.0,4788.0,4866.2361,,,,0.0,-188.0,-0.0,0.0,0.0
2006-02-28 00:00:00,MA_Crossover(36,44),4881.0,4935.0,4871.4583,,,,0.0,147.0,0.0,0.0,0.0
2006-03-01 00:00:00,MA_Crossover(36,44),4940.0,4994.0,4878.4306,,,,0.0,59.0,0.0,0.0,0.0
2006-03-02 00:00:00,MA_Crossover(36,44),5056.0,5110.0,4888.8472,,,,0.0,116.0,0.0,0.0,0.0
2006-03-03 00:00:00,MA_Crossover(36,44),5046.0,5100.0,4899.5972,4855.4318,44.1654,1.0,0.0,-10.0,-0.0,0.0,0.0
2006-03-06 00:00:00,MA_Crossover(36,44),4953.0,5007.0,4905.3194,4863.8182,41.5013,1.0,1.0,-93.0,-93.0,5007.0,-93.0
2006-03-07 00:00:00,MA_Crossover(36,44),4844.0,4898.0,4909.0139,4867.6477,41.3662,1.0,1.0,-109.0,-109.0,4898.0,-202.0
2006-03-08 00:00:00,MA_Crossover(36,44),4800.0,4854.0,4912.8194,4871.3295,41.4899,1.0,1.0,-44.0,-44.0,4854.0,-246.0
2006-03-09 00:00:00,MA_Crossover(36,44),4893.0,4947.0,4918.0972,4877.2159,40.8813,1.0,1.0,93.0,93.0,4947.0,-153.0
2006-03-10 00:00:00,MA_Crossover(36,44),4905.0,4959.0,4923.9306,4882.0341,41.8965,1.0,1.0,12.0,12.0,4959.0,-141.0
2006-03-13 00:00:00,MA_Crossover(36,44),4962.0,5016.0,4932.9861,4888.2386,44.7475,1.0,1.0,57.0,57.0,5016.0,-84.0
2006-03-14 00:00:00,MA_Crossover(36,44),4974.5,5018.5,4940.5278,4894.9091,45.6187,1.0,1.0,2.5,2.5,5018.5,-81.5
2006-03-15 00:00:00,MA_Crossover(36,44),5008.5,5052.5,4947.9028,4902.8523,45.0505,1.0,1.0,34.0,34.0,5052.5,-47.5
2006-03-16 00:00:00,MA_Crossover(36,44),4981.0,5027.5,4950.9306,4908.1705,42.7601,1.0,1.0,-25.0,-25.0,5027.5,-72.5
2006-03-17 00:00:00,MA_Crossover(36,44),5189.0,5264.5,4960.0972,4919.0341,41.0631,1.0,1.0,237.0,237.0,5264.5,164.5
2006-03-20 00:00:00,MA_Crossover(36,44),5164.0,5239.5,4966.625,4930.4205,36.2045,1.0,1.0,-25.0,-25.0,5239.5,139.5
2006-03-21 00:00:00,MA_Crossover(36,44),5161.0,5236.5,4973.4583,4940.8295,32.6288,1.0,1.0,-3.0,-3.0,5236.5,136.5
2006-03-22 00:00:00,MA_Crossover(36,44),5163.0,5238.5,4980.4306,4951.4659,28.9646,1.0,1.0,2.0,2.0,5238.5,138.5
2006-03-23 00:00:00,MA_Crossover(36,44),5290.0,5365.5,4990.2361,4966.3295,23.9066,1.0,1.0,127.0,127.0,5365.5,265.5
2006-03-24 00:00:00,MA_Crossover(36,44),5304.0,5379.5,4996.8611,4979.9886,16.8725,1.0,1.0,14.0,14.0,5379.5,279.5
2006-03-27 00:00:00,MA_Crossover(36,44),5360.5,5436.0,5004.3194,4994.0227,10.2967,1.0,1.0,56.5,56.5,5436.0,336.0
2006-03-28 00:00:00,MA_Crossover(36,44),5365.5,5441.0,5010.875,5005.2386,5.6364,1.0,1.0,5.0,5.0,5441.0,341.0
2006-03-29 00:00:00,MA_Crossover(36,44),5391.0,5466.5,5020.7639,5017.3295,3.4343,1.0,1.0,25.5,25.5,5466.5,366.5
2006-03-30 00:00:00,MA_Crossover(36,44),5466.0,5541.5,5032.5694,5029.5341,3.0354,1.0,1.0,75.0,75.0,5541.5,441.5
2006-03-31 00:00:00,MA_Crossover(36,44),5440.0,5515.5,5042.5417,5041.4659,1.0758,1.0,1.0,-26.0,-26.0,5515.5,415.5
2006-04-03 00:00:00,MA_Crossover(36,44),5661.5,5737.0,5063.8611,5058.5,5.3611,1.0,1.0,221.5,221.5,5737.0,637.0
2006-04-04 00:00:00,MA_Crossover(36,44),5588.0,5663.5,5082.0278,5073.2955,8.7323,1.0,1.0,-73.5,-73.5,5663.5,563.5
2006-04-05 00:00:00,MA_Crossover(36,44),5742.5,5818.0,5102.9861,5088.6818,14.3043,1.0,1.0,154.5,154.5,5818.0,718.0
2006-04-06 00:00:00,MA_Crossover(36,44),5802.5,5878.0,5129.8889,5104.8295,25.0593,1.0,1.0,60.0,60.0,5878.0,778.0
2006-04-07 00:00:00,MA_Crossover(36,44),5751.0,5826.5,5154.9722,5118.9545,36.0177,1.0,1.0,-51.5,-51.5,5826.5,726.5
2006-04-10 00:00:00,MA_Crossover(36,44),5937.5,6013.0,5184.7917,5139.4659,45.3258,1.0,1.0,186.5,186.5,6013.0,913.0
2006-04-11 00:00:00,MA_Crossover(36,44),6010.0,6085.5,5213.7917,5161.4886,52.303,1.0,1.0,72.5,72.5,6085.5,985.5
2006-04-12 00:00:00,MA_Crossover(36,44),6168.0,6243.5,5245.8194,5186.1932,59.6263,1.0,1.0,158.0,158.0,6243.5,1143.5
2006-04-13 00:00:00,MA_Crossover(36,44),6259.0,6334.5,5279.8056,5217.2159,62.5896,1.0,1.0,91.0,91.0,6334.5,1234.5
2006-04-18 00:00:00,MA_Crossover(36,44),6555.0,6630.5,5324.1389,5254.0568,70.0821,1.0,1.0,296.0,296.0,6630.5,1530.5
2006-04-19 00:00:00,MA_Crossover(36,44),6479.0,6554.5,5367.3889,5287.9432,79.4457,1.0,1.0,-76.0,-76.0,6554.5,1454.5
2006-04-20 00:00:00,MA_Crossover(36,44),6370.0,6445.5,5412.8333,5322.8523,89.9811,1.0,1.0,-109.0,-109.0,6445.5,1345.5
2006-04-21 00:00:00,MA_Crossover(36,44),6857.0,6932.5,5467.7222,5368.5114,99.2109,1.0,1.0,487.0,487.0,6932.5,1832.5
2006-04-24 00:00:00,MA_Crossover(36,44),6884.0,6959.5,5521.7222,5414.4205,107.3018,1.0,1.0,27.0,27.0,6959.5,1859.5
2006-04-25 00:00:00,MA_Crossover(36,44),7327.0,7402.5,5584.8056,5468.0795,116.726,1.0,1.0,443.0,443.0,7402.5,2302.5
2006-04-26 00:00:00,MA_Crossover(36,44),7427.0,7502.5,5650.9444,5522.8977,128.0467,1.0,1.0,100.0,100.0,7502.5,2402.5
2006-04-27 00:00:00,MA_Crossover(36,44),7182.0,7257.5,5712.8611,5571.6818,141.1793,1.0,1.0,-245.0,-245.0,7257.5,2157.5
2006-04-28 00:00:00,MA_Crossover(36,44),7118.0,7193.5,5776.0278,5620.75,155.2778,1.0,1.0,-64.0,-64.0,7193.5,2093.5
2006-05-02 00:00:00,MA_Crossover(36,44),7269.0,7344.5,5844.6111,5674.0909,170.5202,1.0,1.0,151.0,151.0,7344.5,2244.5
2006-05-03 00:00:00,MA_Crossover(36,44),7226.0,7301.5,5909.4167,5730.7273,178.6894,1.0,1.0,-43.0,-43.0,7301.5,2201.5
2006-05-04 00:00:00,MA_Crossover(36,44),7776.0,7851.5,5989.1667,5796.5227,192.6439,1.0,1.0,550.0,550.0,7851.5,2751.5
2006-05-05 00:00:00,MA_Crossover(36,44),7769.0,7844.5,6067.1389,5860.8182,206.3207,1.0,1.0,-7.0,-7.0,7844.5,2744.5
2006-05-08 00:00:00,MA_Crossover(36,44),7748.0,7823.5,6144.1806,5922.0,222.1806,1.0,1.0,-21.0,-21.0,7823.5,2723.5
2006-05-09 00:00:00,MA_Crossover(36,44),7942.0,8017.5,6225.6667,5987.8182,237.8485,1.0,1.0,194.0,194.0,8017.5,2917.5
2006-05-10 00:00:00,MA_Crossover(36,44),8237.0,8312.5,6316.1111,6062.4545,253.6566,1.0,1.0,295.0,295.0,8312.5,3212.5
2006-05-11 00:00:00,MA_Crossover(36,44),8796.0,8871.5,6416.3056,6152.2727,264.0328,1.0,1.0,559.0,559.0,8871.5,3771.5
2006-05-12 00:00:00,MA_Crossover(36,44),8634.0,8709.5,6512.6944,6239.4091,273.2854,1.0,1.0,-162.0,-162.0,8709.5,3609.5
2006-05-15 00:00:00,MA_Crossover(36,44),8345.0,8420.5,6601.1389,6317.8636,283.2753,1.0,1.0,-289.0,-289.0,8420.5,3320.5
2006-05-16 00:00:00,MA_Crossover(36,44),8435.0,8520.5,6692.0278,6398.0909,293.9369,1.0,1.0,100.0,100.0,8520.5,3420.5
2006-05-17 00:00:00,MA_Crossover(36,44),8231.0,8318.5,6773.7222,6472.3864,301.3359,1.0,1.0,-202.0,-202.0,8318.5,3218.5
2006-05-18 00:00:00,MA_Crossover(36,44),8200.0,8290.5,6854.1667,6545.6932,308.4735,1.0,1.0,-28.0,-28.0,8290.5,3190.5
2006-05-19 00:00:00,MA_Crossover(36,44),7646.0,7771.5,6917.6528,6605.6364,312.0164,1.0,1.0,-519.0,-519.0,7771.5,2671.5
2006-05-22 00:00:00,MA_Crossover(36,44),7673.0,7798.5,6981.75,6666.8182,314.9318,1.0,1.0,27.0,27.0,7798.5,2698.5
2006-05-23 00:00:00,MA_Crossover(36,44),8600.0,8725.5,7070.8889,6744.3409,326.548,1.0,1.0,927.0,927.0,8725.5,3625.5
2006-05-24 00:00:00,MA_Crossover(36,44),7955.0,8080.5,7140.0278,6807.7727,332.2551,1.0,1.0,-645.0,-645.0,8080.5,2980.5
2006-05-25 00:00:00,MA_Crossover(36,44),8230.0,8355.5,7217.5278,6877.5227,340.0051,1.0,1.0,275.0,275.0,8355.5,3255.5
2006-05-26 00:00:00,MA_Crossover(36,44),8349.0,8474.5,7292.1806,6949.9318,342.2487,1.0,1.0,119.0,119.0,8474.5,3374.5
2006-05-30 00:00:00,MA_Crossover(36,44),8060.0,8185.5,7360.8472,7012.8864,347.9609,1.0,1.0,-289.0,-289.0,8185.5,3085.5
2006-05-31 00:00:00,MA_Crossover(36,44),8001.0,8126.5,7423.5833,7074.1818,349.4015,1.0,1.0,-59.0,-59.0,8126.5,3026.5
2006-06-01 00:00:00,MA_Crossover(36,44),7807.0,7932.5,7479.2639,7129.7841,349.4798,1.0,1.0,-194.0,-194.0,7932.5,2832.5
2006-06-02 00:00:00,MA_Crossover(36,44),7967.0,8092.5,7540.8194,7188.9091,351.9104,1.0,1.0,160.0,160.0,8092.5,2992.5
2006-06-05 00:00:00,MA_Crossover(36,44),7855.0,7980.5,7594.0833,7244.9091,349.1742,1.0,1.0,-112.0,-112.0,7980.5,2880.5
2006-06-06 00:00:00,MA_Crossover(36,44),7603.0,7728.5,7638.3333,7293.4773,344.8561,1.0,1.0,-252.0,-252.0,7728.5,2628.5
2006-06-07 00:00:00,MA_Crossover(36,44),7890.0,8015.5,7686.1667,7349.1591,337.0076,1.0,1.0,287.0,287.0,8015.5,2915.5
2006-06-08 00:00:00,MA_Crossover(36,44),7407.0,7532.5,7718.0556,7388.8295,329.226,1.0,1.0,-483.0,-483.0,7532.5,2432.5
2006-06-09 00:00:00,MA_Crossover(36,44),7311.0,7436.5,7739.0556,7427.9886,311.0669,1.0,1.0,-96.0,-96.0,7436.5,2336.5
2006-06-12 00:00:00,MA_Crossover(36,44),7137.0,7262.5,7757.3333,7459.6818,297.6515,1.0,1.0,-174.0,-174.0,7262.5,2162.5
2006-06-13 00:00:00,MA_Crossover(36,44),6677.5,6803.0,7765.875,7479.5682,286.3068,1.0,1.0,-459.5,-459.5,6803.0,1703.0
2006-06-14 00:00:00,MA_Crossover(36,44),6766.0,6891.5,7763.3472,7502.6364,260.7109,1.0,1.0,88.5,88.5,6891.5,1791.5
2006-06-15 00:00:00,MA_Crossover(36,44),7140.0,7265.5,7770.4583,7529.9659,240.4924,1.0,1.0,374.0,374.0,7265.5,2165.5
2006-06-16 00:00:00,MA_Crossover(36,44),7109.0,7234.5,7764.4028,7554.9432,209.4596,1.0,1.0,-31.0,-31.0,7234.5,2134.5
2006-06-19 00:00:00,MA_Crossover(36,44),6893.0,7018.5,7749.5694,7571.4205,178.149,1.0,1.0,-216.0,-216.0,7018.5,1918.5
2006-06-20 00:00:00,MA_Crossover(36,44),6827.5,6938.5,7739.7222,7584.3409,155.3813,1.0,1.0,-80.0,-80.0,6938.5,1838.5
2006-06-21 00:00:00,MA_Crossover(36,44),6888.0,6998.5,7733.3333,7591.9091,141.4242,1.0,1.0,60.0,60.0,6998.5,1898.5
2006-06-22 00:00:00,MA_Crossover(36,44),6812.0,6916.5,7720.6389,7599.4773,121.1616,1.0,1.0,-82.0,-82.0,6916.5,1816.5
2006-06-23 00:00:00,MA_Crossover(36,44),6885.0,7035.5,7711.1667,7611.1818,99.9848,1.0,1.0,119.0,119.0,7035.5,1935.5
2006-06-26 00:00:00,MA_Crossover(36,44),7110.0,7260.5,7692.6667,7616.9318,75.7348,1.0,1.0,225.0,225.0,7260.5,2160.5
2006-06-27 00:00:00,MA_Crossover(36,44),6855.0,7005.5,7667.2778,7616.2727,51.0051,1.0,1.0,-255.0,-255.0,7005.5,1905.5
2006-06-28 00:00:00,MA_Crossover(36,44),7010.0,7160.5,7646.7778,7609.0682,37.7096,1.0,1.0,155.0,155.0,7160.5,2060.5
2006-06-29 00:00:00,MA_Crossover(36,44),7413.0,7563.5,7632.0833,7608.75,23.3333,1.0,1.0,403.0,403.0,7563.5,2463.5
2006-06-30 00:00:00,MA_Crossover(36,44),7425.0,7575.5,7609.5278,7614.2727,-4.7449,-1.0,1.0,12.0,12.0,7575.5,2475.5
2006-07-03 00:00:00,MA_Crossover(36,44),7381.0,7531.5,7570.2222,7620.25,-50.0278,-1.0,-1.0,-44.0,44.0,-7531.5,2519.5
2006-07-04 00:00:00,MA_Crossover(36,44),7518.0,7668.5,7539.2222,7625.9091,-86.6869,-1.0,-1.0,137.0,-137.0,-7668.5,2382.5
2006-07-05 00:00:00,MA_Crossover(36,44),7477.0,7627.5,7515.1111,7631.6136,-116.5025,-1.0,-1.0,-41.0,41.0,-7627.5,2423.5
2006-07-06 00:00:00,MA_Crossover(36,44),7954.0,8104.5,7501.75,7635.6591,-133.9091,-1.0,-1.0,477.0,-477.0,-8104.5,1946.5
2006-07-07 00:00:00,MA_Crossover(36,44),7840.0,7990.5,7490.8889,7637.2727,-146.3838,-1.0,-1.0,-114.0,114.0,-7990.5,2060.5
2006-07-10 00:00:00,MA_Crossover(36,44),7851.0,8001.5,7481.1944,7639.6136,-158.4192,-1.0,-1.0,11.0,-11.0,-8001.5,2049.5
2006-07-11 00:00:00,MA_Crossover(36,44),8022.0,8172.5,7491.6389,7641.4318,-149.7929,-1.0,-1.0,171.0,-171.0,-8172.5,1878.5
2006-07-12 00:00:00,MA_Crossover(36,44),8159.0,8309.5,7505.1389,7639.6591,-134.5202,-1.0,-1.0,137.0,-137.0,-8309.5,1741.5
2006-07-13 00:00:00,MA_Crossover(36,44),8035.0,8185.5,7489.4444,7622.3636,-132.9192,-1.0,-1.0,-124.0,124.0,-8185.5,1865.5
2006-07-14 00:00:00,MA_Crossover(36,44),8196.0,8346.5,7496.1389,7612.4091,-116.2702,-1.0,-1.0,161.0,-161.0,-8346.5,1704.5
2006-07-17 00:00:00,MA_Crossover(36,44),7838.0,7988.5,7485.25,7600.8864,-115.6364,-1.0,-1.0,-358.0,358.0,-7988.5,2062.5
2006-07-18 00:00:00,MA_Crossover(36,44),7890.5,8030.0,7472.5139,7588.5114,-115.9975,-1.0,-1.0,41.5,-41.5,-8030.0,2021.0
2006-07-19 00:00:00,MA_Crossover(36,44),7870.0,8014.5,7467.2361,7580.3068,-113.0707,-1.0,-1.0,-15.5,15.5,-8014.5,2036.5
2006-07-20 00:00:00,MA_Crossover(36,44),7430.0,7578.5,7451.375,7562.8068,-111.4318,-1.0,-1.0,-436.0,436.0,-7578.5,2472.5
2006-07-21 00:00:00,MA_Crossover(36,44),7102.0,7272.5,7431.7917,7550.4432,-118.6515,-1.0,-1.0,-306.0,306.0,-7272.5,2778.5
2006-07-24 00:00:00,MA_Crossover(36,44),7223.0,7393.5,7411.125,7540.2159,-129.0909,-1.0,-1.0,121.0,-121.0,-7393.5,2657.5
2006-07-25 00:00:00,MA_Crossover(36,44),7516.0,7686.5,7401.7083,7515.5795,-113.8712,-1.0,-1.0,293.0,-293.0,-7686.5,2364.5
2006-07-26 00:00:00,MA_Crossover(36,44),7537.0,7707.5,7399.875,7506.0795,-106.2045,-1.0,-1.0,21.0,-21.0,-7707.5,2343.5
2006-07-27 00:00:00,MA_Crossover(36,44),7601.0,7771.5,7391.8472,7491.7841,-99.9369,-1.0,-1.0,64.0,-64.0,-7771.5,2279.5
2006-07-28 00:00:00,MA_Crossover(36,44),7743.0,7913.5,7401.1806,7478.0114,-76.8308,-1.0,-1.0,142.0,-142.0,-7913.5,2137.5
2006-07-31 00:00:00,MA_Crossover(36,44),8032.0,8202.5,7421.2083,7477.375,-56.1667,-1.0,-1.0,289.0,-289.0,-8202.5,1848.5
2006-08-01 00:00:00,MA_Crossover(36,44),7849.0,8019.5,7440.9861,7473.9205,-32.9343,-1.0,-1.0,-183.0,183.0,-8019.5,2031.5
2006-08-02 00:00:00,MA_Crossover(36,44),7884.0,8054.5,7474.5,7475.6705,-1.1705,-1.0,-1.0,35.0,-35.0,-8054.5,1996.5
2006-08-03 00:00:00,MA_Crossover(36,44),7550.0,7720.5,7496.2778,7466.1932,30.0846,1.0,-1.0,-334.0,334.0,-7720.5,2330.5
2006-08-04 00:00:00,MA_Crossover(36,44),7915.0,8085.5,7517.8056,7467.5568,50.2487,1.0,1.0,365.0,365.0,8085.5,2695.5
2006-08-07 00:00:00,MA_Crossover(36,44),7966.0,8136.5,7541.6111,7475.8068,65.8043,1.0,1.0,51.0,51.0,8136.5,2746.5
2006-08-08 00:00:00,MA_Crossover(36,44),7955.0,8125.5,7571.1111,7477.2841,93.827,1.0,1.0,-11.0,-11.0,8125.5,2735.5
2006-08-09 00:00:00,MA_Crossover(36,44),8102.0,8272.5,7606.5139,7493.0795,113.4343,1.0,1.0,147.0,147.0,8272.5,2882.5
2006-08-10 00:00:00,MA_Crossover(36,44),7943.0,8113.5,7635.8194,7507.4432,128.3763,1.0,1.0,-159.0,-159.0,8113.5,2723.5
2006-08-11 00:00:00,MA_Crossover(36,44),7618.0,7788.5,7658.2083,7518.375,139.8333,1.0,1.0,-325.0,-325.0,7788.5,2398.5
2006-08-14 00:00:00,MA_Crossover(36,44),7686.0,7856.5,7680.4583,7541.2955,139.1629,1.0,1.0,68.0,68.0,7856.5,2466.5
2006-08-15 00:00:00,MA_Crossover(36,44),7687.0,7839.5,7696.4861,7562.2273,134.2588,1.0,1.0,-17.0,-17.0,7839.5,2449.5
2006-08-16 00:00:00,MA_Crossover(36,44),7741.0,7892.5,7721.0972,7575.8864,145.2109,1.0,1.0,53.0,53.0,7892.5,2502.5
2006-08-17 00:00:00,MA_Crossover(36,44),7334.0,7484.5,7730.0972,7581.0,149.0972,1.0,1.0,-408.0,-408.0,7484.5,2094.5
2006-08-18 00:00:00,MA_Crossover(36,44),7527.0,7689.5,7733.2639,7595.4091,137.8548,1.0,1.0,205.0,205.0,7689.5,2299.5
2006-08-21 00:00:00,MA_Crossover(36,44),7696.0,7858.5,7740.7917,7615.1477,125.6439,1.0,1.0,169.0,169.0,7858.5,2468.5
2006-08-22 00:00:00,MA_Crossover(36,44),7655.0,7817.5,7748.4028,7632.5795,115.8232,1.0,1.0,-41.0,-41.0,7817.5,2427.5
2006-08-23 00:00:00,MA_Crossover(36,44),7635.0,7797.5,7751.6528,7651.2841,100.3687,1.0,1.0,-20.0,-20.0,7797.5,2407.5
2006-08-24 00:00:00,MA_Crossover(36,44),7456.0,7618.5,7751.0694,7664.2614,86.8081,1.0,1.0,-179.0,-179.0,7618.5,2228.5
2006-08-25 00:00:00,MA_Crossover(36,44),7585.0,7747.5,7740.8194,7675.0568,65.7626,1.0,1.0,129.0,129.0,7747.5,2357.5
2006-08-29 00:00:00,MA_Crossover(36,44),7422.0,7584.5,7729.2083,7687.9432,41.2652,1.0,1.0,-163.0,-163.0,7584.5,2194.5
2006-08-30 00:00:00,MA_Crossover(36,44),7475.0,7637.5,7718.7639,7698.5114,20.2525,1.0,1.0,53.0,53.0,7637.5,2247.5
2006-08-31 00:00:00,MA_Crossover(36,44),7728.0,7890.5,7710.5972,7705.6705,4.9268,1.0,1.0,253.0,253.0,7890.5,2500.5
2006-09-01 00:00:00,MA_Crossover(36,44),7616.0,7778.5,7695.5139,7710.0114,-14.4975,-1.0,1.0,-112.0,-112.0,7778.5,2388.5
2006-09-04 00:00:00,MA_Crossover(36,44),7679.0,7841.5,7685.625,7716.7841,-31.1591,-1.0,-1.0,63.0,-63.0,-7841.5,2325.5
2006-09-05 00:00:00,MA_Crossover(36,44),7956.0,8118.5,7678.9583,7726.7386,-47.7803,-1.0,-1.0,277.0,-277.0,-8118.5,2048.5
2006-09-06 00:00:00,MA_Crossover(36,44),8076.0,8238.5,7685.5694,7740.3523,-54.7828,-1.0,-1.0,120.0,-120.0,-8238.5,1928.5
2006-09-07 00:00:00,MA_Crossover(36,44),8047.0,8209.5,7689.9167,7742.4659,-52.5492,-1.0,-1.0,-29.0,29.0,-8209.5,1957.5
