Lookback Period (days),0.0,0.15,0.3,0.45,0.6,0.75,0.9
30,-1.69613,-0.92615,-0.61848,-0.32137,-0.45609,-0.38968,-0.32693
60,-0.80727,-0.51235,-0.41594,0.03469,-0.01893,0.14536,0.16379
90,-0.57128,-0.22177,-0.07226,-0.04441,0.14469,0.04896,0.14811
120,-0.23791,-0.12325,-0.02017,-0.09904,0.08266,0.23432,0.04793
150,-0.05142,-0.02742,-0.07132,0.14215,0.10054,0.34594,0.1094
200,-0.07048,0.14917,0.01554,-0.01498,0.16963,0.21861,0.35107
250,-0.14934,-0.07463,0.04139,0.14934,0.07964,0.29752,0.45999
