Lookback Period (days),0.0,0.15,0.3,0.45,0.6,0.75,0.9
30,-1.46614,-0.80938,-0.28782,-0.39763,-0.3458,-0.23853,0.0
60,-0.77512,-0.50185,-0.25084,0.30206,-0.3727,-0.38793,-0.15039
90,-0.40149,-0.34475,0.09385,0.21213,0.26728,0.02703,-0.27716
120,-0.33152,-0.22934,-0.05851,0.26897,0.24618,0.32806,0.19995
150,-0.09872,-0.0662,-0.0622,0.24211,0.23851,0.4574,0.21505
200,-0.12576,0.03374,0.1416,0.17773,0.49529,0.39028,0.28021
250,-0.14654,-0.10594,-0.0024,0.17179,0.30377,0.41091,0.21608
