Lookback Period (days),0.0,0.15,0.3,0.45,0.6,0.75,0.9
30,-1.43542,-0.75344,-0.61788,-0.27258,-0.20836,-0.28153,-0.20869
60,-0.70822,-0.30526,-0.07277,-0.07676,-0.02484,-0.0599,0.11569
90,-0.22011,-0.0912,0.0216,0.03998,-0.03476,0.04555,-0.02938
120,0.0476,0.12414,0.11032,0.14271,0.08255,0.15342,0.0565
150,0.04366,0.04408,0.04044,0.28394,0.16902,0.14501,0.23813
200,-0.03062,0.11307,0.04412,-0.07546,0.27177,0.16626,0.48224
250,-0.09487,0.04327,0.16271,0.17646,0.02755,0.31891,0.19477
