Lookback Period (days),0.0,0.15,0.3,0.45,0.6,0.75,0.9
30,-1.23574,-0.65949,-0.44297,-0.34977,-0.48804,-0.37124,0.0
60,-0.60403,-0.51271,0.00518,0.25167,-0.25765,-0.42115,-0.31185
90,-0.27647,-0.26605,0.07051,0.06545,0.30732,-0.1981,-0.13249
120,-0.17187,-0.0644,0.04644,0.33715,0.43596,0.20161,0.03521
150,-0.00247,0.01666,0.03672,0.18129,0.27271,0.26274,0.04967
200,-0.03142,0.14019,0.05126,0.0705,0.46822,0.31584,0.1873
250,-0.09529,0.10257,0.0746,0.01149,0.20201,0.34882,0.24373
