Lookback Period (days),0.0,0.15,0.3,0.45,0.6,0.75,0.9
30,-1.67539,-1.19847,-0.5024,-0.49133,-0.26035,-0.22934,-0.18766
60,-0.98183,-0.91331,-0.53552,-0.04913,-0.45821,-0.32476,-0.33648
90,-0.63884,-0.36653,-0.26259,-0.17459,0.04389,0.05107,-0.11034
120,-0.40686,-0.2598,-0.20967,0.04928,0.01543,0.10505,0.29839
150,-0.15946,-0.255,-0.11244,-0.09146,0.02863,0.25392,0.14017
200,-0.05226,-0.11716,-0.1729,0.0232,0.0717,0.02508,0.17598
250,-0.1467,-0.09699,-0.21319,-0.04383,-0.07585,-0.02713,-0.01455
